iteration,best_objective,solver_failures,evaluations
0,16.97953090040361,0,20
1,10.383561885911513,0,40
2,10.383561885911513,0,60
3,6.002910752266807,0,80
4,6.002910752266807,0,100
5,6.002910752266807,0,120
6,3.4757824594135593,0,140
7,3.4626590714493455,0,160
8,3.4626590714493455,0,180
9,2.7555916568087873,0,200
10,2.7555916568087873,0,220
11,2.7555916568087873,0,240
12,2.7555916568087873,0,260
13,2.724491058167472,0,280
14,2.582730073084617,0,300
15,2.582730073084617,0,320
16,2.463318900386967,0,340
17,2.463318900386967,0,360
18,2.463318900386967,0,380
19,2.463318900386967,0,400
20,2.463318900386967,0,420
21,2.463318900386967,0,440
22,2.385990129280935,0,460
23,2.3509222864489288,0,480
24,2.3509222864489288,0,500
25,2.3509222864489288,0,520
26,2.347698427875411,0,540
27,2.320681012431481,0,560
28,2.288358451234226,0,580
29,2.288358451234226,0,600
30,2.288358451234226,0,620
31,2.2873971610036996,0,640
32,2.2873971610036996,0,660
33,2.2850130362495418,0,680
34,2.2811935809543216,0,700
35,2.2811935809543216,0,720
36,2.2790510338550387,0,740
37,2.2787521155577415,0,760
38,2.278681483733429,0,780
39,2.278668735328279,0,800
40,2.277098239858883,0,820
41,2.2756160711054134,0,840
42,2.275036937335824,0,860
43,2.275036937335824,0,880
44,2.274054287208517,0,900
45,2.274054287208517,0,920
46,2.2737610355873104,0,940
47,2.2731311417218603,0,960
48,2.2731311417218603,0,980
49,2.2731311417218603,0,1000
50,2.273084302769575,0,1020
