iteration,best_objective,solver_failures,evaluations
0,4.268153978620607,0,20
1,3.9493254263468827,0,40
2,2.875850709644496,0,60
3,1.6533309911058027,0,80
4,1.6533309911058027,0,100
5,0.9979727791681279,0,120
6,0.9979727791681279,0,140
7,0.9324617036196989,0,160
8,0.9196550499002285,0,180
9,0.9196550499002285,0,200
10,0.869098538044556,0,220
11,0.869098538044556,0,240
12,0.869098538044556,0,260
13,0.8630837020609703,0,280
14,0.8530118076997673,0,300
15,0.8530118076997673,0,320
16,0.8515927739383455,0,340
17,0.8515927739383455,0,360
18,0.8489393025169895,0,380
19,0.8479639565526085,0,400
20,0.8479639565526085,0,420
21,0.8479639565526085,0,440
22,0.847620054918192,0,460
23,0.847620054918192,0,480
24,0.847620054918192,0,500
25,0.8474176590857581,0,520
26,0.8474176590857581,0,540
27,0.8473934597810947,0,560
28,0.8473906044423469,0,580
29,0.8473906044423469,0,600
30,0.8473906044423469,0,620
31,0.8471340012372212,0,640
32,0.8466624168182869,0,660
33,0.8461375013796687,0,680
34,0.8459636546047844,0,700
35,0.8456064384469142,0,720
36,0.8455604896370343,0,740
37,0.8455604896370343,0,760
38,0.8455604896370343,0,780
39,0.8452448959226351,0,800
40,0.8452448959226351,0,820
41,0.8452448959226351,0,840
42,0.8452411126648547,0,860
43,0.8452411126648547,0,880
44,0.8452411126648547,0,900
45,0.8452411126648547,0,920
46,0.8452411126648547,0,940
47,0.8452411126648547,0,960
48,0.8452382800202494,0,980
49,0.8452382800202494,0,1000
50,0.8452382800202494,0,1020
