iteration,best_objective,solver_failures,evaluations
0,16.188531858630174,0,20
1,10.900988464683817,0,40
2,9.64122394423,0,60
3,8.531643842825126,0,80
4,7.187542985096424,0,100
5,5.935439684406183,0,120
6,5.584470765128792,0,140
7,5.115898940399922,0,160
8,5.085161536308713,0,180
9,4.615965030870387,0,200
10,2.877167079066064,0,220
11,2.4437763177537324,0,240
12,2.4437763177537324,0,260
13,2.4437763177537324,0,280
14,2.4437763177537324,0,300
15,2.4437763177537324,0,320
16,2.4437763177537324,0,340
17,2.4437763177537324,0,360
18,2.4408959959697545,0,380
19,2.4408959959697545,0,400
20,2.165296177186785,0,420
21,2.165296177186785,0,440
22,2.1645375847633135,0,460
23,2.149961883582395,0,480
24,2.0741974798783733,0,500
25,2.010231490461652,0,520
26,2.010231490461652,0,540
27,2.010231490461652,0,560
28,1.9913203420565262,0,580
29,1.9630338842797017,0,600
30,1.950692669800591,0,620
31,1.9297617817284505,0,640
32,1.921897668709132,0,660
33,1.921897668709132,0,680
34,1.9165848141432695,0,700
35,1.91606654014986,0,720
36,1.91606654014986,0,740
37,1.9134237670060883,0,760
38,1.9134237670060883,0,780
39,1.9125413391292743,0,800
40,1.910181720314486,0,820
41,1.9065135871947443,0,840
42,1.8959528655891904,0,860
43,1.8959528655891904,0,880
44,1.8959528655891904,0,900
45,1.8951923858995667,0,920
46,1.8945362371457661,0,940
47,1.8945362371457661,0,960
48,1.8945362371457661,0,980
49,1.894387457797766,0,1000
50,1.894347971476677,0,1020
