time_s,cell,soc,soc_std,voltage_V,temperature_K,current_A,requested_current_A,interval_duration_s,interval_mean_voltage_V,interval_max_voltage_V,interval_max_temperature_K,reward_time,reward_balance,reward_voltage,reward_temperature,numerical_failure,failure_reason,failure_penalty
0.0,1,0.2999999999999999,0.1632993161855456,3.579989813911057,298.15,0.0,0.0,0.0,3.579989813911057,3.579989813911057,298.15,0.0,0.0,0.0,0.0,False,,0.0
0.0,2,0.4999999999999999,0.1632993161855456,3.7740358870091377,298.15,0.0,0.0,0.0,3.7740358870091377,3.7740358870091377,298.15,0.0,0.0,0.0,0.0,False,,0.0
0.0,3,0.7000000000000008,0.1632993161855456,3.963071966203608,298.15,0.0,0.0,0.0,3.963071966203608,3.963071966203608,298.15,0.0,0.0,0.0,0.0,False,,0.0
90.0,1,0.31470473660198384,0.16394889630240866,3.682150305616144,298.22065708569755,2.5,2.5,90.0,3.6687802882415617,3.682150305616144,298.22065708569755,-0.75,-7.197444815120433,-0.0,-0.0,False,,0.0
90.0,2,0.5155577152860925,0.16394889630240866,3.879421003605451,298.2123016060699,2.5,2.5,90.0,3.864478914476922,3.879421003605451,298.2123016060699,-0.75,-7.197444815120433,-0.0,-0.0,False,,0.0
90.0,3,0.7162958709636545,0.16394889630240866,4.075239477897444,298.205469667592,2.5,2.5,90.0,4.058604457481091,4.075239477897444,298.205469667592,-0.75,-7.197444815120433,-0.0,-0.0,False,,0.0
180.0,1,0.32940947320396796,0.16459848085163556,3.6986764976776296,298.2924680055706,2.5,2.5,90.0,3.6907623380127252,3.6986764976776296,298.2924680055706,-0.75,-7.229924042581779,-0.0,-0.0,False,,0.0
180.0,2,0.5311154305721849,0.16459848085163556,3.8960058835372804,298.2758431678598,2.5,2.5,90.0,3.8881896053364238,3.8960058835372804,298.2758431678598,-0.75,-7.229924042581779,-0.0,-0.0,False,,0.0
180.0,3,0.7325917419273089,0.16459848085163556,4.095922735850181,298.26287541044184,2.5,2.5,90.0,4.08601309961696,4.095922735850181,298.26287541044184,-0.75,-7.229924042581779,-0.0,-0.0,False,,0.0
270.0,1,0.3441142098059515,0.1652480697809557,3.7125358198382603,298.36289048932576,2.5,2.5,90.0,3.705745929139547,3.7125358198382603,298.36289048932576,-0.75,-7.262403489047784,-0.0,-0.0,False,,0.0
270.0,2,0.5466731458582779,0.1652480697809557,3.909155765154182,298.3383058086458,2.5,2.5,90.0,3.9027380176432906,3.909155765154182,298.3383058086458,-0.75,-7.262403489047784,-0.0,-0.0,False,,0.0
270.0,3,0.7488876128909628,0.1652480697809557,4.113447614298822,298.3202202074654,2.5,2.5,90.0,4.104841308222029,4.113447614298822,298.3202202074654,-0.75,-7.262403489047784,-0.0,-0.0,False,,0.0
360.0,1,0.3588189464079357,0.16589766303891634,3.7250550467851977,298.4318699653289,2.5,2.5,90.0,3.718877533873496,3.7250550467851977,298.4318699653289,-0.75,-7.294883151945817,-0.0,-0.0,False,,0.0
360.0,2,0.5622308611443714,0.16589766303891634,3.9209512018471306,298.39962425820056,2.5,2.5,90.0,3.915122705487793,3.9209512018471306,298.39962425820056,-0.75,-7.294883151945817,-0.0,-0.0,False,,0.0
