time_s,cell,soc,soc_std,voltage_V,temperature_K,current_A,requested_current_A,interval_duration_s,interval_mean_voltage_V,interval_max_voltage_V,interval_max_temperature_K,reward_time,reward_balance,reward_voltage,reward_temperature,numerical_failure,failure_reason,failure_penalty
0.0,1,0.2999999999999999,0.1632993161855456,3.579989813911057,298.15,0.0,0.0,0.0,3.579989813911057,3.579989813911057,298.15,0.0,0.0,0.0,0.0,False,,0.0
0.0,2,0.4999999999999999,0.1632993161855456,3.7740358870091377,298.15,0.0,0.0,0.0,3.7740358870091377,3.7740358870091377,298.15,0.0,0.0,0.0,0.0,False,,0.0
0.0,3,0.7000000000000008,0.1632993161855456,3.963071966203608,298.15,0.0,0.0,0.0,3.963071966203608,3.963071966203608,298.15,0.0,0.0,0.0,0.0,False,,0.0
90.0,1,0.3264685258835709,0.1658006697381758,3.7522154524207214,298.35836613022855,4.5,4.5,90.0,3.7278573097226,3.7522154524207214,298.35836613022855,-0.75,-7.290033486908791,-0.0,-0.0,False,,0.0
90.0,2,0.5280038875149666,0.1658006697381758,3.9512197196522387,298.3349687008701,4.5,4.5,90.0,3.925028998006078,3.9512197196522387,298.3349687008701,-0.75,-7.290033486908791,-0.0,-0.0,False,,0.0
90.0,3,0.7325917419273064,0.1658006697381758,4.172543065347268,298.34682257584217,5.0,5.0,90.0,4.137654733592399,4.172543065347268,298.34682257584217,-0.75,-7.290033486908791,-0.0,-0.0,False,,0.0
180.0,1,0.35587799908753875,0.1671118668043349,3.7967702161746915,298.61646132955985,5.0,5.0,90.0,3.780628000381971,3.7967702161746915,298.61646132955985,-0.75,-7.355593340216745,-0.2046664103031226,-0.0,False,,0.0
180.0,2,0.5560077750299335,0.1671118668043349,3.9778803203280404,298.5256495995074,4.5,4.5,90.0,3.9653766970133857,3.9778803203280404,298.5256495995074,-0.75,-7.355593340216745,-0.2046664103031226,-0.0,False,,0.0
180.0,3,0.7651834838546114,0.1671118668043349,4.210233320515156,298.5538667015647,5.0,5.0,90.0,4.192976155491275,4.210233320515156,298.5538667015647,-0.75,-7.355593340216745,-0.2046664103031226,-0.0,False,,0.0
270.0,1,0.3852874722915064,0.15780543231990474,3.8241194934190728,298.87025971976533,5.0,5.0,90.0,3.81059165880101,3.8241194934190728,298.87025971976533,-0.75,-6.890271615995237,-0.0,-0.0,False,,0.0
270.0,2,0.5871232056021183,0.15780543231990474,4.016253425385793,298.753213168631,5.0,5.0,90.0,4.002553762777669,4.016253425385793,298.753213168631,-0.75,-6.890271615995237,-0.0,-0.0,False,,0.0
270.0,3,0.7717018322400747,0.15780543231990474,4.083417928254429,298.5616656653583,1.0,1.0,90.0,4.091681487769197,4.115557624604702,298.5616656653583,-0.75,-6.890271615995237,-0.0,-0.0,False,,0.0
360.0,1,0.4146969454954742,0.15910555296843387,3.8514158385001513,299.1182834147848,5.0,5.0,90.0,3.83766866876081,3.8514158385001513,299.1182834147848,-0.75,-6.955277648421694,-0.6189837382357588,-0.0,False,,0.0
