iteration,best_objective,solver_failures,evaluations
0,3.860560613036349,0,20
1,3.860560613036349,0,40
2,3.646766981165829,0,60
3,3.555402320001041,0,80
4,3.526914334669619,0,100
5,3.526914334669619,0,120
6,3.166984644250856,0,140
7,2.657248184302841,0,160
8,2.657248184302841,0,180
9,2.657248184302841,0,200
10,2.5013670724922825,0,220
11,2.5013670724922825,0,240
12,2.4897245760447175,0,260
13,2.4715082473156076,0,280
14,2.4715082473156076,0,300
15,2.4715082473156076,0,320
16,2.4715082473156076,0,340
17,2.4715082473156076,0,360
18,2.4715082473156076,0,380
19,2.4715082473156076,0,400
20,2.4715082473156076,0,420
21,2.4715082473156076,0,440
22,2.458791583130983,0,460
23,2.452004168786913,0,480
24,2.452004168786913,0,500
25,2.451986434141076,0,520
26,2.451986434141076,0,540
27,2.4507498368500396,0,560
28,2.4507498368500396,0,580
29,2.4507498368500396,0,600
30,2.449968278464202,0,620
31,2.449968278464202,0,640
32,2.4497515669978434,0,660
33,2.4496025992431987,0,680
34,2.449027392779713,0,700
35,2.4489647540199453,0,720
36,2.448919716969906,0,740
37,2.4488440852342546,0,760
38,2.4487896221070278,0,780
39,2.44877139395886,0,800
40,2.448687758454486,0,820
41,2.4486385210493102,0,840
42,2.448598659575779,0,860
43,2.448598659575779,0,880
44,2.448598659575779,0,900
45,2.4485964302799017,0,920
46,2.448588921322989,0,940
47,2.448588921322989,0,960
48,2.448585076895645,0,980
49,2.4485765567261453,0,1000
50,2.4485718119251483,0,1020
