iteration,best_objective,solver_failures,evaluations
0,1.018358588930587,0,20
1,0.9347649170863828,0,40
2,0.9347649170863828,0,60
3,0.9347649170863828,0,80
4,0.9347649170863828,0,100
5,0.8940203340380518,0,120
6,0.8940203340380518,0,140
7,0.8086721428321757,0,160
8,0.7853780448282506,0,180
9,0.7853780448282506,0,200
10,0.7704638637039947,0,220
11,0.7206072549107998,0,240
12,0.7206072549107998,0,260
13,0.7206072549107998,0,280
14,0.7206072549107998,0,300
15,0.6573675217673695,0,320
16,0.6573675217673695,0,340
17,0.6573675217673695,0,360
18,0.6573675217673695,0,380
19,0.6573675217673695,0,400
20,0.6573675217673695,0,420
21,0.6573675217673695,0,440
22,0.6573675217673695,0,460
23,0.6573675217673695,0,480
24,0.6548192989467734,0,500
25,0.6548192989467734,0,520
26,0.6502858451518372,0,540
27,0.6471142675049881,0,560
28,0.6471142675049881,0,580
29,0.6471142675049881,0,600
30,0.6437472879474944,0,620
31,0.643731218888391,0,640
32,0.643731218888391,0,660
33,0.6433774066135081,0,680
34,0.6430416741083471,0,700
35,0.6428486288847133,0,720
36,0.6427392128263077,0,740
37,0.6423328506781996,0,760
38,0.6421577794071122,0,780
39,0.6419488156848278,0,800
40,0.6416714498177523,0,820
41,0.6411802485399479,0,840
42,0.6409268000036111,0,860
43,0.6400829554044039,0,880
44,0.6394813082721551,0,900
45,0.6387167535916141,0,920
46,0.6383591564646397,0,940
47,0.6379688387799551,0,960
48,0.6375533947085605,0,980
49,0.6369214766347094,0,1000
50,0.6364755650811071,0,1020
