iteration,best_objective,solver_failures,evaluations
0,3.860560613036349,0,20
1,3.860560613036349,0,40
2,3.860560613036349,0,60
3,3.860560613036349,0,80
4,3.860560613036349,0,100
5,3.860560613036349,0,120
6,3.860560613036349,0,140
7,3.860560613036349,0,160
8,3.860560613036349,0,180
9,3.860560613036349,0,200
10,3.71072043073791,0,220
11,3.5698623924256507,0,240
12,3.3815615311144342,0,260
13,3.2684880988895113,0,280
14,3.201646099069009,0,300
15,3.161284216584927,0,320
16,3.136704850582261,0,340
17,3.052656197778076,0,360
18,2.929595988558329,0,380
19,2.799303515579536,0,400
20,2.7289923278197734,0,420
21,2.6386571202720193,0,440
22,2.6101831055736118,0,460
23,2.603476890203458,0,480
24,2.539641366798171,0,500
25,2.4846319794861094,0,520
26,2.4769066922194467,0,540
27,2.4769066922194467,0,560
28,2.4673269815551695,0,580
29,2.46132749663942,0,600
30,2.46132749663942,0,620
31,2.460551356178991,0,640
32,2.4495281298494636,0,660
33,2.4495281298494636,0,680
34,2.4495281298494636,0,700
35,2.4495281298494636,0,720
36,2.4495281298494636,0,740
37,2.4495281298494636,0,760
38,2.4495281298494636,0,780
39,2.4495281298494636,0,800
40,2.4495281298494636,0,820
41,2.4495281298494636,0,840
42,2.4494598481922765,0,860
43,2.4493474106237736,0,880
44,2.4492973494926047,0,900
45,2.449185751067574,0,920
46,2.4491115913338506,0,940
47,2.449093280202841,0,960
48,2.449019751598001,0,980
49,2.4490107027589176,0,1000
50,2.448946150639462,0,1020
