iteration,best_objective,solver_failures,evaluations
0,1.4463542145688204,0,20
1,1.269963856762514,0,40
2,1.269963856762514,0,60
3,1.1824247444682037,0,80
4,1.1824247444682037,0,100
5,1.1824247444682037,0,120
6,1.1824247444682037,0,140
7,1.1121470595879257,0,160
8,1.1121470595879257,0,180
9,1.0336974379400075,0,200
10,1.0336974379400075,0,220
11,1.0336974379400075,0,240
12,1.0336974379400075,0,260
13,1.0336974379400075,0,280
14,1.0336974379400075,0,300
15,1.0336974379400075,0,320
16,1.0336974379400075,0,340
17,1.0252647555615566,0,360
18,1.0252647555615566,0,380
19,1.0145083346469974,0,400
20,1.0145083346469974,0,420
21,0.9905495104667477,0,440
22,0.9905495104667477,0,460
23,0.9905495104667477,0,480
24,0.9905495104667477,0,500
25,0.9835946316354278,0,520
26,0.9713610434412898,0,540
27,0.9713610434412898,0,560
28,0.9713610434412898,0,580
29,0.9707388089239193,0,600
30,0.9670346920391959,0,620
31,0.9614755169116235,0,640
32,0.9603476548657853,0,660
33,0.9593571418518225,0,680
34,0.9585145233192573,0,700
35,0.954070623644554,0,720
36,0.9521475012969585,0,740
37,0.9490476319083998,0,760
38,0.9476312661190309,0,780
39,0.9464483036423267,0,800
40,0.9462499283034245,0,820
41,0.9457293390290024,0,840
42,0.9457293390290024,0,860
43,0.9454091015589436,0,880
44,0.9452673990852505,0,900
45,0.9452673990852505,0,920
46,0.945208400505901,0,940
47,0.945208400505901,0,960
48,0.945208400505901,0,980
49,0.945208400505901,0,1000
50,0.945208400505901,0,1020
