iteration,best_objective,solver_failures,evaluations
0,13.373298183860635,0,20
1,10.53108112765943,0,40
2,6.834423343209787,0,60
3,4.644548763248895,0,80
4,2.4953396800673158,0,100
5,2.006161677675153,0,120
6,1.6307072037212784,0,140
7,0.9859025535801966,0,160
8,0.803984910184498,0,180
9,0.7990884108226167,0,200
10,0.7347905757263735,0,220
11,0.7347905757263735,0,240
12,0.7347905757263735,0,260
13,0.7172080933325025,0,280
14,0.7172080933325025,0,300
15,0.7172080933325025,0,320
16,0.7172080933325025,0,340
17,0.6875111791409818,0,360
18,0.6875111791409818,0,380
19,0.6797328946921828,0,400
20,0.6773897441597364,0,420
21,0.6773897441597364,0,440
22,0.6773897441597364,0,460
23,0.6666040552983108,0,480
24,0.6666040552983108,0,500
25,0.6666040552983108,0,520
26,0.6666040552983108,0,540
27,0.6648316498605844,0,560
28,0.6647822602023665,0,580
29,0.6531120924629492,0,600
30,0.6531120924629492,0,620
31,0.6524503969572895,0,640
32,0.6498893500783374,0,660
33,0.6441925768558536,0,680
34,0.6376850174179344,0,700
35,0.6353790152010707,0,720
36,0.6322536776447267,0,740
37,0.6312696953999546,0,760
38,0.6293827440947721,0,780
39,0.6293827440947721,0,800
40,0.6293827440947721,0,820
41,0.6290801242307243,0,840
42,0.6290801242307243,0,860
43,0.6290801242307243,0,880
44,0.628891353306396,0,900
45,0.628891353306396,0,920
46,0.628891353306396,0,940
47,0.628891353306396,0,960
48,0.628891353306396,0,980
49,0.628891353306396,0,1000
50,0.6288531259421899,0,1020
