iteration,best_objective,solver_failures,evaluations
0,13.770153230117833,0,20
1,12.99969153226999,0,40
2,8.153550538684879,0,60
3,7.1888229590848685,0,80
4,7.1663546449656685,0,100
5,3.187846448593677,0,120
6,3.187846448593677,0,140
7,3.187846448593677,0,160
8,3.187846448593677,0,180
9,3.187846448593677,0,200
10,2.8391675148400353,0,220
11,2.8391675148400353,0,240
12,2.8391675148400353,0,260
13,2.8391675148400353,0,280
14,2.8391675148400353,0,300
15,2.8391675148400353,0,320
16,2.8391675148400353,0,340
17,2.8391675148400353,0,360
18,2.5342684026381868,0,380
19,2.5342684026381868,0,400
20,2.5342684026381868,0,420
21,2.5342684026381868,0,440
22,2.5342684026381868,0,460
23,2.532823531742638,0,480
24,2.5054883343651926,0,500
25,2.403815468845753,0,520
26,2.392730732079255,0,540
27,2.392730732079255,0,560
28,2.3473810474908676,0,580
29,2.3473810474908676,0,600
30,2.346627330039142,0,620
31,2.346627330039142,0,640
32,2.346627330039142,0,660
33,2.3370504895856783,0,680
34,2.3370504895856783,0,700
35,2.3370504895856783,0,720
36,2.329302935220884,0,740
37,2.325130907866051,0,760
38,2.325130907866051,0,780
39,2.3228416850860985,0,800
40,2.3218369477564336,0,820
41,2.3217265154683293,0,840
42,2.317158754447938,0,860
43,2.317158754447938,0,880
44,2.3159204152782067,0,900
45,2.314718411646211,0,920
46,2.3120639265459135,0,940
47,2.3120205683511315,0,960
48,2.311095549848161,0,980
49,2.3110748305663957,0,1000
50,2.3100432597123493,0,1020
