time_s,measured_V,fitted_V,measured_C,fitted_C,model_covers_time
0.0,4.1145,4.069912011355124,24.8,24.80000000000001,True
1.0,4.1145,4.0665965369687775,24.8,24.802523145565885,True
2.0,4.1083,4.063379645457252,24.8,24.805052504989817,True
3.0,4.1037,4.060257915091703,24.8,24.807588207222636,True
4.0,4.0997,4.05723126602108,24.7,24.810130275557412,True
5.0,4.0966,4.054298679279524,24.8,24.81267865559812,True
6.0,4.0935,4.051458255781206,24.8,24.81523324037414,True
7.0,4.0907,4.048707518510701,24.8,24.817793891596637,True
8.0,4.0882,4.046043708597282,24.9,24.820360454051468,True
9.0,4.086,4.043463965929172,24.7,24.82293276128172,True
10.0,4.0838,4.040965400663787,24.8,24.825510639775132,True
11.0,4.0817,4.038545118880031,24.8,24.8280939100905,True
12.0,4.0801,4.036200267306412,24.7,24.83068239061481,True
13.0,4.0783,4.03392807265563,24.7,24.833275900169042,True
14.0,4.0767,4.031725850172873,24.8,24.835874258504475,True
15.0,4.0749,4.029591008011551,24.7,24.8384772867916,True
16.0,4.0733,4.027521054113652,24.7,24.84108480922623,True
17.0,4.0718,4.025513579854277,24.7,24.843696652506594,True
18.0,4.0705,4.023566285867621,24.7,24.846312645356193,True
19.0,4.069,4.021676943490433,24.7,24.848932621064023,True
20.0,4.0674,4.019843441542,24.7,24.851556414439358,True
21.0,4.0662,4.018063730729574,24.8,24.854183866256506,True
22.0,4.0649,4.016335872439555,24.8,24.856814819056467,True
23.0,4.0637,4.014657978039019,24.7,24.859449121546845,True
24.0,4.0625,4.013028276777445,24.7,24.862086624377696,True
25.0,4.0612,4.011445075172678,24.8,24.8647271823109,True
26.0,4.0597,4.009906697504632,24.9,24.86737065564546,True
27.0,4.0587,4.008411612932275,24.8,24.870016906473666,True
28.0,4.0578,4.006958347454115,24.8,24.872665801087578,True
29.0,4.0566,4.0055454286753305,24.7,24.87531721085162,True
30.0,4.0559,4.004171514757447,25.0,24.877971009526675,True
31.0,4.0547,4.002835304919704,24.9,24.880627074978634,True
32.0,4.0538,4.0015355317582575,24.9,24.883285288514855,True
33.0,4.0528,4.00027099925618,24.9,24.88594553522057,True
34.0,4.0516,3.999040554416792,24.9,24.888607703697517,True
35.0,4.0507,3.9978431030495485,24.8,24.891271685001527,True
36.0,4.0497,3.996677586137506,24.9,24.89393737409955,True
37.0,4.0488,3.9955429866183656,24.9,24.89660466911664,True
38.0,4.0479,3.9944383432161303,24.8,24.899273470694027,True
39.0,4.0473,3.9933627276102386,24.7,24.9019436825846,True
40.0,4.0463,3.9923152460949303,24.8,24.90461521144266,True
41.0,4.0454,3.99129505068924,24.7,24.90728796691309,True
42.0,4.0448,3.9903013245849093,24.9,24.90996186116911,True
43.0,4.0435,3.9893332791398124,24.9,24.91263680876989,True
44.0,4.0429,3.988390157247578,24.9,24.915312726799073,True
45.0,4.0423,3.9874712293183108,24.9,24.91798953467969,True
46.0,4.0414,3.9865758166562633,24.7,24.920667155866738,True
47.0,4.0407,3.9857032383472535,24.9,24.923345514180312,True
48.0,4.0398,3.984852843430962,24.7,24.92602453607492,True
49.0,4.0392,3.9840240035330106,24.9,24.92870415016347,True
50.0,4.0386,3.983216115702168,24.7,24.931384287268827,True
51.0,4.0376,3.9824286364206167,24.7,24.934064881776578,True
52.0,4.037,3.981660985434727,24.7,24.936745867789284,True
53.0,4.0364,3.9809126206703014,24.9,24.93942718206233,True
54.0,4.0355,3.98018301646268,24.8,24.942108763119677,True
55.0,4.0345,3.979471677791896,24.7,24.94479055167102,True
56.0,4.0339,3.9787781445177814,24.7,24.947472490735606,True
57.0,4.0336,3.9781019310451327,24.7,24.950154523668516,True
58.0,4.033,3.977442583002986,24.8,24.952836595925305,True
59.0,4.0321,3.9767996595728374,24.7,24.95551865446464,True
60.0,4.0314,3.9761727485879805,24.9,24.958200648386025,True
61.0,4.0308,3.9755614475027596,24.7,24.960882528089144,True
62.0,4.0302,3.974965353062546,24.8,24.963564244775796,True
63.0,4.0296,3.974384080949345,24.8,24.966245751286067,True
