episode,environment_steps,epsilon,reward,loss,charging_target_reached,charge_phase_constraints_satisfied,failure_reason,initial_soc,elapsed_wall_s
54,1806,0.10039999999999999,-111.352203241405,10.58210277557373,True,True,,"[0.3, 0.5, 0.7]",3208.2211563999995
55,1856,0.09364999999999996,-212.51829733913925,8.775991439819336,True,True,,"[0.24618116028860734, 0.16951496818955158, 0.4890869164223116]",3279.6137257999994
56,1884,0.08239999999999997,-139.59869645898974,,True,True,,"[0.22524929793301998, 0.7346772070228081, 0.513163186129395]",3316.9348035999997
57,1930,0.0761,-109.46775587455424,7.351292610168457,True,True,,"[0.1, 0.2, 0.3]",3377.5977984999995
58,1959,0.06575000000000003,-104.1203656622933,4.630423545837402,True,True,,"[0.3, 0.5, 0.7]",3417.8930380999996
59,2010,0.05922499999999997,-188.25557199745668,4.314003944396973,True,True,,"[0.19117022758940633, 0.18474214378189271, 0.17668703428907867]",3491.7153593
60,2044,0.04999999999999999,-186.74543302860124,,True,True,,"[0.4973794165183002, 0.6862871780555627, 0.20590223141721378]",4004.4041270000002
61,2086,0.04999999999999999,-140.54040182157445,3.662555456161499,True,True,,"[0.1, 0.2, 0.3]",4063.4307168
62,2118,0.04999999999999999,-122.36412908974368,3.5290896892547607,True,True,,"[0.3, 0.5, 0.7]",4106.6303143000005
63,2165,0.04999999999999999,-207.88439092200355,3.147303342819214,True,True,,"[0.27228384732752375, 0.12479720651815951, 0.34342873788929773]",4179.230492299999
64,2206,0.04999999999999999,-86.3239245301754,2.354135751724243,True,True,,"[0.288527936636805, 0.31724404517401017, 0.4308031684411844]",4230.9808508999995
65,2251,0.04999999999999999,-109.00097791873026,2.51196026802063,True,True,,"[0.1, 0.2, 0.3]",4279.6861451
66,2283,0.04999999999999999,-170.33929089322356,,True,True,,"[0.3, 0.5, 0.7]",4320.3629951
67,2311,0.04999999999999999,-136.02282142710294,3.1500132083892822,True,True,,"[0.31239165101367966, 0.49606916678999546, 0.6780921354538331]",4356.1000841000005
68,2348,0.04999999999999999,-148.7030209992944,,True,True,,"[0.4662386748899384, 0.2692472101640542, 0.5559669147867972]",4398.5191813
69,2389,0.04999999999999999,-131.72066352487852,2.1168301105499268,True,True,,"[0.1, 0.2, 0.3]",4439.913962799999
70,2427,0.04999999999999999,-191.15121835368248,2.6038968563079834,True,True,,"[0.3, 0.5, 0.7]",4486.003588199999
71,2467,0.04999999999999999,-157.0850652730662,2.260909080505371,True,True,,"[0.35562808587637884, 0.42178621882674516, 0.17704406698897615]",4525.0467377
72,2499,0.04999999999999999,-122.39191742534322,,True,True,,"[0.6398679579302732, 0.30279362659721293, 0.4581022509274001]",4567.556014399999
73,2500,0.04999999999999999,-3.841239436637703,2.4238052368164062,False,True,,"[0.1, 0.2, 0.3]",4574.158989899999
