decision_index,phase,time_s,duration_s,requested_current_A,screened_current_A,executed_current_A,reward,goal,failure_reason,protective_stop,numerical_failure,post_switch_peak_unknown,intervention,filter_wall_s,safety_details,reward_terms
0,charge,90.0,90.0,"[3.0, 6.0, 5.5]","[3.0, 6.0, 5.5]","[3.0, 6.0, 5.5]",-3.204274918444731,False,,False,False,False,False,0.7039588000006916,"{""requested_current_A"": [3.0, 6.0, 5.5], ""applied_current_A"": [3.0, 6.0, 5.5], ""intervention"": false, ""infeasible"": false, ""reason"": ""Requested currents passed nominal screening"", ""voltage_margin_V"": 0.03, ""temperature_margin_K"": 1.0, ""soc_max"": 0.95, ""voltage_guard_V"": 4.17, ""temperature_guard_K"": 308.0, ""nominal_state"": [[0.33708902471147933, 3.615395842949203, 298.15], [0.1713396218937755, 3.4792930654955905, 298.15], [0.19302785142740247, 3.503363974098124, 298.15]], ""observation"": [[0.33708902471147933, 3.615395842949203, 298.15], [0.1713396218937755, 3.4792930654955905, 298.15], [0.19302785142740247, 3.503363974098124, 298.15]], ""positive_voltage_bias_V"": [0.0, 0.0, 0.0], ""positive_temperature_bias_K"": [0.0, 0.0, 0.0], ""absolute_soc_bias"": [0.0, 0.0, 0.0], ""cells"": [{""cell_index"": 0, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 3.0, ""nominal_next_peaks"": {""voltage_V"": 3.731944299230963, ""temperature_K"": 298.2502385529854, ""soc"": 0.35470509775709447}, ""nominal_backup_peaks"": {""voltage_V"": 3.6512064129115602, ""temperature_K"": 298.2502385529854, ""soc"": 0.3547050977570945}, ""bias_adjusted_peaks"": {""voltage_V"": 3.731944299230963, ""temperature_K"": 298.2502385529854, ""soc"": 0.3547050977570945}}, {""cell_index"": 1, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 6.0, ""nominal_next_peaks"": {""voltage_V"": 3.703845892464753, ""temperature_K"": 298.47987307962063, ""soc"": 0.20866410055712736}, ""nominal_backup_peaks"": {""voltage_V"": 3.5503225338268107, ""temperature_K"": 298.47987307962063, ""soc"": 0.20866410055712759}, ""bias_adjusted_peaks"": {""voltage_V"": 3.703845892464753, ""temperature_K"": 298.47987307962063, ""soc"": 0.20866410055712759}}, {""cell_index"": 2, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 5.5, ""nominal_next_peaks"": {""voltage_V"": 3.715662297333732, ""temperature_K"": 298.395063869165, ""soc"": 0.22885266940246565}, ""nominal_backup_peaks"": {""voltage_V"": 3.5706358345840186, ""temperature_K"": 298.395063869165, ""soc"": 0.22885266940246565}, ""bias_adjusted_peaks"": {""voltage_V"": 3.715662297333732, ""temperature_K"": 298.395063869165, ""soc"": 0.22885266940246565}}], ""candidate_solve_count"": 6, ""screen_horizon_s"": 90.0, ""zero_current_backup_horizon_s"": 90.0, ""safety_guarantee"": ""finite-horizon sampled screen only"", ""filter_wall_time_s"": 0.7039239000005182}","{""time"": -0.75, ""balance"": -2.454274918444731, ""voltage"": -0.0, ""temperature"": -0.0, ""numerical_failure"": 0.0, ""protective_stop"": 0.0}"
1,charge,180.0,90.0,"[3.0, 5.5, 5.5]","[3.0, 5.5, 5.5]","[3.0, 5.5, 5.5]",-2.7797678094800253,False,,False,False,False,False,0.681593299999804,"{""requested_current_A"": [3.0, 5.5, 5.5], ""applied_current_A"": [3.0, 5.5, 5.5], ""intervention"": false, ""infeasible"": false, ""reason"": ""Requested currents passed nominal screening"", ""voltage_margin_V"": 0.03, ""temperature_margin_K"": 1.0, ""soc_max"": 0.95, ""voltage_guard_V"": 4.17, ""temperature_guard_K"": 308.0, ""nominal_state"": [[0.35470509775709425, 3.731944299230963, 298.2502385529854], [0.20866410055712775, 3.703845892464753, 298.47987307962063], [0.22885266940246543, 3.715662297333732, 298.395063869165]], ""observation"": [[0.35470509775709425, 3.7319220779765274, 298.25093648408495], [0.20866410055713072, 3.703037334470592, 298.47924135854606], [0.22885266940246793, 3.7155206018503364, 298.39918804287663]], ""positive_voltage_bias_V"": [0.0, 0.0, 0.0], ""positive_temperature_bias_K"": [0.00069793109952343, 0.0, 0.004124173711602452], ""absolute_soc_bias"": [0.0, 2.9698465908722937e-15, 2.4980018054066022e-15], ""cells"": [{""cell_index"": 0, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 3.0, ""nominal_next_peaks"": {""voltage_V"": 3.749014545937822, ""temperature_K"": 298.35232500460296, ""soc"": 0.3723211708027079}, ""nominal_backup_peaks"": {""voltage_V"": 3.6686610755396396, ""temperature_K"": 298.35232500460296, ""soc"": 0.3723211708027093}, ""bias_adjusted_peaks"": {""voltage_V"": 3.749014545937822, ""temperature_K"": 298.3530229357025, ""soc"": 0.3723211708027093}}, {""cell_index"": 1, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 5.5, ""nominal_next_peaks"": {""voltage_V"": 3.7250090051839715, ""temperature_K"": 298.76809436901084, ""soc"": 0.24287820599853388}, ""nominal_backup_peaks"": {""voltage_V"": 3.5835280307187274, ""temperature_K"": 298.76809436901084, ""soc"": 0.2428782059985341}, ""bias_adjusted_peaks"": {""voltage_V"": 3.7250090051839715, ""temperature_K"": 298.76809436901084, ""soc"": 0.24287820599853707}}, {""cell_index"": 2, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 5.5, ""nominal_next_peaks"": {""voltage_V"": 3.7559386531426755, ""temperature_K"": 298.64616223291836, ""soc"": 0.2646774873775284}, ""nominal_backup_peaks"": {""voltage_V"": 3.6129619109182287, ""temperature_K"": 298.64616223291836, ""soc"": 0.2646774873775332}, ""bias_adjusted_peaks"": {""voltage_V"": 3.7559386531426755, ""temperature_K"": 298.65028640662996, ""soc"": 0.2646774873775357}}], ""candidate_solve_count"": 6, ""screen_horizon_s"": 90.0, ""zero_current_backup_horizon_s"": 90.0, ""safety_guarantee"": ""finite-horizon sampled screen only"", ""filter_wall_time_s"": 0.6815407000030973}","{""time"": -0.75, ""balance"": -2.0297678094800253, ""voltage"": -0.0, ""temperature"": -0.0, ""numerical_failure"": 0.0, ""protective_stop"": 0.0}"
2,charge,270.0,90.0,"[3.0, 5.5, 5.0]","[3.0, 5.5, 5.0]","[3.0, 5.5, 5.0]",-2.393106859897792,False,,False,False,False,False,0.6112377999997989,"{""requested_current_A"": [3.0, 5.5, 5.0], ""applied_current_A"": [3.0, 5.5, 5.0], ""intervention"": false, ""infeasible"": false, ""reason"": ""Requested currents passed nominal screening"", ""voltage_margin_V"": 0.03, ""temperature_margin_K"": 1.0, ""soc_max"": 0.95, ""voltage_guard_V"": 4.17, ""temperature_guard_K"": 308.0, ""nominal_state"": [[0.37232117080270904, 3.749014545937822, 298.35232500460296], [0.24287820599853352, 3.7250090051839715, 298.76809436901084], [0.2646774873775278, 3.7559386531426755, 298.64616223291836]], ""observation"": [[0.3723211708027082, 3.748939331694433, 298.353753815881], [0.24287820599853893, 3.7238953280104408, 298.7671284240721], [0.2646774873775327, 3.7557221662041664, 298.65442227421]], ""positive_voltage_bias_V"": [0.0, 0.0, 0.0], ""positive_temperature_bias_K"": [0.0014288112780604934, 0.0, 0.008260041291634934], ""absolute_soc_bias"": [8.326672684688674e-16, 5.412337245047638e-15, 4.9404924595819466e-15], ""cells"": [{""cell_index"": 0, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 3.0, ""nominal_next_peaks"": {""voltage_V"": 3.7639380166950405, ""temperature_K"": 298.45230880331036, ""soc"": 0.3899372438483244}, ""nominal_backup_peaks"": {""voltage_V"": 3.6841652544874517, ""temperature_K"": 298.45230880331036, ""soc"": 0.3899372438483249}, ""bias_adjusted_peaks"": {""voltage_V"": 3.7639380166950405, ""temperature_K"": 298.4537376145884, ""soc"": 0.38993724384832573}}, {""cell_index"": 1, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 5.5, ""nominal_next_peaks"": {""voltage_V"": 3.7614203610247974, ""temperature_K"": 299.04576380168214, ""soc"": 0.2770923114399407}, ""nominal_backup_peaks"": {""voltage_V"": 3.6225485245029936, ""temperature_K"": 299.04576380168214, ""soc"": 0.2770923114399408}, ""bias_adjusted_peaks"": {""voltage_V"": 3.7614203610247974, ""temperature_K"": 299.04576380168214, ""soc"": 0.27709231143994617}}, {""cell_index"": 2, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 5.0, ""nominal_next_peaks"": {""voltage_V"": 3.778958332894069, ""temperature_K"": 298.8536812693112, ""soc"": 0.29724550371849306}, ""nominal_backup_peaks"": {""voltage_V"": 3.64813365661468, ""temperature_K"": 298.8536812693112, ""soc"": 0.29724550371849306}, ""bias_adjusted_peaks"": {""voltage_V"": 3.778958332894069, ""temperature_K"": 298.86194131060284, ""soc"": 0.297245503718498}}], ""candidate_solve_count"": 6, ""screen_horizon_s"": 90.0, ""zero_current_backup_horizon_s"": 90.0, ""safety_guarantee"": ""finite-horizon sampled screen only"", ""filter_wall_time_s"": 0.6111777000005532}","{""time"": -0.75, ""balance"": -1.643106859897792, ""voltage"": -0.0, ""temperature"": -0.0, ""numerical_failure"": 0.0, ""protective_stop"": 0.0}"
3,charge,360.0,90.0,"[3.0, 5.0, 4.5]","[3.0, 5.0, 4.5]","[3.0, 5.0, 4.5]",-2.0576109876966893,False,,False,False,False,False,0.6808745999987877,"{""requested_current_A"": [3.0, 5.0, 4.5], ""applied_current_A"": [3.0, 5.0, 4.5], ""intervention"": false, ""infeasible"": false, ""reason"": ""Requested currents passed nominal screening"", ""voltage_margin_V"": 0.03, ""temperature_margin_K"": 1.0, ""soc_max"": 0.95, ""voltage_guard_V"": 4.17, ""temperature_guard_K"": 308.0, ""nominal_state"": [[0.38993724384832495, 3.7639380166950405, 298.45230880331036], [0.2770923114399403, 3.7614203610247974, 299.04576380168214], [0.29724550371849306, 3.778958332894069, 298.8536812693112]], ""observation"": [[0.3899372438483228, 3.763817650254623, 298.4544754507627], [0.27709231143994884, 3.7600293268640907, 299.04465333907996], [0.2972455037185, 3.7786916468519767, 298.8652564824585]], ""positive_voltage_bias_V"": [0.0, 0.0, 0.0], ""positive_temperature_bias_K"": [0.0021666474523271972, 0.0, 0.011575213147295926], ""absolute_soc_bias"": [2.1649348980190553e-15, 8.548717289613705e-15, 6.938893903907228e-15], ""cells"": [{""cell_index"": 0, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 3.0, ""nominal_next_peaks"": {""voltage_V"": 3.7785486793364385, ""temperature_K"": 298.55011903702365, ""soc"": 0.40755331689393914}, ""nominal_backup_peaks"": {""voltage_V"": 3.6993066129307848, ""temperature_K"": 298.55011903702365, ""soc"": 0.4075533168939397}, ""bias_adjusted_peaks"": {""voltage_V"": 3.7785486793364385, ""temperature_K"": 298.552285684476, ""soc"": 0.40755331689394186}}, {""cell_index"": 1, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 5.0, ""nominal_next_peaks"": {""voltage_V"": 3.7811937529459323, ""temperature_K"": 299.27114219491, ""soc"": 0.308196043659401}, ""nominal_backup_peaks"": {""voltage_V"": 3.6542891651137284, ""temperature_K"": 299.27114219491, ""soc"": 0.3081960436594036}, ""bias_adjusted_peaks"": {""voltage_V"": 3.7811937529459323, ""temperature_K"": 299.27114219491, ""soc"": 0.30819604365941217}}, {""cell_index"": 2, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 4.5, ""nominal_next_peaks"": {""voltage_V"": 3.795167140111804, ""temperature_K"": 299.0206188541198, ""soc"": 0.32655671842536177}, ""nominal_backup_peaks"": {""voltage_V"": 3.6763250942449464, ""temperature_K"": 299.0206188541198, ""soc"": 0.3265567184253625}, ""bias_adjusted_peaks"": {""voltage_V"": 3.795167140111804, ""temperature_K"": 299.0321940672671, ""soc"": 0.32655671842536943}}], ""candidate_solve_count"": 6, ""screen_horizon_s"": 90.0, ""zero_current_backup_horizon_s"": 90.0, ""safety_guarantee"": ""finite-horizon sampled screen only"", ""filter_wall_time_s"": 0.6808042999982717}","{""time"": -0.75, ""balance"": -1.307610987696689, ""voltage"": -0.0, ""temperature"": -0.0, ""numerical_failure"": 0.0, ""protective_stop"": 0.0}"
4,charge,450.0,90.0,"[3.0, 4.5, 4.5]","[3.0, 4.5, 4.5]","[3.0, 4.5, 4.5]",-1.7829640086786962,False,,False,False,False,False,0.49706739999965066,"{""requested_current_A"": [3.0, 4.5, 4.5], ""applied_current_A"": [3.0, 4.5, 4.5], ""intervention"": false, ""infeasible"": false, ""reason"": ""Requested currents passed nominal screening"", ""voltage_margin_V"": 0.03, ""temperature_margin_K"": 1.0, ""soc_max"": 0.95, ""voltage_guard_V"": 4.17, ""temperature_guard_K"": 308.0, ""nominal_state"": [[0.4075533168939394, 3.7785486793364385, 298.55011903702365], [0.30819604365940145, 3.7811937529459323, 299.27114219491], [0.3265567184253616, 3.795167140111804, 299.0206188541198]], ""observation"": [[0.4075533168939381, 3.778389301894822, 298.55302915811046], [0.3081960436594119, 3.779701553056151, 299.2701494535406], [0.32655671842537326, 3.7948641512123187, 299.0347583029389]], ""positive_voltage_bias_V"": [0.0, 0.0, 0.0], ""positive_temperature_bias_K"": [0.002910121086813433, 0.0, 0.014139448819094014], ""absolute_soc_bias"": [1.3322676295501878e-15, 1.0436096431476471e-14, 1.1657341758564144e-14], ""cells"": [{""cell_index"": 0, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 3.0, ""nominal_next_peaks"": {""voltage_V"": 3.793573269309415, ""temperature_K"": 298.6458515579144, ""soc"": 0.4251693899395526}, ""nominal_backup_peaks"": {""voltage_V"": 3.7148059652381087, ""temperature_K"": 298.6458515579144, ""soc"": 0.4251693899395527}, ""bias_adjusted_peaks"": {""voltage_V"": 3.793573269309415, ""temperature_K"": 298.6487616790012, ""soc"": 0.42516938993955405}}, {""cell_index"": 1, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 4.5, ""nominal_next_peaks"": {""voltage_V"": 3.7942562779957805, ""temperature_K"": 299.44870310565085, ""soc"": 0.3361894026569172}, ""nominal_backup_peaks"": {""voltage_V"": 3.679139667419848, ""temperature_K"": 299.44870310565085, ""soc"": 0.3361894026569188}, ""bias_adjusted_peaks"": {""voltage_V"": 3.7942562779957805, ""temperature_K"": 299.44870310565085, ""soc"": 0.33618940265692926}}, {""cell_index"": 2, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 4.5, ""nominal_next_peaks"": {""voltage_V"": 3.823021038501973, ""temperature_K"": 299.1833129983574, ""soc"": 0.3558679331322291}, ""nominal_backup_peaks"": {""voltage_V"": 3.7055665761423358, ""temperature_K"": 299.1833129983574, ""soc"": 0.3558679331322291}, ""bias_adjusted_peaks"": {""voltage_V"": 3.823021038501973, ""temperature_K"": 299.1974524471765, ""soc"": 0.35586793313224074}}], ""candidate_solve_count"": 6, ""screen_horizon_s"": 90.0, ""zero_current_backup_horizon_s"": 90.0, ""safety_guarantee"": ""finite-horizon sampled screen only"", ""filter_wall_time_s"": 0.4970296999999846}","{""time"": -0.75, ""balance"": -1.0329640086786962, ""voltage"": -0.0, ""temperature"": -0.0, ""numerical_failure"": 0.0, ""protective_stop"": 0.0}"
5,charge,540.0,90.0,"[3.0, 4.5, 4.0]","[3.0, 4.5, 4.0]","[3.0, 4.5, 4.0]",-1.5455766595380525,False,,False,False,False,False,0.6833716000001004,"{""requested_current_A"": [3.0, 4.5, 4.0], ""applied_current_A"": [3.0, 4.5, 4.0], ""intervention"": false, ""infeasible"": false, ""reason"": ""Requested currents passed nominal screening"", ""voltage_margin_V"": 0.03, ""temperature_margin_K"": 1.0, ""soc_max"": 0.95, ""voltage_guard_V"": 4.17, ""temperature_guard_K"": 308.0, ""nominal_state"": [[0.4251693899395531, 3.793573269309415, 298.6458515579144], [0.3361894026569179, 3.7942562779957805, 299.44870310565085], [0.3558679331322293, 3.823021038501973, 299.1833129983574]], ""observation"": [[0.4251693899395523, 3.7933801838711108, 298.64951061768807], [0.33618940265693104, 3.7927227026000154, 299.4480484668505], [0.3558679331322458, 3.822665549362277, 299.1998890094089]], ""positive_voltage_bias_V"": [0.0, 0.0, 0.0], ""positive_temperature_bias_K"": [0.00365905977366765, 0.0, 0.016576011051483874], ""absolute_soc_bias"": [8.326672684688674e-16, 1.3156142841808105e-14, 1.6486811915683575e-14], ""cells"": [{""cell_index"": 0, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 3.0, ""nominal_next_peaks"": {""voltage_V"": 3.809348986889015, ""temperature_K"": 298.73960243796927, ""soc"": 0.44278546298516713}, ""nominal_backup_peaks"": {""voltage_V"": 3.7310032944873237, ""temperature_K"": 298.73960243796927, ""soc"": 0.4427854629851672}, ""bias_adjusted_peaks"": {""voltage_V"": 3.809348986889015, ""temperature_K"": 298.74326149774294, ""soc"": 0.442785462985168}}, {""cell_index"": 1, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 4.5, ""nominal_next_peaks"": {""voltage_V"": 3.8193387802620995, ""temperature_K"": 299.6202734051777, ""soc"": 0.36418276165443275}, ""nominal_backup_peaks"": {""voltage_V"": 3.7055207422239054, ""temperature_K"": 299.6202734051777, ""soc"": 0.36418276165443497}, ""bias_adjusted_peaks"": {""voltage_V"": 3.8193387802620995, ""temperature_K"": 299.6202734051777, ""soc"": 0.36418276165444813}}, {""cell_index"": 2, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 4.0, ""nominal_next_peaks"": {""voltage_V"": 3.831574577074929, ""temperature_K"": 299.3113367436154, ""soc"": 0.3819223462050004}, ""nominal_backup_peaks"": {""voltage_V"": 3.7257843630233793, ""temperature_K"": 299.3113367436154, ""soc"": 0.3819223462050004}, ""bias_adjusted_peaks"": {""voltage_V"": 3.831574577074929, ""temperature_K"": 299.3279127546669, ""soc"": 0.38192234620501686}}], ""candidate_solve_count"": 6, ""screen_horizon_s"": 90.0, ""zero_current_backup_horizon_s"": 90.0, ""safety_guarantee"": ""finite-horizon sampled screen only"", ""filter_wall_time_s"": 0.6833205000002636}","{""time"": -0.75, ""balance"": -0.7955766595380525, ""voltage"": -0.0, ""temperature"": -0.0, ""numerical_failure"": 0.0, ""protective_stop"": 0.0}"
6,charge,630.0,90.0,"[3.0, 4.5, 4.0]","[3.0, 4.5, 4.0]","[3.0, 4.5, 4.0]",-1.3205117414163787,False,,False,False,False,False,0.45587959999829764,"{""requested_current_A"": [3.0, 4.5, 4.0], ""applied_current_A"": [3.0, 4.5, 4.0], ""intervention"": false, ""infeasible"": false, ""reason"": ""Requested currents passed nominal screening"", ""voltage_margin_V"": 0.03, ""temperature_margin_K"": 1.0, ""soc_max"": 0.95, ""voltage_guard_V"": 4.17, ""temperature_guard_K"": 308.0, ""nominal_state"": [[0.4427854629851678, 3.809348986889015, 298.73960243796927], [0.36418276165443225, 3.8193387802620995, 299.6202734051777], [0.3819223462050004, 3.831574577074929, 299.3113367436154]], ""observation"": [[0.44278546298516924, 3.8091281856704495, 298.74401573217773], [0.36418276165444935, 3.8176510810819924, 299.6200641697783], [0.38192234620501864, 3.8312011604173613, 299.32971815470796]], ""positive_voltage_bias_V"": [0.0, 0.0, 0.0], ""positive_temperature_bias_K"": [0.004413294208461593, 0.0, 0.018381411092548205], ""absolute_soc_bias"": [1.4432899320127035e-15, 1.709743457922741e-14, 1.8263168755083825e-14], ""cells"": [{""cell_index"": 0, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 3.0, ""nominal_next_peaks"": {""voltage_V"": 3.825877562031171, ""temperature_K"": 298.83146382993004, ""soc"": 0.4604015360307814}, ""nominal_backup_peaks"": {""voltage_V"": 3.7479027459614676, ""temperature_K"": 298.83146382993004, ""soc"": 0.4604015360307814}, ""bias_adjusted_peaks"": {""voltage_V"": 3.825877562031171, ""temperature_K"": 298.8358771241385, ""soc"": 0.4604015360307828}}, {""cell_index"": 1, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 4.5, ""nominal_next_peaks"": {""voltage_V"": 3.844483645136812, ""temperature_K"": 299.78736579429335, ""soc"": 0.39217612065194896}, ""nominal_backup_peaks"": {""voltage_V"": 3.7317343053734056, ""temperature_K"": 299.78736579429335, ""soc"": 0.39217612065195057}, ""bias_adjusted_peaks"": {""voltage_V"": 3.844483645136812, ""temperature_K"": 299.78736579429335, ""soc"": 0.39217612065196766}}, {""cell_index"": 2, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 4.0, ""nominal_next_peaks"": {""voltage_V"": 3.8547580686568166, ""temperature_K"": 299.4364718735228, ""soc"": 0.4079767592777717}, ""nominal_backup_peaks"": {""voltage_V"": 3.7498488135875956, ""temperature_K"": 299.4364718735228, ""soc"": 0.4079767592777717}, ""bias_adjusted_peaks"": {""voltage_V"": 3.8547580686568166, ""temperature_K"": 299.45485328461535, ""soc"": 0.40797675927779}}], ""candidate_solve_count"": 6, ""screen_horizon_s"": 90.0, ""zero_current_backup_horizon_s"": 90.0, ""safety_guarantee"": ""finite-horizon sampled screen only"", ""filter_wall_time_s"": 0.4558281999998144}","{""time"": -0.75, ""balance"": -0.5705117414163786, ""voltage"": -0.0, ""temperature"": -0.0, ""numerical_failure"": 0.0, ""protective_stop"": 0.0}"
7,charge,720.0,90.0,"[3.0, 4.0, 4.0]","[3.0, 4.0, 4.0]","[3.0, 4.0, 4.0]",-1.120910031714001,False,,False,False,False,False,0.5488495999998122,"{""requested_current_A"": [3.0, 4.0, 4.0], ""applied_current_A"": [3.0, 4.0, 4.0], ""intervention"": false, ""infeasible"": false, ""reason"": ""Requested currents passed nominal screening"", ""voltage_margin_V"": 0.03, ""temperature_margin_K"": 1.0, ""soc_max"": 0.95, ""voltage_guard_V"": 4.17, ""temperature_guard_K"": 308.0, ""nominal_state"": [[0.4604015360307801, 3.825877562031171, 298.83146382993004], [0.3921761206519496, 3.844483645136812, 299.78736579429335], [0.40797675927777166, 3.8547580686568166, 299.4364718735228]], ""observation"": [[0.46040153603078277, 3.825636985579, 298.83663653290347], [0.3921761206519689, 3.842620560940481, 299.7877016605153], [0.407976759277794, 3.854361603493092, 299.45656947451073]], ""positive_voltage_bias_V"": [0.0, 0.0, 0.0], ""positive_temperature_bias_K"": [0.005172702973425203, 0.0003358662219739017, 0.020097600987924125], ""absolute_soc_bias"": [2.6645352591003757e-15, 1.9262369477246466e-14, 2.2315482794965646e-14], ""cells"": [{""cell_index"": 0, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 3.0, ""nominal_next_peaks"": {""voltage_V"": 3.84286107119041, ""temperature_K"": 298.9215194524321, ""soc"": 0.4780176090763952}, ""nominal_backup_peaks"": {""voltage_V"": 3.7652082774378792, ""temperature_K"": 298.9215194524321, ""soc"": 0.4780176090763952}, ""bias_adjusted_peaks"": {""voltage_V"": 3.84286107119041, ""temperature_K"": 298.92669215540553, ""soc"": 0.47801760907639784}}, {""cell_index"": 1, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 4.0, ""nominal_next_peaks"": {""voltage_V"": 3.8517967032103155, ""temperature_K"": 299.91439959079605, ""soc"": 0.4170591064275206}, ""nominal_backup_peaks"": {""voltage_V"": 3.7503634961795447, ""temperature_K"": 299.91439959079605, ""soc"": 0.41705910642752214}, ""bias_adjusted_peaks"": {""voltage_V"": 3.8517967032103155, ""temperature_K"": 299.914735457018, ""soc"": 0.4170591064275414}}, {""cell_index"": 2, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 4.0, ""nominal_next_peaks"": {""voltage_V"": 3.87841966808608, ""temperature_K"": 299.55968529294717, ""soc"": 0.4340311723505426}, ""nominal_backup_peaks"": {""voltage_V"": 3.7742149784653654, ""temperature_K"": 299.55968529294717, ""soc"": 0.43403117235054295}, ""bias_adjusted_peaks"": {""voltage_V"": 3.87841966808608, ""temperature_K"": 299.5797828939351, ""soc"": 0.43403117235056526}}], ""candidate_solve_count"": 6, ""screen_horizon_s"": 90.0, ""zero_current_backup_horizon_s"": 90.0, ""safety_guarantee"": ""finite-horizon sampled screen only"", ""filter_wall_time_s"": 0.5487917999998899}","{""time"": -0.75, ""balance"": -0.37091003171400116, ""voltage"": -0.0, ""temperature"": -0.0, ""numerical_failure"": 0.0, ""protective_stop"": 0.0}"
8,charge,810.0,90.0,"[3.0, 4.0, 3.5]","[3.0, 4.0, 3.5]","[3.0, 4.0, 3.5]",-0.958018121339814,False,,False,False,False,False,0.5044482999983302,"{""requested_current_A"": [3.0, 4.0, 3.5], ""applied_current_A"": [3.0, 4.0, 3.5], ""intervention"": false, ""infeasible"": false, ""reason"": ""Requested currents passed nominal screening"", ""voltage_margin_V"": 0.03, ""temperature_margin_K"": 1.0, ""soc_max"": 0.95, ""voltage_guard_V"": 4.17, ""temperature_guard_K"": 308.0, ""nominal_state"": [[0.4780176090763949, 3.84286107119041, 298.9215194524321], [0.41705910642752, 3.8517967032103155, 299.91439959079605], [0.4340311723505421, 3.87841966808608, 299.55968529294717]], ""observation"": [[0.47801760907639573, 3.84261048417689, 298.9274565845623], [0.41705910642754224, 3.8499524657617354, 299.91544961001046], [0.43403117235056854, 3.8780184535595175, 299.5814275226483]], ""positive_voltage_bias_V"": [0.0, 0.0, 0.0], ""positive_temperature_bias_K"": [0.00593713213021374, 0.0010500192144036191, 0.021742229701146698], ""absolute_soc_bias"": [8.326672684688674e-16, 2.225997164373439e-14, 2.6423307986078726e-14], ""cells"": [{""cell_index"": 0, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 3.0, ""nominal_next_peaks"": {""voltage_V"": 3.8598159513193506, ""temperature_K"": 299.0098557507276, ""soc"": 0.4956336821220061}, ""nominal_backup_peaks"": {""voltage_V"": 3.7824377976453314, ""temperature_K"": 299.0098557507276, ""soc"": 0.4956336821220097}, ""bias_adjusted_peaks"": {""voltage_V"": 3.8598159513193506, ""temperature_K"": 299.0157928828578, ""soc"": 0.49563368212201053}}, {""cell_index"": 1, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 4.0, ""nominal_next_peaks"": {""voltage_V"": 3.873912274763886, ""temperature_K"": 300.0375655707023, ""soc"": 0.44194209220308855}, ""nominal_backup_peaks"": {""voltage_V"": 3.7731709440732217, ""temperature_K"": 300.0375655707023, ""soc"": 0.44194209220308905}, ""bias_adjusted_peaks"": {""voltage_V"": 3.873912274763886, ""temperature_K"": 300.03861558991673, ""soc"": 0.4419420922031113}}, {""cell_index"": 2, ""candidate_count"": 1, ""feasible"": true, ""rejections"": [], ""current_A"": 3.5, ""nominal_next_peaks"": {""voltage_V"": 3.8824951267183434, ""temperature_K"": 299.6527391652389, ""soc"": 0.4568287837892167}, ""nominal_backup_peaks"": {""voltage_V"": 3.789834146218047, ""temperature_K"": 299.6527391652389, ""soc"": 0.4568287837892167}, ""bias_adjusted_peaks"": {""voltage_V"": 3.8824951267183434, ""temperature_K"": 299.6744813949401, ""soc"": 0.45682878378924313}}], ""candidate_solve_count"": 6, ""screen_horizon_s"": 90.0, ""zero_current_backup_horizon_s"": 90.0, ""safety_guarantee"": ""finite-horizon sampled screen only"", ""filter_wall_time_s"": 0.5043901999997615}","{""time"": -0.75, ""balance"": -0.20801812133981398, ""voltage"": -0.0, ""temperature"": -0.0, ""numerical_failure"": 0.0, ""protective_stop"": 0.0}"
