iteration,best_objective,solver_failures,evaluations
0,2.4095519016736757,0,20
1,2.4095519016736757,0,40
2,2.101270446068971,0,60
3,1.1674091252493723,0,80
4,1.1674091252493723,0,100
5,1.1244935380877288,0,120
6,1.1244935380877288,0,140
7,1.1154964681926611,0,160
8,1.1154964681926611,0,180
9,1.1154964681926611,0,200
10,1.1154964681926611,0,220
11,1.1154964681926611,0,240
12,1.1059203927401766,0,260
13,1.054355444981912,0,280
14,1.054355444981912,0,300
15,0.8228899362525116,0,320
16,0.6732878464190926,0,340
17,0.6489573424973475,0,360
18,0.6489573424973475,0,380
19,0.6489573424973475,0,400
20,0.6489573424973475,0,420
21,0.6382986586672015,0,440
22,0.6382986586672015,0,460
23,0.6372404526306721,0,480
24,0.6368761075292237,0,500
25,0.6368761075292237,0,520
26,0.6368761075292237,0,540
27,0.635728687563385,0,560
28,0.630422078273732,0,580
29,0.630422078273732,0,600
30,0.6300344825368509,0,620
31,0.6300344825368509,0,640
32,0.6300344825368509,0,660
33,0.6294664099337501,0,680
34,0.6294664099337501,0,700
35,0.6288031204832034,0,720
36,0.6288031204832034,0,740
37,0.6280708043511407,0,760
38,0.6280708043511407,0,780
39,0.627765779555506,0,800
40,0.6274908911068715,0,820
41,0.6274908911068715,0,840
42,0.6269188330024653,0,860
43,0.6263304453712292,0,880
44,0.625914376322963,0,900
45,0.6257646619995307,0,920
46,0.6255277378415107,0,940
47,0.6253473549125459,0,960
48,0.6252169907840812,0,980
49,0.6249946100523588,0,1000
50,0.6248165453023108,0,1020
