time_s,cell,phase,soc,voltage_V,temperature_K,current_A,decision_index
0.0,1,charge,0.6829239300311639,3.9281481434496603,298.15,0.0,-1
0.0,2,charge,0.4071705716941168,3.6920247581368835,298.15,0.0,-1
0.0,3,charge,0.6414237090137717,3.895154843372134,298.15,0.0,-1
0.0,1,charge,0.6829239300311639,3.9281481434496603,298.15,3.0,0
0.0,1,charge,0.6829239300311635,4.00287886252573,298.15,3.0,0
0.0,2,charge,0.4071705716941168,3.6920247581368835,298.15,7.5,0
0.0,2,charge,0.40717057169411786,3.8452526701961873,298.15,7.5,0
0.0,3,charge,0.6414237090137717,3.895154843372134,298.15,3.5,0
0.0,3,charge,0.641423709013771,3.98396991090022,298.15,3.5,0
0.9999999999999999,1,charge,0.6831196641761155,4.006033069840818,298.1510070437995,3.0,0
0.9999999999999999,2,charge,0.407688967231109,3.8520224955643245,298.1544535008687,7.5,0
0.9999999999999999,3,charge,0.641677015807533,3.987834007088451,298.1510312785034,3.5,0
2.0,1,charge,0.6833153983210644,4.008032557720913,298.15201897594284,3.0,0
2.0,2,charge,0.4082073627681001,3.856630147058458,298.1589306484534,7.5,0
2.0,3,charge,0.6419303226012982,3.9902777916188157,298.1520676777801,3.5,0
3.0,1,charge,0.683511132466019,4.00962644261779,298.1530354481367,3.0,0
3.0,2,charge,0.4087257583050913,3.8603760661797946,298.16343116680736,7.5,0
3.0,3,charge,0.6421836293950608,3.9922371276304647,298.15310886070694,3.5,0
4.0,1,charge,0.6837068666109708,4.011004245293723,298.15405623543165,3.0,0
4.0,2,charge,0.4092441538420824,3.8636635113759277,298.16795464472057,7.5,0
4.0,3,charge,0.6424369361888228,3.9939395322464954,298.1541546065562,3.5,0
5.0,1,charge,0.6839026007559198,4.01224419509572,298.1550811583813,3.0,0
5.0,2,charge,0.4097625493790709,3.866661681380105,298.1725007053929,7.5,0
5.0,3,charge,0.6426902429825881,3.9954788900251583,298.15520473867923,3.5,0
6.0,1,charge,0.684098334900872,4.013386162183613,298.1561100632449,3.0,0
6.0,2,charge,0.41028094491606204,3.86945677985885,298.1770690087556,7.5,0
6.0,3,charge,0.6429435497763492,3.996902594657448,298.1562591056196,3.5,0
