time_s,measured_voltage_V,predicted_voltage_V,measured_temperature_C,predicted_temperature_C,covered,split,prediction_kind
0.0,4.1232,4.041413079638447,24.9,24.899999999999977,True,prefix,full_fit
1.0,4.1232,4.0385787447938775,24.9,24.90271058237721,True,prefix,full_fit
2.0,4.1176,4.035842737394441,24.9,24.90541549004547,True,prefix,full_fit
3.0,4.1136,4.03322013884657,24.9,24.90811594687534,True,prefix,full_fit
4.0,4.1102,4.030714500114589,24.9,24.91081274983827,True,prefix,full_fit
5.0,4.1074,4.0283238864734034,24.7,24.91350645299275,True,prefix,full_fit
6.0,4.1046,4.02604380964696,24.9,24.91619746264223,True,prefix,full_fit
7.0,4.1021,4.02386864693901,24.9,24.918886087954604,True,prefix,full_fit
8.0,4.1,4.021792458939532,24.9,24.92157257461139,True,prefix,full_fit
9.0,4.0981,4.01980932426895,24.7,24.924257121900382,True,prefix,full_fit
10.0,4.0959,4.017913522812054,24.9,24.926939894065583,True,prefix,full_fit
11.0,4.0944,4.016099633028733,24.9,24.929621028226222,True,prefix,full_fit
12.0,4.0925,4.014362580229102,24.9,24.932300640675464,True,prefix,full_fit
13.0,4.0913,4.012697645761355,24.9,24.934978831342107,True,prefix,full_fit
14.0,4.0891,4.0111004452679975,24.9,24.937655685744915,True,prefix,full_fit
15.0,4.0879,4.00956691564131,24.9,24.940331277176142,True,prefix,full_fit
16.0,4.0863,4.00809330220658,24.9,24.94300566894657,True,prefix,full_fit
17.0,4.0848,4.006676137445096,24.9,24.94567891584387,True,prefix,full_fit
18.0,4.0838,4.005312218322716,24.9,24.94835106547731,True,prefix,full_fit
19.0,4.0823,4.0039985860536405,24.9,24.95102215915273,True,prefix,full_fit
20.0,4.0811,4.002732504835439,24.9,24.953692232449043,True,prefix,full_fit
21.0,4.0798,4.001511443695859,24.9,24.95636131632466,True,prefix,full_fit
22.0,4.0786,4.000333058773396,24.9,24.95902943714981,True,prefix,full_fit
23.0,4.0776,3.9991951789475393,24.9,24.961696617569658,True,prefix,full_fit
24.0,4.0764,3.998095790863093,24.9,24.964362876834684,True,prefix,full_fit
25.0,4.0755,3.9970330253678106,24.9,24.96702823129857,True,prefix,full_fit
26.0,4.0742,3.9960051429793024,24.9,24.96969269489273,True,prefix,full_fit
27.0,4.0727,3.9950105297324034,24.9,24.97235627866553,True,prefix,full_fit
28.0,4.0718,3.99404767073995,24.9,24.975018992840376,True,prefix,full_fit
29.0,4.0708,3.9931151674166645,24.9,24.9776808440821,True,prefix,full_fit
30.0,4.0696,3.992211697457454,24.9,24.98034183908584,True,prefix,full_fit
31.0,4.0687,3.991336034031808,24.9,24.983001982028384,True,prefix,full_fit
32.0,4.068,3.990487026249764,24.9,24.985661275835866,True,prefix,full_fit
33.0,4.0668,3.9896635915948653,24.9,24.988319722554934,True,prefix,full_fit
34.0,4.0662,3.988864720376213,24.9,24.990977322694505,True,prefix,full_fit
35.0,4.0649,3.9880894566173035,24.7,24.993634076145725,True,prefix,full_fit
36.0,4.064,3.9873369063946007,24.9,24.996289981773202,True,prefix,full_fit
37.0,4.0631,3.9866062223275605,24.9,24.99894503784634,True,prefix,full_fit
38.0,4.0625,3.9858966076814424,24.9,25.001599241838846,True,prefix,full_fit
39.0,4.0615,3.985207307982271,24.9,25.004252590744613,True,prefix,full_fit
40.0,4.0606,3.9845376109017225,24.9,25.00690508089366,True,prefix,full_fit
41.0,4.06,3.9838868445983997,24.9,25.009556707893466,True,prefix,full_fit
42.0,4.059,3.983254363874884,24.9,25.012207467543533,True,prefix,full_fit
43.0,4.0584,3.9826395540632484,24.9,25.014857355389495,True,prefix,full_fit
44.0,4.0572,3.982041850157516,24.9,25.017506365294366,True,prefix,full_fit
45.0,4.0566,3.981460698612529,24.9,25.020154491920096,True,prefix,full_fit
46.0,4.0556,3.980895564241968,24.9,25.022801730216827,True,prefix,full_fit
47.0,4.055,3.9803459377187536,24.9,25.025448074827807,True,prefix,full_fit
48.0,4.0541,3.9798113701438984,24.9,25.028093517741468,True,prefix,full_fit
49.0,4.0535,3.9792913861127923,24.9,25.030738053849745,True,prefix,full_fit
50.0,4.0525,3.9787855427491445,24.9,25.033381677103193,True,prefix,full_fit
51.0,4.0519,3.9782934219854367,24.9,25.0360243809713,True,prefix,full_fit
52.0,4.0513,3.977814637569496,24.9,25.038666157910598,True,prefix,full_fit
53.0,4.0507,3.9773487946772845,24.9,25.041307001824123,True,prefix,full_fit
54.0,4.0494,3.9768955219598108,24.9,25.043946906049086,True,prefix,full_fit
55.0,4.0488,3.9764544684076397,24.9,25.04658586360665,True,prefix,full_fit
56.0,4.0482,3.9760252950604484,24.9,25.04922386754754,True,prefix,full_fit
57.0,4.0476,3.9756076712937753,24.7,25.051860911108918,True,prefix,full_fit
58.0,4.0469,3.9752012802493026,24.9,25.054496987441382,True,prefix,full_fit
59.0,4.0463,3.974805818732171,24.9,25.057132089707977,True,prefix,full_fit
60.0,4.0457,3.974420991229937,24.9,25.05976621113666,True,prefix,full_fit
61.0,4.0451,3.97404651246412,24.9,25.062399345019116,True,prefix,full_fit
62.0,4.0442,3.9736821069118866,24.9,25.06503148468937,True,prefix,full_fit
63.0,4.0438,3.9733275106599506,24.9,25.067662623383058,True,prefix,full_fit
64.0,4.0432,3.9729824639537816,24.9,25.07029275466016,True,prefix,full_fit
65.0,4.0426,3.9726467159526875,24.9,25.072921872108907,True,prefix,full_fit
66.0,4.0417,3.9723200255869346,25.0,25.075549969248698,True,prefix,full_fit
67.0,4.0411,3.97200215995682,24.9,25.07817703960842,True,prefix,full_fit
68.0,4.0404,3.9716928894120445,24.9,25.0808030770541,True,prefix,full_fit
69.0,4.0398,3.9713919920618923,25.0,25.08342807545648,True,prefix,full_fit
70.0,4.0395,3.9710992553720046,24.9,25.08605202859991,True,prefix,full_fit
71.0,4.0389,3.97081447057263,25.0,25.088674930483535,True,prefix,full_fit
72.0,4.0383,3.9705374343310966,25.0,25.091296775215653,True,prefix,full_fit
73.0,4.038,3.97026794930187,24.9,25.093917556973167,True,prefix,full_fit
74.0,4.0373,3.9700058246965595,24.9,25.09653727000972,True,prefix,full_fit
75.0,4.0367,3.9697508732643962,24.9,25.099155908703153,True,prefix,full_fit
76.0,4.0364,3.9695029130468074,25.0,25.101773467527153,True,prefix,full_fit
77.0,4.0358,3.969261766794241,24.9,25.1043899410613,True,prefix,full_fit
78.0,4.0352,3.9690272618515996,25.0,25.10700532399312,True,prefix,full_fit
79.0,4.0349,3.96879922941555,24.9,25.10961961112605,True,prefix,full_fit
80.0,4.0339,3.9685775048031653,25.0,25.112232797378567,True,prefix,full_fit
81.0,4.0333,3.9683619276986923,25.0,25.114844877735607,True,prefix,full_fit
82.0,4.033,3.9681523413384485,24.9,25.117455847308747,True,prefix,full_fit
83.0,4.0324,3.96794859223344,25.0,25.12006570135037,True,prefix,full_fit
84.0,4.0318,3.9677505304461334,25.0,25.122674435214776,True,prefix,full_fit
85.0,4.0314,3.9675580104987835,24.9,25.12528204427673,True,prefix,full_fit
86.0,4.0311,3.967370888956583,25.0,25.127888524111256,True,prefix,full_fit
87.0,4.0305,3.967189025820683,25.0,25.130493870375062,True,prefix,full_fit
88.0,4.0302,3.967012284251948,25.0,25.133098078824617,True,prefix,full_fit
89.0,4.0296,3.966840530891998,25.0,25.1357011452983,True,prefix,full_fit
90.0,4.0293,3.9666736344779987,25.0,25.138303065768866,True,prefix,full_fit
91.0,4.0287,3.9665114667408115,25.0,25.140903836302073,True,prefix,full_fit
92.0,4.0283,3.966353902201225,25.0,25.14350345306724,True,prefix,full_fit
93.0,4.0277,3.9662008179994426,24.9,25.146101912336803,True,prefix,full_fit
94.0,4.0274,3.9660520935998114,25.0,25.148699210484892,True,prefix,full_fit
