iteration,best_objective,solver_failures,evaluations
0,1.4463542145688204,0,20
1,1.4463542145688204,0,40
2,1.307264562505019,0,60
3,1.1643663636555086,0,80
4,1.0988201571624243,0,100
5,1.0319370406858823,0,120
6,1.0319370406858823,0,140
7,1.0147616274610753,0,160
8,1.0147616274610753,0,180
9,1.0147616274610753,0,200
10,1.0147616274610753,0,220
11,0.984889753119551,0,240
12,0.984889753119551,0,260
13,0.9758985580817686,0,280
14,0.9758985580817686,0,300
15,0.9758985580817686,0,320
16,0.961792721537984,0,340
17,0.9589297945463767,0,360
18,0.9589297945463767,0,380
19,0.9589297945463767,0,400
20,0.9589297945463767,0,420
21,0.9589297945463767,0,440
22,0.9560072190210902,0,460
23,0.9551396026341019,0,480
24,0.9551396026341019,0,500
25,0.9523113463186181,0,520
26,0.9501113167923423,0,540
27,0.9501113167923423,0,560
28,0.9501113167923423,0,580
29,0.9501113167923423,0,600
30,0.9493608227221497,0,620
31,0.9493608227221497,0,640
32,0.9481674176887436,0,660
33,0.9481674176887436,0,680
34,0.9481674176887436,0,700
35,0.9481674176887436,0,720
36,0.9481674176887436,0,740
37,0.9481674176887436,0,760
38,0.9481674176887436,0,780
39,0.9480483826033903,0,800
40,0.9477643031724247,0,820
41,0.9470104742368808,0,840
42,0.946662096464387,0,860
43,0.9462768101684409,0,880
44,0.945610509652067,0,900
45,0.9448762941591412,0,920
46,0.9440354852832029,0,940
47,0.9440012696092683,0,960
48,0.9440012696092683,0,980
49,0.9439991582663934,0,1000
50,0.943967080335884,0,1020
