decision_s,method,seed,case_id,test_family,charging_target_reached,charging_time_s,task_success,constraints_satisfied,terminal_hold_soc_satisfied,terminal_hold_observed_s,failure_reason,first_balance_sample_s,sustained_balance_start_s,sustained_balance_charging_duration_s,balance_maintained_for_270s_during_charge,imbalance_after_first_area_soc_s,rebalance_loss_count,soc_std_integral_soc_s,final_charge_soc_1,final_charge_soc_2,final_charge_soc_3,final_charge_soc_std,maximum_soc_deviation_from_pack_mean,max_voltage_V,max_temperature_K,max_voltage_excess_V,max_temperature_excess_K,max_soc_excess,voltage_violation_cell_seconds_sample_estimate,temperature_violation_cell_seconds_sample_estimate,voltage_excess_integral_Vs,temperature_excess_integral_Ks,cell1_charge_Ah,cell2_charge_Ah,cell3_charge_Ah,sum_cell_charge_Ah,sum_cell_terminal_input_Wh,safety_intervention_steps,protective_stop_count,numerical_failure_count,post_switch_peak_unknown,recorded_maxima_complete,decision_count,terminal_hold_step_count,safety_intervention_fraction,sample_finite,final_observed_time_s,violation_measurement
90.0,qmix_raw,7,model_shift_007,unseen_parameter_shift,True,4140.0,False,False,True,270.0,,4079.0,4079.0,61.0,False,0.0,0,616.0033982818372,0.9503829234662485,0.9215070105733293,0.9650821053695826,0.01810056223966914,0.2748665629797788,4.280785974727218,300.3224530441028,0.08078597472721771,0.0,0.015082105369607635,437.00000000000006,0.0,10.498684060385036,0.0,0.8625,2.8125,1.8,5.475,21.9832155388532,0,0,0,False,True,46,3,0.0,True,4410.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_raw,7,model_shift_008,unseen_parameter_shift,True,4500.0,False,False,True,270.0,,4473.0,4473.0,27.0,False,0.0,0,747.0089324535766,0.9220965946715483,0.9316947207057886,0.9638574265871784,0.01785911144756046,0.33376249657792934,4.279556148752455,300.79769528048865,0.07955614875245498,0.0,0.013857426587618016,369.0,0.0,9.126577732870684,0.0,3.15,3.0625,1.175,7.3875,29.131897446278547,0,0,0,False,True,50,3,0.0,True,4770.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_raw,7,model_shift_009,unseen_parameter_shift,True,4230.0,False,False,True,270.0,,4212.0,4212.0,18.0,False,0.0,0,437.8472101643598,0.923259668190789,0.964064453630663,0.9610140417945549,0.018558401072700063,0.15994090943371497,4.276394656075318,300.6434052663109,0.07639465607531815,0.0,0.014064453630691753,523.0,0.0,14.687781591779856,0.0,2.9625,2.25,1.7375,6.95,27.751876380769883,0,0,0,False,True,47,3,0.0,True,4500.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_raw,7,model_shift_010,unseen_parameter_shift,True,4320.0,False,False,True,270.0,,4317.0,4317.0,3.0,False,0.0,0,522.0904988296493,0.950305764638231,0.9091429236729462,0.9516086761430147,0.0197186239872973,0.1986453749619198,4.259345199039435,300.44073489007195,0.05934519903943514,0.0,0.0016086761430416097,355.5,0.0,7.668119317517121,0.0,2.65,2.975,1.675,7.3,28.974025929500367,0,0,0,False,True,48,3,0.0,True,4590.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_raw,7,model_shift_011,unseen_parameter_shift,True,3510.0,False,False,True,270.0,,3497.0,3497.0,13.0,False,0.0,0,335.5084797632979,0.9214923796585535,0.9651674068188317,0.9569885442834741,0.018957201776934832,0.18062118328767457,4.276227784667499,300.3752391341673,0.07622778466749924,0.0,0.015167406818922036,494.0,0.0,13.327761215902752,0.0,2.4375,1.3375,2.2375,6.012499999999999,24.190257138208818,0,0,0,False,True,39,3,0.0,True,3780.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,A,reference_seen,True,5040.0,True,True,True,270.0,,4974.0,4974.0,66.0,False,0.0,0,408.8019485228782,0.910339360098281,0.9464895732671158,0.9481035251848949,0.01743424126900895,0.12503452720384312,4.169962284502104,300.8049477130041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.0,2.4875,8.9375,34.9619915178683,24,0,0,False,True,56,3,0.42857142857142855,True,5310.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,B,reference_seen,True,3870.0,True,True,True,270.0,,3815.0,3815.0,55.0,False,0.0,0,454.7837505123284,0.9106905322479366,0.9478937439602635,0.9475169241909891,0.017449623040799646,0.21478199483888594,4.169965122151742,300.28965249827263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.8,0.95,5.35,21.476284479857338,36,0,0,False,True,43,3,0.8372093023255814,True,4140.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,random_000,nominal_unseen,True,3150.0,True,True,True,270.0,,3141.0,3141.0,9.0,False,0.0,0,273.86098329029676,0.9058712776334243,0.947700691600288,0.9470357484457007,0.019563729704239356,0.15192072856185057,4.168247219673107,299.9934477457422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1125,1.3875,1.0625,4.5625,18.49391093253052,26,0,0,False,True,35,3,0.7428571428571429,True,3420.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,random_001,nominal_unseen,True,4140.0,True,True,True,270.0,,4067.0,4067.0,73.0,False,0.0,0,266.38310881247685,0.9072152024659744,0.9254147353286916,0.9487839457764543,0.01701405763147871,0.10766269290798525,4.169365032751506,300.44898814503557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.825,2.4875,2.125,7.4375,29.467623069135854,20,0,0,False,True,46,3,0.43478260869565216,True,4410.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,random_002,nominal_unseen,True,4230.0,True,True,True,270.0,,4150.0,4150.0,80.0,False,0.0,0,587.7619416668417,0.912054331462487,0.9483416427896567,0.9475744471149627,0.01692807060123462,0.31685633705414057,4.169881493410233,300.4870660541128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8875,0.8625,2.55,6.3,24.996716632641334,36,0,0,False,True,47,3,0.7659574468085106,True,4500.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,random_003,nominal_unseen,True,4140.0,True,True,True,270.0,,4042.0,4042.0,98.0,False,0.0,0,508.3811420290703,0.9257457173144051,0.9084379190008242,0.9470135021721969,0.015776051372720378,0.2452243445826957,4.1699996118258404,300.3276730059402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.725,2.5625,1.2625,6.55,26.034649918253752,34,0,0,False,True,46,3,0.7391304347826086,True,4410.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,random_004,nominal_unseen,True,4950.0,True,True,True,270.0,,4898.0,4898.0,52.0,False,0.0,0,583.6478562593309,0.9050319837166684,0.9287290820798622,0.9488609232529598,0.01791281180461999,0.21125993030948376,4.169900713183056,300.79427770491395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.1375,2.05,8.5875,33.5845479284186,30,0,0,False,True,55,3,0.5454545454545454,True,5220.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,random_005,nominal_unseen,True,3420.0,True,True,True,270.0,,0.0,3101.0,319.0,True,8.360073222079087,1,70.9003558688756,0.9129594411441324,0.9074153561663796,0.9386762940243663,0.013619184328916489,0.03951024372642187,4.168667454832639,300.073581348891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.275,2.0625,2.0625,6.4,25.58284264247208,12,0,0,False,True,38,3,0.3157894736842105,True,3690.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,random_006,nominal_unseen,True,2700.0,True,True,True,270.0,,2646.0,2646.0,54.0,False,0.0,0,112.88199809271991,0.9496037820068592,0.9114660238087852,0.9486370608523677,0.017754840169688594,0.07169909068011193,4.1698282801748565,299.3841973392151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.425,1.5625,1.375,4.3625,17.803428466154593,16,0,0,False,True,30,3,0.5333333333333333,True,2970.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,random_007,nominal_unseen,True,4590.0,True,True,True,270.0,,4519.0,4519.0,71.0,False,0.0,0,743.7730759898326,0.9498782748984247,0.9138459284799552,0.9477855231944886,0.01651465910268715,0.3601445430199411,4.1691834940684815,300.1903803473825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9125,2.9625,1.05,4.925,19.69084109034835,44,0,0,False,True,51,3,0.8627450980392157,True,4860.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,random_008,nominal_unseen,True,4230.0,True,True,True,270.0,,4199.0,4199.0,31.0,False,0.0,0,459.4599655123294,0.9095166226742557,0.9498000638699109,0.9479327167501838,0.018565316838664265,0.1879367654518417,4.168558860795336,300.4860046557748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8875,1.8625,1.575,6.325,25.252260376904132,30,0,0,False,True,47,3,0.6382978723404256,True,4500.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,random_009,nominal_unseen,True,3240.0,True,True,True,270.0,,2319.0,2319.0,921.0,True,0.0,0,80.45406322827438,0.9333354638506239,0.9003285412574846,0.9125794066391899,0.013623323760841908,0.046392231634646286,4.1678675668916245,299.8769031662806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,1.9375,2.1,6.0875,24.38722940406897,9,0,0,False,True,36,3,0.25,True,3510.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
90.0,qmix_frozen_shield,7,random_010,nominal_unseen,True,3420.0,True,True,True,270.0,,3332.0,3332.0,88.0,False,0.0,0,326.7783936566804,0.9471650257153452,0.9141614068713564,0.9475630626185606,0.01565271682783094,0.18838507819529926,4.1680603714121425,299.59870335316197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,2.0375,1.175,4.3375,17.637780756487142,27,0,0,False,True,38,3,0.7105263157894737,True,3690.0,dense sampled approximation incl switch endpoints; not certified continuous maxima
