time_s,measured_voltage_V,predicted_voltage_V,measured_temperature_C,predicted_temperature_C,covered,split,prediction_kind
0.0,4.1145,4.043917585654041,24.8,24.80000000000001,True,prefix,prefix_fit
1.0,4.1145,4.040899130641089,24.8,24.803709013850778,True,prefix,prefix_fit
2.0,4.1083,4.037986265222404,24.8,24.80740790383362,True,prefix,prefix_fit
3.0,4.1037,4.0351992004299415,24.8,24.811098398814806,True,prefix,prefix_fit
4.0,4.0997,4.03254245873698,24.7,24.814781560001336,True,prefix,prefix_fit
5.0,4.0966,4.030013751980521,24.8,24.818458096497295,True,prefix,prefix_fit
6.0,4.0935,4.02760777077612,24.8,24.82212851194498,True,prefix,prefix_fit
7.0,4.0907,4.025318025181415,24.8,24.82579318416316,True,prefix,prefix_fit
8.0,4.0882,4.023137742490377,24.9,24.829452410323427,True,prefix,prefix_fit
9.0,4.086,4.021060189325935,24.7,24.83310642843543,True,prefix,prefix_fit
10.0,4.0838,4.019078880407616,24.8,24.8367554330041,True,prefix,prefix_fit
11.0,4.0817,4.017187737828701,24.8,24.84039958834211,True,prefix,prefix_fit
12.0,4.0801,4.015381079082273,24.7,24.844039033796776,True,prefix,prefix_fit
13.0,4.0783,4.013653611192298,24.7,24.847673888190002,True,prefix,prefix_fit
14.0,4.0767,4.01200043678833,24.8,24.851304254203683,True,prefix,prefix_fit
15.0,4.0749,4.0104170325036375,24.7,24.85493022118112,True,prefix,prefix_fit
16.0,4.0733,4.008899221220908,24.7,24.858551867173674,True,prefix,prefix_fit
17.0,4.0718,4.007443143132415,24.7,24.862169260383723,True,prefix,prefix_fit
18.0,4.0705,4.006045232639945,24.7,24.865782460533183,True,prefix,prefix_fit
19.0,4.069,4.004702198934774,24.7,24.86939152018084,True,prefix,prefix_fit
20.0,4.0674,4.003411002910793,24.7,24.8729964855836,True,prefix,prefix_fit
21.0,4.0662,4.002168838895752,24.8,24.876597398029674,True,prefix,prefix_fit
22.0,4.0649,4.000973104621968,24.8,24.880194293181944,True,prefix,prefix_fit
23.0,4.0637,3.99982139900885,24.7,24.88378720419871,True,prefix,prefix_fit
24.0,4.0625,3.9987114852685632,24.7,24.887376158551035,True,prefix,prefix_fit
25.0,4.0612,3.997641293164991,24.8,24.89096118251109,True,prefix,prefix_fit
26.0,4.0597,3.996608894786926,24.9,24.89454229744655,True,prefix,prefix_fit
27.0,4.0587,3.9956124942073585,24.8,24.898119523285345,True,prefix,prefix_fit
28.0,4.0578,3.9946504236494795,24.8,24.90169287685933,True,prefix,prefix_fit
29.0,4.0566,3.993721122485192,24.7,24.905262373204778,True,prefix,prefix_fit
30.0,4.0559,3.992823138773199,25.0,24.90882802552528,True,prefix,prefix_fit
31.0,4.0547,3.991955111796969,24.9,24.912389845422013,True,prefix,prefix_fit
32.0,4.0538,3.9911157683790393,24.9,24.915947843009008,True,prefix,prefix_fit
33.0,4.0528,3.9903039138376166,24.9,24.919502027180783,True,prefix,prefix_fit
34.0,4.0516,3.9895184255681073,24.9,24.923052405457497,True,prefix,prefix_fit
35.0,4.0507,3.9887582480341144,24.8,24.926598984387624,True,prefix,prefix_fit
36.0,4.0497,3.9880223872287055,24.9,24.93014176942222,True,prefix,prefix_fit
37.0,4.0488,3.9873099065816486,24.9,24.93368076520227,True,prefix,prefix_fit
38.0,4.0479,3.9866199219810987,24.8,24.937215975575896,True,prefix,prefix_fit
39.0,4.0473,3.985951599324114,24.7,24.940747403650676,True,prefix,prefix_fit
40.0,4.0463,3.9853041477433364,24.8,24.94427505201179,True,prefix,prefix_fit
41.0,4.0454,3.9846768172236673,24.7,24.947798922759205,True,prefix,prefix_fit
42.0,4.0448,3.9840689004768226,24.9,24.951319017129606,True,prefix,prefix_fit
43.0,4.0435,3.983479719479204,24.9,24.954835336424935,True,prefix,prefix_fit
44.0,4.0429,3.9829086306259947,24.9,24.958347881454245,True,prefix,prefix_fit
45.0,4.0423,3.9823550277330053,24.9,24.961856652227482,True,prefix,prefix_fit
46.0,4.0414,3.981818323769067,24.7,24.96536164907053,True,prefix,prefix_fit
47.0,4.0407,3.9812979625029694,24.9,24.96886287180274,True,prefix,prefix_fit
48.0,4.0398,3.9807934172020665,24.7,24.972360319762117,True,prefix,prefix_fit
49.0,4.0392,3.9803041774798977,24.9,24.97585399246566,True,prefix,prefix_fit
50.0,4.0386,3.979829758551509,24.7,24.97934388907214,True,prefix,prefix_fit
51.0,4.0376,3.97936969712287,24.7,24.982830008547182,True,prefix,prefix_fit
52.0,4.037,3.9789235464209427,24.7,24.98631234987181,True,prefix,prefix_fit
53.0,4.0364,3.97849087926303,24.9,24.989790911837417,True,prefix,prefix_fit
54.0,4.0355,3.978071284939124,24.8,24.993265693184128,True,prefix,prefix_fit
55.0,4.0345,3.9776643677636003,24.7,24.996736692652178,True,prefix,prefix_fit
56.0,4.0339,3.9772697482184314,24.7,25.000203908840376,True,prefix,prefix_fit
57.0,4.0336,3.9768870596135897,24.7,25.00366734040574,True,prefix,prefix_fit
58.0,4.033,3.9765159480659413,24.8,25.00712698602007,True,prefix,prefix_fit
59.0,4.0321,3.976156074434853,24.7,25.010582844224132,True,prefix,prefix_fit
60.0,4.0314,3.9758071089899176,24.9,25.014034913708656,True,prefix,prefix_fit
61.0,4.0308,3.9754687337549606,24.7,25.017483193156693,True,prefix,prefix_fit
