iteration,best_objective,solver_failures,evaluations
0,32.898874375824256,0,20
1,23.230610230715236,0,40
2,19.32570696148476,0,60
3,13.816737063451459,0,80
4,11.0552259511422,0,100
5,11.0552259511422,0,120
6,8.702935119760003,0,140
7,8.702935119760003,0,160
8,6.519315657204305,0,180
9,3.5945303765807655,0,200
10,2.3257762420657526,0,220
11,2.2290144563628154,0,240
12,2.0937277916165753,0,260
13,2.0937277916165753,0,280
14,1.9888365157988703,0,300
15,1.9813627274895167,0,320
16,1.8781409493442283,0,340
17,1.866161784019483,0,360
18,1.866161784019483,0,380
19,1.866161784019483,0,400
20,1.866161784019483,0,420
21,1.866161784019483,0,440
22,1.8585756413957526,0,460
23,1.848656211750122,0,480
24,1.848656211750122,0,500
25,1.848656211750122,0,520
26,1.839939096009872,0,540
27,1.839939096009872,0,560
28,1.839939096009872,0,580
29,1.839939096009872,0,600
30,1.8376887843178538,0,620
31,1.8376887843178538,0,640
32,1.8376887843178538,0,660
33,1.8286669135542077,0,680
34,1.8252273133432826,0,700
35,1.8214569087624382,0,720
36,1.818979201329759,0,740
37,1.817942932645381,0,760
38,1.8114571214161266,0,780
39,1.807726140740633,0,800
40,1.8066162701360895,0,820
41,1.8059658032536592,0,840
42,1.8056921421738044,0,860
43,1.8056921421738044,0,880
44,1.8056921421738044,0,900
45,1.8056921421738044,0,920
46,1.805670959307542,0,940
47,1.8056388884134003,0,960
48,1.8056307551146076,0,980
49,1.8056297510632793,0,1000
50,1.8056297510632793,0,1020
