iteration,best_objective,solver_failures,evaluations
0,8.607894009575528,0,20
1,5.858123942600103,0,40
2,4.249248861117148,0,60
3,1.6533024176273838,0,80
4,1.6533024176273838,0,100
5,1.044586203233752,0,120
6,1.044586203233752,0,140
7,1.044586203233752,0,160
8,1.044586203233752,0,180
9,0.9562761330605832,0,200
10,0.9562761330605832,0,220
11,0.9335745498209446,0,240
12,0.9335745498209446,0,260
13,0.9335745498209446,0,280
14,0.9335745498209446,0,300
15,0.9335745498209446,0,320
16,0.9335745498209446,0,340
17,0.9335745498209446,0,360
18,0.9335745498209446,0,380
19,0.921806102440409,0,400
20,0.9058784543584983,0,420
21,0.9013735005480035,0,440
22,0.8893107343982207,0,460
23,0.8803725373650574,0,480
24,0.8715971656115123,0,500
25,0.8715971656115123,0,520
26,0.8707856435397685,0,540
27,0.8706069653755641,0,560
28,0.8638634687899626,0,580
29,0.8638634687899626,0,600
30,0.8627100304815285,0,620
31,0.8610924890906879,0,640
32,0.8607128866603446,0,660
33,0.8581733943851089,0,680
34,0.8539678028796607,0,700
35,0.853149428256992,0,720
36,0.8518758253404758,0,740
37,0.8505116735008329,0,760
38,0.8504875082129411,0,780
39,0.8504875082129411,0,800
40,0.850469277960056,0,820
41,0.850469277960056,0,840
42,0.850469277960056,0,860
43,0.8504332205394108,0,880
44,0.8500161286628378,0,900
45,0.8500161286628378,0,920
46,0.8500161286628378,0,940
47,0.8500161286628378,0,960
48,0.8499114045298446,0,980
49,0.8499114045298446,0,1000
50,0.8499114045298446,0,1020
