iteration,best_objective,solver_failures,evaluations
0,15.420321888962016,0,20
1,4.056984854221666,0,40
2,4.056984854221666,0,60
3,1.6328776690634623,0,80
4,1.2990654794443839,0,100
5,1.1371375068379228,0,120
6,1.1371375068379228,0,140
7,1.1371375068379228,0,160
8,1.118790106741916,0,180
9,1.118790106741916,0,200
10,1.118790106741916,0,220
11,1.118790106741916,0,240
12,1.118790106741916,0,260
13,1.0996500815221952,0,280
14,1.0767810572034362,0,300
15,1.0741083338739155,0,320
16,1.0366339995503424,0,340
17,1.0366339995503424,0,360
18,1.0366339995503424,0,380
19,1.0366339995503424,0,400
20,1.0366339995503424,0,420
21,1.0366339995503424,0,440
22,1.0366339995503424,0,460
23,1.03291740959199,0,480
24,1.0086035733971082,0,500
25,1.0057778302358344,0,520
26,0.9754637143883012,0,540
27,0.9522666609171478,0,560
28,0.9401880230470542,0,580
29,0.9337482876098782,0,600
30,0.9295175208724725,0,620
31,0.9051849529524905,0,640
32,0.8772671892612272,0,660
33,0.8396640856033738,0,680
34,0.8163863841610431,0,700
35,0.7937543301577479,0,720
36,0.7758193764014119,0,740
37,0.7622050348920694,0,760
38,0.7622050348920694,0,780
39,0.7505639756776457,0,800
40,0.7440978745019359,0,820
41,0.7286972461404364,0,840
42,0.7223745573670727,0,860
43,0.7025990677707741,0,880
44,0.6929535287895825,0,900
45,0.6829068546498178,0,920
46,0.6741759580455875,0,940
47,0.6663537607474369,0,960
48,0.6591482243450374,0,980
49,0.6535527887430506,0,1000
50,0.6481027674838922,0,1020
