iteration,best_objective,solver_failures,evaluations
0,13.539192709852014,0,20
1,13.539192709852014,0,40
2,3.6548795213716883,0,60
3,2.6639956253660144,0,80
4,2.6639956253660144,0,100
5,2.6639956253660144,0,120
6,2.6639956253660144,0,140
7,2.6639956253660144,0,160
8,2.6639956253660144,0,180
9,2.6639956253660144,0,200
10,2.6639956253660144,0,220
11,2.6639956253660144,0,240
12,2.6639956253660144,0,260
13,2.6639956253660144,0,280
14,2.6639956253660144,0,300
15,2.6639956253660144,0,320
16,2.6639956253660144,0,340
17,2.6447643322852,0,360
18,2.644388271858702,0,380
19,2.6297175668578574,0,400
20,2.619260143240341,0,420
21,2.6152030204743113,0,440
22,2.6110938729333673,0,460
23,2.6082811034217235,0,480
24,2.6063860565700914,0,500
25,2.6034969769008147,0,520
26,2.5834502823749563,0,540
27,2.57882804035085,0,560
28,2.5744776309028743,0,580
29,2.574328394104242,0,600
30,2.5724969741404813,0,620
31,2.572464724780017,0,640
32,2.572464724780017,0,660
33,2.572464724780017,0,680
34,2.572464724780017,0,700
35,2.572464724780017,0,720
36,2.572464724780017,0,740
37,2.572464724780017,0,760
38,2.572464724780017,0,780
39,2.572464724780017,0,800
40,2.57245759522705,0,820
41,2.5724570573292844,0,840
42,2.5724570573292844,0,860
43,2.5724570573292844,0,880
44,2.5724570573292844,0,900
45,2.5724569666713246,0,920
46,2.5724569666713246,0,940
47,2.572456378848711,0,960
48,2.5724561866122224,0,980
49,2.5724561866122224,0,1000
50,2.572456133588225,0,1020
