time_s,measured_V,fitted_V,measured_C,fitted_C,model_covers_time
0.0,4.1189,4.071146934467556,25.0,25.0,True
1.0,4.1189,4.0678274062047866,25.0,25.002412544365654,True
2.0,4.113955585374035,4.064603109234578,24.9,25.004832171025384,True
3.0,4.110272358269037,4.061471587213116,25.0,25.007259018018658,True
4.0,4.10669647769205,4.058433303454762,25.0,25.00969310990581,True
5.0,4.1036199597450524,4.055487586984908,25.0,25.012134390729784,True
6.0,4.10110318685005,4.0526327871562895,24.9,25.01458275105307,True
7.0,4.098457497484066,4.049866632249798,25.0,25.017038050274664,True
8.0,4.096190405904059,4.047186548881651,25.0,25.01950013138668,True
9.0,4.094134015431063,4.04458984223455,24.9,25.021968826485875,True
10.0,4.092038007380074,4.042073769268993,25.0,25.024443960856217,True
11.0,4.090101107011071,4.039635567202711,25.0,25.026925354146044,True
12.0,4.08850382422006,4.037272501762191,25.0,25.0294128240875,True
13.0,4.0868285810130836,4.034981908344249,25.0,25.031906189053757,True
14.0,4.085204461590071,4.032761199957268,24.9,25.03440526849488,True
15.0,4.083556055015096,4.030607872417742,24.9,25.036909883418218,True
16.0,4.081905098960081,4.028519511837104,25.0,25.03941985790817,True
17.0,4.0805413619590745,4.026493778901608,24.9,25.041935018605272,True
18.0,4.079324589064072,4.024528434471491,25.0,25.044455194294187,True
19.0,4.078019792016102,4.022621304121349,25.0,25.0469802182879,True
20.0,4.0765063737001,4.020770321708144,25.0,25.049509925555355,True
21.0,4.075115800067092,4.0189734796435514,25.0,25.052044156937768,True
22.0,4.073885608856089,4.01722887260275,25.0,25.054582755155877,True
23.0,4.07279439785307,4.01553464394217,25.0,25.05712556898817,True
24.0,4.071846628648105,4.013889046297398,25.0,25.059672449265804,True
25.0,4.070606373700101,4.012290405534801,25.0,25.06222325092375,True
26.0,4.069484971486078,4.010737066716649,25.0,25.064777834309496,True
27.0,4.068549178128145,4.009227509672353,25.0,25.067336061711217,True
28.0,4.067045353908084,4.007760269112525,25.0,25.069897799583543,True
29.0,4.066172827910098,4.006333884062622,25.0,25.072462919321083,True
30.0,4.065206373700101,4.004947015876477,24.9,25.075031294831092,True
31.0,4.064047903388125,4.003598366415359,25.0,25.07760280407598,True
32.0,4.063166118752097,4.002286670627917,25.0,25.080177328416084,True
33.0,4.062207011070111,4.001010732028195,25.0,25.082754752992287,True
34.0,4.061326501174103,3.9997693963138414,25.0,25.085334966432868,True
35.0,4.060208923180141,3.998561565416319,25.0,25.087917859839422,True
36.0,4.059207648440121,3.9973861765119065,25.0,25.09050332817725,True
37.0,4.058317074807111,3.9962422078927724,25.0,25.093091269551394,True
38.0,4.057447266018115,3.995128691383934,25.0,25.09568158459564,True
39.0,4.056784971486079,3.9940446916157684,25.0,25.098274177028884,True
40.0,4.055941831600134,3.9929893074522806,25.0,25.100868953451766,True
41.0,4.055225226434082,3.991961682243901,25.0,25.103465823439024,True
42.0,4.054468030862127,3.990960990185155,25.0,25.106064699081685,True
43.0,4.053542468970144,3.9899864334737845,25.0,25.10866549484672,True
44.0,4.052785608856088,3.989037245456504,25.0,25.111268127710275,True
45.0,4.051911472660182,3.9881126868215433,25.0,25.11387251697539,True
46.0,4.051025863804092,3.9872120678447804,25.0,25.116478585924995,True
47.0,4.050276652130157,3.986334697816185,25.0,25.11908625823355,True
48.0,4.049466118752097,3.985479915668011,25.0,25.121695460185492,True
49.0,4.048779369339148,3.9846470829396092,25.0,25.124306120207166,True
50.0,4.0480063737001,3.983835586390906,25.0,25.126918168919815,True
51.0,4.04739758470312,3.9830448698758185,25.0,25.12953154048546,True
52.0,4.046669942972157,3.982274344053167,25.0,25.13214616877883,True
53.0,4.0458667561221064,3.9815234566553435,25.0,25.134761990309244,True
54.0,4.045286883596109,3.980791672017626,25.0,25.137378943340593,True
55.0,4.0446450184501845,3.9800784843784185,25.0,25.139996968315586,True
56.0,4.043690707816169,3.9793834218061748,25.0,25.14261600798227,True
57.0,4.042873633009058,3.978705989618708,25.0,25.145236005393485,True
58.0,4.042567393492117,3.9780457234582554,25.0,25.14785690569812,True
59.0,4.041981281449178,3.977402172691439,25.0,25.15047865553612,True
60.0,4.041111472660181,3.9767749146892766,25.0,25.153101203685765,True
61.0,4.040432405233143,3.97616353676773,25.0,25.155724500213296,True
62.0,4.039847903388124,3.9755676263647133,25.0,25.158348495969847,True
63.0,4.039268030862127,3.974986789632465,25.0,25.16097314343898,True
64.0,4.038688158336129,3.974420644031053,25.0,25.16359839636499,True
65.0,4.038108285810131,3.9738688284766197,25.0,25.1662242107667,True
66.0,4.037449815498155,3.973330983076233,25.2,25.1688505429604,True
67.0,4.036848540758134,3.9728067581822066,25.2,25.171477350443013,True
68.0,4.036053002348205,3.9722958153269974,25.1,25.17410459199391,True
69.0,4.0353887957061385,3.971797825674473,25.0,25.17673222754047,True
70.0,4.034743743710164,3.971312486640939,25.0,25.179360220243325,True
71.0,4.034129050654143,3.9708394795544195,25.0,25.18198853128473,True
72.0,4.033549178128145,3.9703785023367213,25.0,25.184617123897283,True
73.0,4.033134652801073,3.9699292601118397,25.0,25.187245962221425,True
74.0,4.032689433076149,3.969491464707723,25.0,25.18987501125207,True
75.0,4.0321095605501505,3.969064834174866,25.0,25.192504236784032,True
76.0,4.031619792016102,3.968649092321161,25.1,25.19513360535882,True
77.0,4.031149815498154,3.968244005015402,25.2,25.197763088333318,True
78.0,4.030569942972157,3.967849322415605,25.2,25.200392655507528,True
79.0,4.029990070446159,3.9674647734959927,25.2,25.203022274402997,True
80.0,4.0294101979201615,3.9670901108474355,25.2,25.20565191528658,True
81.0,4.028717208990272,3.966725091755898,25.2,25.208281549059734,True
82.0,4.027850452868165,3.966369477840854,25.2,25.210911147210595,True
83.0,4.0273352901710835,3.966023034706145,25.0,25.21354068176788,True
84.0,4.027045353908084,3.9656855439739247,25.2,25.216170126728002,True
85.0,4.026710835290171,3.96535685854647,25.0,25.21879946474479,True
86.0,4.0261309627641735,3.965036716201704,25.2,25.221428664865527,True
87.0,4.025567393492117,3.964724908734928,25.2,25.224057702610594,True
88.0,4.0251712177121775,3.9644212319462464,25.2,25.226686554052264,True
89.0,4.02459567259309,3.964125485408235,25.2,25.229315195781567,True
90.0,4.024305736330091,3.9638374722403564,25.2,25.231943604875312,True
91.0,4.023731600134183,3.9635569988898793,25.2,25.234571758863183,True
92.0,4.023425863804092,3.963283919935735,25.2,25.237199641686175,True
93.0,4.022871855082188,3.9630180506936745,25.2,25.239827232193306,True
94.0,4.022545991278094,3.9627592015708495,25.2,25.24245450856904,True
95.0,4.021930795035223,3.962507200285565,25.2,25.24508145131233,True
96.0,4.021566118752096,3.962261878043566,25.0,25.247708041407805,True
97.0,4.021052364978195,3.96202306939631,25.1,25.25033426030336,True
98.0,4.020472492452197,3.961790612102704,25.2,25.252960089888916,True
99.0,4.0198926199262,3.9615643518302806,25.2,25.255585513360927,True
100.0,4.019506373700101,3.9613441468819435,25.2,25.25821051612604,True
101.0,4.018971687353237,3.961129836835629,25.2,25.260835080035633,True
102.0,4.018526501174103,3.9609212740098805,25.2,25.26345918914086,True
103.0,4.018236564911104,3.9607183136642443,25.2,25.266082827909486,True
104.0,4.0179466286481045,3.960520813896133,25.2,25.26870598120928,True
105.0,4.017513384770211,3.960328635540472,25.2,25.27132863429125,True
106.0,4.017066756122106,3.9601416420714957,25.2,25.273950772772253,True
107.0,4.016653639718215,3.9599597023017363,25.2,25.276572383863936,True
108.0,4.0161491781281455,3.959782684198251,25.2,25.279193453650976,True
109.0,4.015693894666219,3.959610458655264,25.2,25.281813968785286,True
110.0,4.01520701107011,3.959442899336269,25.2,25.284433916441913,True
111.0,4.014917074807111,3.9592798821590924,25.2,25.28705328411195,True
112.0,4.014627138544113,3.9591212852143456,25.2,25.289672059587815,True
113.0,4.014274404562228,3.958966988685585,25.2,25.292290230948367,True
114.0,4.013747266018115,3.958816881328434,25.2,25.294907788019373,True
115.0,4.01340043609527,3.9586708564944533,25.2,25.297524721513184,True
116.0,4.0128,3.9585287934568307,25.2,25.30014101880073,True
117.0,4.0127323716873535,3.9583905814425893,25.2,25.30275666931317,True
118.0,4.011887520966119,3.9582561114381933,25.2,25.305371662707785,True
119.0,4.01159758470312,3.9581252761115433,25.2,25.307985988851954,True
120.0,4.011307648440121,3.957997969735443,25.2,25.310599637806092,True
