time_s,measured_V,fitted_V,measured_C,fitted_C,model_covers_time
0.0,4.1232,4.0680221081366135,24.9,24.899999999999977,True
1.0,4.1232,4.064765737348236,24.9,24.904731104611642,True
2.0,4.1176,4.061586474801043,24.9,24.909470798225414,True
3.0,4.1136,4.058485910356059,24.9,24.914219512911302,True
4.0,4.1102,4.055467091628661,24.9,24.918977394502917,True
5.0,4.1074,4.052531175562178,24.7,24.923744398459462,True
6.0,4.1046,4.049677896539257,24.9,24.928520356665047,True
7.0,4.1021,4.046906122427543,24.9,24.933305030242764,True
8.0,4.1,4.04421427183827,24.9,24.93809814323089,True
9.0,4.0981,4.041600516769601,24.7,24.94289939430962,True
10.0,4.0959,4.03906287836771,24.9,24.947708465803373,True
11.0,4.0944,4.036599266623081,24.9,24.952525026471278,True
12.0,4.0925,4.034207551013008,24.9,24.957348739848044,True
13.0,4.0913,4.031885615199177,24.9,24.962179269854914,True
14.0,4.0891,4.0296313664337795,24.9,24.967016281619806,True
15.0,4.0879,4.027442744979872,24.9,24.971859442555626,True
16.0,4.0863,4.025317739820652,24.9,24.97670842556994,True
17.0,4.0848,4.023254373697177,24.9,24.98156290791917,True
18.0,4.0838,4.021250725491067,24.9,24.98642257041257,True
19.0,4.0823,4.019304914333389,24.9,24.991287102455146,True
20.0,4.0811,4.017415122153162,24.9,24.996156195943,True
21.0,4.0798,4.015579578217938,24.9,25.001029554295087,True
22.0,4.0786,4.013796572594096,24.9,25.005906883882687,True
23.0,4.0776,4.012064440957009,24.9,25.0107879030611,True
24.0,4.0764,4.010381586609634,24.9,25.01567233347248,True
25.0,4.0755,4.008746467622786,24.9,25.020559904526067,True
26.0,4.0742,4.007157568609977,24.9,25.02545035640162,True
27.0,4.0727,4.005613460458076,24.9,25.030343432212646,True
28.0,4.0718,4.0041127595216786,24.9,25.035238883057616,True
29.0,4.0708,4.002654099084983,24.9,25.040136469966683,True
30.0,4.0696,4.001236195000456,24.9,25.045035958104336,True
31.0,4.0687,3.999857800392977,24.9,25.049937120489233,True
32.0,4.068,3.998517699447205,24.9,25.054839736765928,True
33.0,4.0668,3.997214730525403,24.9,25.05974359362557,True
34.0,4.0662,3.9959477692729855,24.9,25.06464848445313,True
35.0,4.0649,3.9947157346696884,24.7,25.069554207192994,True
36.0,4.064,3.993517580001097,24.9,25.07446056726286,True
37.0,4.0631,3.992352294570171,24.9,25.079367376058485,True
38.0,4.0625,3.9912189100333273,24.9,25.084274449650763,True
39.0,4.0615,3.9901164888073386,24.9,25.089181610029527,True
40.0,4.0606,3.9890441245042356,24.9,25.09408868468057,True
41.0,4.06,3.988000949236834,24.9,25.098995506756523,True
42.0,4.059,3.9869861230457846,24.9,25.103901914175708,True
43.0,4.0584,3.9859988317028594,24.9,25.10880774935299,True
44.0,4.0572,3.9850382893876497,24.9,25.11371285947706,True
45.0,4.0566,3.9841037356353435,24.9,25.118617096154196,True
46.0,4.0556,3.983194455487413,24.9,25.12352031878163,True
47.0,4.055,3.9823097343352383,24.9,25.128422387258524,True
48.0,4.0541,3.9814488856094363,24.9,25.133323166523667,True
49.0,4.0535,3.980611244567043,24.9,25.138222525604874,True
50.0,4.0525,3.9797961701982882,24.9,25.143120337725975,True
51.0,4.0519,3.9790030699239876,24.9,25.14801648291234,True
52.0,4.0513,3.9782313292809266,24.9,25.152910840574634,True
53.0,4.0507,3.9774803665403202,24.9,25.157803295181452,True
54.0,4.0494,3.976749616696735,24.9,25.16269373455458,True
55.0,4.0488,3.9760385412475565,24.9,25.16758205065122,True
56.0,4.0482,3.97534663083345,24.9,25.17246813977812,True
57.0,4.0476,3.974673363396352,24.7,25.177351898925394,True
58.0,4.0469,3.974018243239199,24.9,25.18223322904805,True
59.0,4.0463,3.97338078863095,24.9,25.187112033951735,True
60.0,4.0457,3.9727605427386403,24.9,25.191988221473594,True
61.0,4.0451,3.9721570595048914,24.9,25.19686170190988,True
62.0,4.0442,3.971569896156623,24.9,25.20173238711311,True
63.0,4.0438,3.970998627305716,24.9,25.20660019202296,True
64.0,4.0432,3.970442839174656,24.9,25.21146503398535,True
65.0,4.0426,3.9699021388196685,24.9,25.21632683469278,True
66.0,4.0417,3.969376135654952,25.0,25.221185516390733,True
67.0,4.0411,3.968864449780718,24.9,25.22604100359223,True
68.0,4.0404,3.9683667127404916,24.9,25.23089322325444,True
69.0,4.0398,3.967882566170894,25.0,25.235742104536712,True
70.0,4.0395,3.967411677185376,24.9,25.240587582802448,True
71.0,4.0389,3.9669536990462055,25.0,25.245429589586024,True
72.0,4.0383,3.966508301543501,25.0,25.250268060358565,True
73.0,4.038,3.9660751622537824,24.9,25.255102932326395,True
74.0,4.0373,3.96565396606903,24.9,25.259934144328213,True
75.0,4.0367,3.965244404740028,24.9,25.264761636732487,True
76.0,4.0364,3.9648461764332557,25.0,25.269585351334456,True
77.0,4.0358,3.964459017949053,24.9,25.274405239163855,True
78.0,4.0352,3.964082653104706,25.0,25.27922124817877,True
79.0,4.0349,3.9637167885983433,24.9,25.284033322077676,True
80.0,4.0339,3.9633611531031367,25.0,25.28884140977715,True
81.0,4.0333,3.963015480628608,25.0,25.29364546140681,True
82.0,4.033,3.9626795101699126,24.9,25.298445428219793,True
83.0,4.0324,3.96235298536759,25.0,25.30324126250258,True
84.0,4.0318,3.962035665328544,25.0,25.308032920346932,True
85.0,4.0314,3.9617273727799653,24.9,25.312820374187197,True
86.0,4.0311,3.9614278301942814,25.0,25.31760357068697,True
87.0,4.0305,3.9611368086765166,25.0,25.32238246879956,True
88.0,4.0302,3.960854083877195,25.0,25.32715702853318,True
89.0,4.0296,3.9605794357604176,25.0,25.33192721088801,True
90.0,4.0293,3.960312648378371,25.0,25.33669297779278,True
91.0,4.0287,3.960053509651475,25.0,25.341454292041988,True
92.0,4.0283,3.959801851738641,25.0,25.34621112868456,True
93.0,4.0277,3.9595574719843203,24.9,25.350963452944313,True
94.0,4.0274,3.9593201645894873,25.0,25.355711228910877,True
95.0,4.0268,3.9590897399647855,24.9,25.360454425042803,True
96.0,4.0259,3.9588660124490525,25.2,25.365193010725136,True
97.0,4.0256,3.9586488001641387,25.0,25.36992695622797,True
98.0,4.0252,3.958437924872824,25.0,25.374656232664336,True
99.0,4.0246,3.958233216432867,25.0,25.37938081365604,True
100.0,4.0243,3.958034517019117,25.0,25.3841006769743,True
101.0,4.024,3.9578416519794284,25.0,25.388815793680976,True
102.0,4.0234,3.9576544591586473,25.0,25.39352613900826,True
103.0,4.0231,3.957472779738599,25.0,25.398231688982605,True
104.0,4.0228,3.957296458130879,25.0,25.40293242039246,True
105.0,4.0221,3.957125341872131,25.0,25.407628310755968,True
106.0,4.0218,3.956959281521484,25.0,25.41231933828817,True
107.0,4.0212,3.956798133677385,25.0,25.41700548425814,True
108.0,4.0209,3.956641754049679,25.0,25.42168672775165,True
109.0,4.0206,3.956490001744209,25.0,25.426363048961093,True
110.0,4.02,3.95634273904354,25.0,25.431034429067154,True
111.0,4.0197,3.9561998308489654,25.2,25.435700849852026,True
112.0,4.019,3.9560611445942886,25.0,25.440362293670148,True
113.0,4.0184,3.955926550160972,25.0,25.445018743419837,True
114.0,4.0181,3.955795926012177,25.0,25.449670185366188,True
115.0,4.0178,3.9556691552439878,25.0,25.454316607390354,True
116.0,4.0172,3.9555461083420536,25.0,25.458957991044144,True
117.0,4.0169,3.955426665535858,25.0,25.46359432179628,True
118.0,4.0166,3.9553107091461603,25.0,25.468225585544474,True
119.0,4.0163,3.955198123502498,25.0,25.47285176858304,True
120.0,4.0156,3.95508879486164,25.0,25.477472857571854,True
121.0,4.0153,3.954982611327526,25.2,25.48208883950383,True
122.0,4.015,3.9548794627719444,25.0,25.486699701673444,True
123.0,4.0147,3.9547792407561615,25.2,25.491305431644776,True
124.0,4.0144,3.9546818384535536,25.2,25.49590601721974,True
125.0,4.0138,3.9545871505725727,25.0,25.500501446406247,True
126.0,4.0135,3.9544950938580237,25.0,25.505091716908055,True
127.0,4.0132,3.954405612248275,25.0,25.509676838660937,True
128.0,4.0128,3.9543185669426366,25.0,25.514256782832376,True
129.0,4.0125,3.954233862752098,25.2,25.518831540235396,True
130.0,4.0122,3.9541514060116802,25.0,25.523401101914715,True
131.0,4.0119,3.954071104516542,25.2,25.527965459120082,True
132.0,4.0116,3.95399286745863,25.0,25.532524603278773,True
133.0,4.0113,3.953916605363674,25.2,25.537078525969434,True
134.0,4.011,3.953842230028365,25.2,25.54162721889429,True
135.0,4.0104,3.9537696544577874,25.2,25.546170673852487,True
136.0,4.0101,3.9536987928028533,25.2,25.550708882713366,True
137.0,4.0097,3.9536295602977707,25.2,25.555241837389076,True
138.0,4.0094,3.953561890785885,25.2,25.55976953882174,True
139.0,4.0091,3.953495780082365,25.2,25.564292019316838,True
140.0,4.0088,3.9534310879674583,25.2,25.568809240980897,True
141.0,4.0085,3.9533677396007616,25.2,25.573321198887186,True
142.0,4.0082,3.9533056614588897,25.2,25.577827888302068,True
143.0,4.0076,3.95324478129545,25.2,25.58232930466886,True
144.0,4.0073,3.9531850281012475,25.2,25.586825443591067,True
145.0,4.007,3.953126332064576,25.2,25.591316300815663,True
146.0,4.0066,3.9530686245317224,25.2,25.59580187221701,True
147.0,4.0063,3.9530118379675114,25.2,25.60028215378003,True
148.0,4.006,3.952955905915788,25.2,25.60475714158366,True
149.0,4.006,3.9529007629601245,25.2,25.609226831784326,True
150.0,4.0054,3.9528463494576083,25.2,25.613691223445414,True
151.0,4.0054,3.9527926600754535,25.2,25.618150347494293,True
152.0,4.0051,3.9527395923713513,25.2,25.62260417643307,True
153.0,4.0048,3.9526870885544367,25.2,25.6270527088559,True
154.0,4.0042,3.9526350920313873,25.2,25.63149594355565,True
155.0,4.0039,3.952583547383334,24.9,25.635933879514482,True
156.0,4.0039,3.95253240034298,25.2,25.64036651589572,True
157.0,4.0035,3.952481597771811,25.2,25.644793852034468,True
158.0,4.0032,3.9524310876376303,25.2,25.64921588742925,True
159.0,4.0026,3.952380818992204,25.1,25.653632621733095,True
160.0,4.0023,3.952330741949242,25.2,25.658044054744494,True
161.0,4.002,3.9522808076623313,25.1,25.662450186398928,True
162.0,4.0017,3.952230968303112,25.1,25.666851016760006,True
163.0,4.0014,3.952181188616317,25.2,25.671246557397694,True
164.0,4.0014,3.9521314154448244,25.1,25.675636801399833,True
165.0,4.0008,3.9520816043996048,25.2,25.68002174965102,True
166.0,4.0008,3.9520317122765016,25.2,25.684401403372192,True
167.0,4.0004,3.9519816968517,25.1,25.688775763931005,True
168.0,4.0001,3.9519315168639846,25.2,25.693144832835003,True
169.0,3.9998,3.9518811319969718,25.1,25.697508611724913,True
170.0,3.9995,3.9518305028615557,25.1,25.701867102368794,True
171.0,3.9992,3.9517795909785143,25.1,25.706220306654984,True
172.0,3.9992,3.951728358761137,25.2,25.71056822658585,True
173.0,3.9989,3.9516767694980515,25.1,25.71491086427102,True
174.0,3.9986,3.9516247873360983,25.1,25.71924822192136,True
175.0,3.9983,3.9515723759817982,25.1,25.7235803041969,True
176.0,3.998,3.9515195018584413,25.1,25.727907112335856,True
177.0,3.9977,3.951466131639552,25.1,25.732228648693535,True
178.0,3.9973,3.951412232629644,25.3,25.736544915990464,True
179.0,3.997,3.951357772896097,25.1,25.740855917029876,True
180.0,3.997,3.951302721251841,25.1,25.745161654692367,True
181.0,3.9967,3.9512470472380823,25.2,25.749462131929363,True
182.0,3.9964,3.951190721106881,25.1,25.753757351757713,True
183.0,3.9961,3.951133713803855,25.1,25.75804731725333,True
184.0,3.9961,3.951075996950917,25.3,25.762332031545384,True
185.0,3.9958,3.9510175428288647,25.1,25.76661149781029,True
186.0,3.9955,3.9509583243600863,25.1,25.77088571926589,True
187.0,3.9952,3.9508983316497193,25.1,25.77515471038464,True
188.0,3.9946,3.9508375326773923,25.3,25.779418470195253,True
189.0,3.9946,3.950775898799271,25.1,25.783676999667136,True
190.0,3.9942,3.9507134061289904,25.3,25.78793030262375,True
191.0,3.9939,3.9506500313661435,25.3,25.79217838291487,True
192.0,3.9936,3.950585751777958,25.3,25.796421244409657,True
193.0,3.9936,3.9505205451810927,25.3,25.800658890989894,True
194.0,3.9933,3.950454389923306,25.3,25.80489132654344,True
195.0,3.993,3.950387264865026,25.3,25.809118554956967,True
196.0,3.9927,3.9503191493608036,25.3,25.81334058010941,True
197.0,3.9924,3.9502500232408306,25.3,25.817557405865386,True
198.0,3.9924,3.95017986679221,25.3,25.82176903606802,True
199.0,3.9921,3.9501086607402747,25.1,25.82597547453213,True
200.0,3.9918,3.950036386229656,25.3,25.83017672503803,True
201.0,3.9915,3.9499630248054216,25.3,25.834372791323744,True
202.0,3.9911,3.9498885583940293,25.3,25.83856367707932,True
203.0,3.9911,3.9498129692841144,25.3,25.84274938593893,True
204.0,3.9908,3.9497362401073404,25.3,25.84692992147501,True
205.0,3.9905,3.9496583538189913,25.3,25.85110528719082,True
206.0,3.9902,3.949579330883254,25.3,25.855275510728404,True
207.0,3.9902,3.949499189755748,25.3,25.85944061784886,True
208.0,3.9899,3.9494178662975887,25.3,25.86360058034785,True
209.0,3.9896,3.9493353472861275,25.3,25.867755402986063,True
