iteration,best_objective,solver_failures,evaluations
0,3.860560613036349,0,20
1,3.860560613036349,0,40
2,3.860560613036349,0,60
3,3.690404838110817,0,80
4,3.1831879215075785,0,100
5,3.1831879215075785,0,120
6,3.1831879215075785,0,140
7,3.1831879215075785,0,160
8,3.1831879215075785,0,180
9,3.031718878015421,0,200
10,2.946987186351067,0,220
11,2.946987186351067,0,240
12,2.946987186351067,0,260
13,2.946987186351067,0,280
14,2.946987186351067,0,300
15,2.946987186351067,0,320
16,2.946423630789866,0,340
17,2.9187952924862657,0,360
18,2.9187952924862657,0,380
19,2.739364345114782,0,400
20,2.739364345114782,0,420
21,2.739364345114782,0,440
22,2.739364345114782,0,460
23,2.650021617538404,0,480
24,2.6366877703379377,0,500
25,2.600277267387713,0,520
26,2.5853388412189213,0,540
27,2.557917529615578,0,560
28,2.524873981650778,0,580
29,2.513398438505893,0,600
30,2.513398438505893,0,620
31,2.498305060614376,0,640
32,2.4914871591627823,0,660
33,2.4877687669753294,0,680
34,2.48607162516206,0,700
35,2.4834906671948556,0,720
36,2.4729542099750157,0,740
37,2.4652773594228505,0,760
38,2.4583340575043398,0,780
39,2.4583340575043398,0,800
40,2.4583340575043398,0,820
41,2.4583340575043398,0,840
42,2.457794174117007,0,860
43,2.4566029214730807,0,880
44,2.4551743450098327,0,900
45,2.4551743450098327,0,920
46,2.454564966871247,0,940
47,2.453670501071797,0,960
48,2.453670501071797,0,980
49,2.4513197085535765,0,1000
50,2.4513197085535765,0,1020
