scenario,training_episode,first_balance_s,soc_target90_s,soc_target_reached,balance_maintained_after_first,max_std_after_first,final_soc_1,final_soc_2,final_soc_3,final_soc_std,max_voltage_V,max_temperature_K,voltage_violating_cell_intervals,temperature_violating_cell_intervals,constraints_satisfied,charging_task_success,numerical_failure,total_charged_Ah,terminal_input_Wh,lookahead_filter_interventions,final_time_s
A,200,1350.0,3240.0,True,False,0.04590194166962327,0.9558156702354711,0.9561049629040987,0.915983922426106,0.01884542300115957,4.282792093544705,304.3147191447102,12,0,False,False,False,9.0375,36.265170052916375,0,3240.0
B,200,3870.0,3870.0,True,True,0.016656771887237153,0.9646540944096933,0.9262813988389302,0.9574747612258144,0.016656771887237153,4.384152691220171,302.29511142470835,13,0,False,False,False,5.525,22.626694537234087,0,3870.0
