episode,reward,loss,epsilon,steps,soc_target_reached,numerical_failure,constraints_satisfied
98,-120.42735410368344,817.9603271484375,0.255,47,True,False,False
99,-105.54128405784388,809.086181640625,0.2525,41,True,False,False
100,-203.66843474690748,798.8338623046875,0.25,50,False,False,False
101,-88.14492977220397,793.5133056640625,0.2475,35,True,False,False
102,-74.05006590729731,785.6106567382812,0.245,36,True,False,False
103,-130.53513410497357,777.296142578125,0.2425,45,True,False,False
104,-55.65933891384915,771.51416015625,0.24,32,True,False,False
105,-78.60057575232045,763.7511596679688,0.2375,42,True,False,False
106,-102.48271583671364,757.8544311523438,0.235,32,True,False,False
107,-114.73545298029087,750.17138671875,0.23249999999999998,45,True,False,False
108,-68.29383144004323,744.4456787109375,0.22999999999999998,32,True,False,False
109,-113.46298849332365,736.91357421875,0.22749999999999998,45,True,False,False
110,-66.7492541502434,731.7359008789062,0.22499999999999998,30,True,False,False
111,-2096.085346507954,1480.5257568359375,0.22249999999999998,34,False,True,False
112,-95.89710818315126,1464.021728515625,0.21999999999999997,37,True,False,False
113,-70.61344512002836,1451.2071533203125,0.21750000000000003,33,True,False,False
114,-108.84902301028939,1438.2528076171875,0.21500000000000002,39,True,False,False
115,-57.12737639608532,1429.890380859375,0.21250000000000002,27,True,False,False
116,-107.41631001639364,1419.2425537109375,0.21000000000000002,37,True,False,False
117,-81.70683108406311,1407.6875,0.20750000000000002,33,True,False,False
118,-133.70360114087148,1395.8653564453125,0.20500000000000002,40,True,False,False
119,-102.2752742717892,1385.332275390625,0.2025,34,True,False,False
120,-2091.9425168597063,2070.01806640625,0.2,33,False,True,False
121,-106.12155953036735,2054.95947265625,0.1975,44,True,False,False
122,-100.87989109512287,2034.1353759765625,0.195,37,True,False,False
123,-92.8922330020981,2021.5181884765625,0.1925,39,True,False,False
124,-92.74715827153872,2002.0029296875,0.19,38,True,False,False
125,-116.97117647997192,1989.3018798828125,0.1875,40,True,False,False
126,-96.78653430675226,1970.6788330078125,0.185,37,True,False,False
127,-70.42601872545359,1960.09375,0.1825,35,True,False,False
128,-115.38552231804843,1940.21044921875,0.18,42,True,False,False
129,-104.76634927315702,1947.40869140625,0.1775,36,True,False,False
130,-93.99589408586512,1944.5660400390625,0.175,38,True,False,False
131,-130.5721708009094,1948.291015625,0.1725,45,True,False,False
132,-100.05311871981935,1943.3319091796875,0.16999999999999998,38,True,False,False
133,-88.48830943026724,1950.5418701171875,0.16749999999999998,38,True,False,False
134,-91.46271049130584,1946.04638671875,0.16499999999999998,36,True,False,False
135,-116.0951602752408,1951.5631103515625,0.16249999999999998,43,True,False,False
136,-96.59365438263104,1941.4234619140625,0.15999999999999998,37,True,False,False
137,-83.37281584709966,1297.59912109375,0.15749999999999997,33,True,False,False
138,-81.63733685683745,1955.5294189453125,0.15500000000000003,34,True,False,False
139,-113.47322662603759,1968.2852783203125,0.15250000000000002,43,True,False,False
140,-81.21556448436215,1934.173095703125,0.15000000000000002,34,True,False,False
141,-99.11260013098598,1293.78125,0.14750000000000002,41,True,False,False
142,-136.4808944731353,1962.431640625,0.14500000000000002,44,True,False,False
143,-93.7118727349299,1960.12939453125,0.14250000000000002,39,True,False,False
144,-95.13433234721177,1301.857177734375,0.14,35,True,False,False
145,-123.19071544782155,1956.28125,0.1375,38,True,False,False
146,-104.03789966744348,1939.85791015625,0.135,41,True,False,False
147,-100.1346487931887,1957.2222900390625,0.1325,40,True,False,False
148,-95.57728072187581,1944.36865234375,0.13,40,True,False,False
149,-107.90140017267873,1969.5648193359375,0.1275,36,True,False,False
150,-96.24688657831955,1933.9822998046875,0.125,38,True,False,False
151,-96.33875280802576,2058.82177734375,0.1225,38,True,False,False
152,-87.15931864706488,1405.2353515625,0.12,39,True,False,False
153,-73.8363727029504,2031.387939453125,0.1175,37,True,False,False
154,-99.37003380103882,2046.989990234375,0.11499999999999999,47,True,False,False
155,-90.82126581352637,1372.3846435546875,0.11249999999999999,44,True,False,False
156,-108.49053386234041,731.325439453125,0.10999999999999999,49,True,False,False
157,-101.1550519560607,1355.606689453125,0.10749999999999998,44,True,False,False
158,-81.36455535740639,1354.3592529296875,0.10499999999999998,46,True,False,False
159,-96.19950330315761,2021.271240234375,0.10249999999999998,47,True,False,False
160,-114.78984005188191,712.8467407226562,0.09999999999999998,50,False,False,False
161,-94.40082128129426,2005.0203857421875,0.09749999999999998,50,False,False,False
162,-84.38183057065729,1976.3629150390625,0.09499999999999997,43,True,False,False
163,-112.03459193565352,1346.2667236328125,0.09250000000000003,50,False,False,False
164,-136.9491438423666,1983.954833984375,0.09000000000000002,50,False,False,False
165,-102.03314071285516,1339.36328125,0.08750000000000002,50,False,False,False
166,-113.22655108367947,1333.5184326171875,0.08500000000000002,45,True,False,False
167,-90.62311992892566,1333.6617431640625,0.08250000000000002,50,False,False,False
168,-116.6542540060018,1335.0496826171875,0.08000000000000002,46,True,False,False
169,-96.2274923746586,52.823211669921875,0.07750000000000001,47,True,False,False
170,-92.81302028241056,1353.6983642578125,0.07500000000000001,38,True,False,False
171,-113.06175908440608,1961.16943359375,0.07250000000000001,44,True,False,False
172,-71.06447440908482,1977.5709228515625,0.07,38,True,False,False
173,-123.4828102178659,1966.1031494140625,0.0675,47,True,False,False
174,-126.57179029055467,1314.0648193359375,0.065,50,False,False,False
175,-129.28598100874166,1958.3984375,0.0625,50,False,False,False
176,-78.61551025210812,1332.2930908203125,0.06,37,True,False,False
177,-132.2804730047496,1950.396484375,0.057499999999999996,48,True,False,False
178,-120.12725656783132,1961.7227783203125,0.05499999999999999,50,False,False,False
179,-138.30346453629846,680.7996826171875,0.05249999999999999,50,False,False,False
180,-115.7262896428901,1967.363525390625,0.04999999999999999,50,True,False,False
181,-132.63095520080464,1299.8447265625,0.04749999999999999,50,False,False,False
182,-118.28332580341919,44.86638259887695,0.044999999999999984,50,False,False,False
183,-67.28994629901213,1299.3272705078125,0.04249999999999998,40,True,False,False
184,-60.584628348624946,1953.4188232421875,0.03999999999999998,39,True,False,False
185,-127.0038639636953,1305.918212890625,0.03749999999999998,50,False,False,False
186,-77.35633077905156,1926.696044921875,0.034999999999999976,45,True,False,False
187,-98.43803302283663,1942.8551025390625,0.03249999999999997,48,True,False,False
188,-74.38375822754053,1297.4130859375,0.030000000000000027,43,True,False,False
189,-73.54610504936655,52.51648712158203,0.027500000000000024,42,True,False,False
190,-64.42099010216563,1317.1781005859375,0.025000000000000022,38,True,False,False
191,-65.20707892873008,1299.668701171875,0.02250000000000002,39,True,False,False
192,-63.60956322787251,1312.4517822265625,0.020000000000000018,37,True,False,False
193,-64.68628575949636,1941.3804931640625,0.017500000000000016,40,True,False,False
194,-60.98418059440542,672.0234985351562,0.015000000000000013,34,True,False,False
195,-70.11743070823644,1948.763916015625,0.012500000000000011,39,True,False,False
196,-67.39254364368301,1940.3011474609375,0.010000000000000009,36,True,False,False
197,-71.43437562417236,1946.7542724609375,0.007500000000000007,40,True,False,False
198,-65.3071122873405,1289.39208984375,0.0050000000000000044,35,True,False,False
199,-71.82888162320491,671.7009887695312,0.0025000000000000022,39,True,False,False
200,-58.1928304266268,676.9590454101562,0.0,33,True,False,False
