episode,reward,loss,epsilon,steps,soc_target_reached,numerical_failure,constraints_satisfied
101,-396.85845316019123,7165.06103515625,0.2475,50,False,False,False
102,-2128.4985964646135,7987.93994140625,0.245,20,False,True,False
103,-149.7799923311626,7899.6591796875,0.2425,43,True,False,False
104,-128.7853137164362,7842.65625,0.24,29,True,False,False
105,-189.14376983974006,7771.15087890625,0.2375,35,True,False,False
106,-2161.081204627079,8535.36328125,0.235,28,False,True,False
107,-2128.9731249009833,9377.1865234375,0.23249999999999998,32,False,True,False
108,-165.33533657745605,9297.89453125,0.22999999999999998,32,True,False,False
109,-184.08267420191729,9213.2900390625,0.22749999999999998,39,True,False,False
110,-126.48067456594057,9146.3896484375,0.22499999999999998,29,True,False,False
111,-142.99367512534022,9079.3740234375,0.22249999999999998,30,True,False,False
112,-171.2030563637418,9004.9521484375,0.21999999999999997,33,True,False,False
113,-136.5296905635558,8940.7451171875,0.21750000000000003,29,True,False,False
114,-150.37497412277716,8872.8037109375,0.21500000000000002,31,True,False,False
115,-150.12329708481505,8806.4140625,0.21250000000000002,31,True,False,False
116,-165.1443277775486,8740.6298828125,0.21000000000000002,31,True,False,False
117,-2135.518147701956,9498.5185546875,0.20750000000000002,27,False,True,False
118,-177.70400873832398,9419.1923828125,0.20500000000000002,33,True,False,False
119,-174.9790400498761,9314.4482421875,0.2025,50,True,False,False
120,-167.3078755509713,9238.53515625,0.2,33,True,False,False
121,-2136.206918369387,9979.5888671875,0.1975,24,False,True,False
122,-129.2678354929946,9907.6904296875,0.195,26,True,False,False
123,-151.14638555282733,9835.099609375,0.1925,33,True,False,False
124,-161.66273991429395,9757.01171875,0.19,31,True,False,False
125,-174.4260961142476,9653.6357421875,0.1875,50,False,False,False
126,-158.4124239353237,9579.341796875,0.185,30,True,False,False
127,-159.82419972220055,9510.1337890625,0.1825,34,True,False,False
128,-146.64111574823932,9437.6416015625,0.18,30,True,False,False
129,-155.12166196071536,8722.6728515625,0.1775,41,True,False,False
130,-136.93424491614337,9444.296875,0.175,27,True,False,False
131,-148.08295271419976,9450.1328125,0.1725,42,True,False,False
132,-2129.5662237654424,10250.2607421875,0.16999999999999998,21,False,True,False
133,-152.071236232237,10200.7001953125,0.16749999999999998,28,True,False,False
134,-154.89238927317268,10142.078125,0.16499999999999998,38,True,False,False
135,-132.9421363230326,9460.8232421875,0.16249999999999998,39,True,False,False
136,-122.81465589458742,10130.8447265625,0.15999999999999998,26,True,False,False
137,-136.90353199087315,10206.578125,0.15749999999999997,25,True,False,False
138,-108.99786485034319,10294.2958984375,0.15500000000000003,23,True,False,False
139,-105.8550479461777,10253.7744140625,0.15250000000000002,26,True,False,False
140,-119.60439825946939,8142.5517578125,0.15000000000000002,27,True,False,False
141,-2114.949456437675,10202.6171875,0.14750000000000002,36,False,True,False
142,-129.46394228211403,10188.1767578125,0.14500000000000002,37,True,False,False
143,-98.39918375804424,10232.41015625,0.14250000000000002,38,True,False,False
144,-131.10595417976717,8664.1865234375,0.14,34,True,False,False
145,-82.51783460635475,11104.0791015625,0.1375,21,True,False,False
146,-106.64570194920847,10121.3984375,0.135,28,True,False,False
147,-123.16836799942705,9580.8486328125,0.1325,35,True,False,False
148,-120.58812142713735,9528.65234375,0.13,33,True,False,False
149,-110.84887626365202,9607.1630859375,0.1275,29,True,False,False
150,-141.66117897330932,10227.1455078125,0.125,39,True,False,False
151,-117.75093791769083,10374.0625,0.1225,50,False,False,False
152,-112.94547137922832,8809.0146484375,0.12,32,True,False,False
153,-100.09107534223804,8762.748046875,0.1175,24,True,False,False
154,-159.2302819772906,9683.1875,0.11499999999999999,50,False,False,False
155,-116.85946072281834,10110.150390625,0.11249999999999999,40,True,False,False
156,-104.18965627940135,9484.8037109375,0.10999999999999999,46,True,False,False
157,-87.93026509847999,8141.33984375,0.10749999999999998,27,True,False,False
158,-117.63330135071381,8681.662109375,0.10499999999999998,46,True,False,False
159,-85.3708242422582,7299.30517578125,0.10249999999999998,35,True,False,False
160,-126.15653703797555,8021.041015625,0.09999999999999998,50,False,False,False
161,-87.15104060818062,9480.0068359375,0.09749999999999998,32,True,False,False
162,-128.39531550420264,8030.818359375,0.09499999999999997,43,True,False,False
163,-105.27886950852434,8719.9013671875,0.09250000000000003,35,True,False,False
164,-158.50165911061987,9455.09375,0.09000000000000002,50,False,False,False
165,-109.24290182666749,9342.6044921875,0.08750000000000002,39,True,False,False
166,-146.44719077707512,9218.96875,0.08500000000000002,50,False,False,False
167,-89.3634033101564,9975.2900390625,0.08250000000000002,36,True,False,False
168,-197.87595408110465,8615.1162109375,0.08000000000000002,50,False,False,False
169,-109.59946378635715,8519.8076171875,0.07750000000000001,50,False,False,False
170,-184.10399486726905,9137.4443359375,0.07500000000000001,50,False,False,False
171,-94.53913120632724,8478.154296875,0.07250000000000001,34,True,False,False
172,-213.16010243428127,9229.9189453125,0.07,50,False,False,False
173,-170.34969826408334,6357.98291015625,0.0675,50,False,False,False
174,-206.94727318995888,8429.265625,0.065,50,False,False,False
175,-131.6750726113199,7775.40673828125,0.0625,50,False,False,False
176,-121.57989210297808,7733.4873046875,0.06,50,False,False,False
177,-105.9521667636294,9056.439453125,0.057499999999999996,44,True,False,False
178,-169.33740355512822,7801.65380859375,0.05499999999999999,50,False,False,False
179,-190.9598477276467,4996.08935546875,0.05249999999999999,50,False,False,False
180,-111.5823337828634,8463.3818359375,0.04999999999999999,43,True,False,False
181,-177.8172600070006,7041.837890625,0.04749999999999999,50,False,False,False
182,-141.21623387271555,8417.998046875,0.044999999999999984,50,False,False,False
183,-138.19759876251223,9192.9267578125,0.04249999999999998,50,False,False,False
184,-158.48836456498958,8407.337890625,0.03999999999999998,50,False,False,False
185,-126.18230175925052,5668.09765625,0.03749999999999998,50,False,False,False
186,-156.60744995866474,6333.0576171875,0.034999999999999976,45,True,False,False
187,-90.629114960591,7544.93115234375,0.03249999999999997,31,True,False,False
188,-181.5190706844813,5433.94140625,0.030000000000000027,50,False,False,False
189,-97.21164221764779,6866.69873046875,0.027500000000000024,35,True,False,False
190,-143.19510710102657,6148.74951171875,0.025000000000000022,49,True,False,False
191,-126.1755744226491,7424.8837890625,0.02250000000000002,43,True,False,False
192,-162.44051764472115,8179.12255859375,0.020000000000000018,50,False,False,False
193,-105.64746129540345,8277.9775390625,0.017500000000000016,39,True,False,False
194,-177.5434072127856,6316.1103515625,0.015000000000000013,50,False,False,False
195,-101.44602315261508,6885.919921875,0.012500000000000011,38,True,False,False
196,-178.31806613789337,7528.92333984375,0.010000000000000009,50,False,False,False
197,-127.16793105404903,5630.29443359375,0.007500000000000007,50,False,False,False
198,-170.0192362935391,6157.86279296875,0.0050000000000000044,50,False,False,False
199,-126.78174997209756,6781.14892578125,0.0025000000000000022,50,False,False,False
200,-2132.8050574297786,7414.625,0.0,35,False,True,False
