scenario,training_episode,first_balance_s,soc_target90_s,soc_target_reached,balance_maintained_after_first,max_std_after_first,final_soc_1,final_soc_2,final_soc_3,final_soc_std,max_voltage_V,max_temperature_K,voltage_violating_cell_intervals,temperature_violating_cell_intervals,constraints_satisfied,charging_task_success,numerical_failure,total_charged_Ah,terminal_input_Wh,lookahead_filter_interventions,final_time_s
A,0,3780.0,3780.0,True,True,0.015381433595821725,0.9293471443519037,0.9623280490185334,0.9616123611243486,0.015381433595821725,4.308823864541672,302.32351185645973,15,0,False,False,False,9.125,36.05524152905295,0,3780.0
A,25,,,False,False,,0.36468525883572095,0.333796351460391,0.41081192255290055,0.031645943912863427,3.7408926581286446,298.6047608343047,0,0,True,False,False,2.0875000000000004,7.5085131713277145,0,5400.0
A,50,,,False,False,,0.8528825140215971,0.934324161503556,0.3879977032037851,0.2406526377056219,4.183416521629102,300.3593926548498,0,0,True,False,False,6.4875,25.015567381271765,0,5400.0
A,75,810.0,,False,False,0.17828731873889073,0.9705204068374768,0.9156549031602531,0.6324357676585849,0.1481457711013001,4.313741855736328,303.1177023772073,7,0,False,False,False,7.85,30.73865635076671,0,5400.0
A,100,4500.0,4500.0,True,True,0.018954918650471407,0.9528747229150853,0.9529934198468734,0.912724748233409,0.018954918650471407,4.238760008715953,305.3842341826749,7,0,False,False,False,9.0,35.96333352765247,0,4500.0
A,125,4050.0,4050.0,True,True,0.01668250638589043,0.9764023014782619,0.9561049629040967,0.9355389675825104,0.01668250638589043,4.366681694050737,305.6308733501794,18,0,False,False,False,9.2,36.88586567131716,0,4050.0
A,150,3600.0,3600.0,True,True,0.013382198705178814,0.964638512196667,0.9529934198468791,0.9322797933897659,0.013382198705178814,4.343291922076915,304.85844828732155,11,0,False,False,False,9.125,36.60222269607642,0,3600.0
A,175,4410.0,4410.0,True,True,0.013551555898067318,0.9558156702354859,0.9529934198468758,0.925761445004331,0.013551555898067318,4.277570943838787,304.63028484115557,9,0,False,False,False,9.0625,36.25990702068592,0,4410.0
A,200,1350.0,3240.0,True,False,0.04590194166962327,0.9558156702354711,0.9561049629040987,0.915983922426106,0.01884542300115957,4.282792093544705,304.3147191447102,12,0,False,False,False,9.0375,36.265170052916375,0,3240.0
