iteration,best_objective,solver_failures,evaluations
0,2.9085623372704568,0,20
1,1.8110241175318738,0,40
2,1.3478495370444552,0,60
3,1.3478495370444552,0,80
4,1.1743140120889737,0,100
5,1.0337540698454444,0,120
6,0.8565548722739413,0,140
7,0.8565548722739413,0,160
8,0.8565548722739413,0,180
9,0.8565548722739413,0,200
10,0.8406443251656393,0,220
11,0.8406443251656393,0,240
12,0.8406443251656393,0,260
13,0.7937522135061384,0,280
14,0.7937522135061384,0,300
15,0.7937522135061384,0,320
16,0.7937522135061384,0,340
17,0.7580365996418684,0,360
18,0.7580365996418684,0,380
19,0.7580365996418684,0,400
20,0.7580365996418684,0,420
21,0.7580365996418684,0,440
22,0.7580365996418684,0,460
23,0.745704766473373,0,480
24,0.745704766473373,0,500
25,0.745704766473373,0,520
26,0.745704766473373,0,540
27,0.745704766473373,0,560
28,0.741267808090912,0,580
29,0.741267808090912,0,600
30,0.741267808090912,0,620
31,0.7404884179447211,0,640
32,0.7389663759650699,0,660
33,0.7385261037461288,0,680
34,0.7379508723197719,0,700
35,0.7376088644347094,0,720
36,0.7374352922956736,0,740
37,0.7374352922956736,0,760
38,0.7368411847323468,0,780
39,0.7364235916203896,0,800
40,0.7352401915754185,0,820
41,0.733574628582693,0,840
42,0.7324706732443746,0,860
43,0.731854291067649,0,880
44,0.7299944502164907,0,900
45,0.7291707784711303,0,920
46,0.7267144760316528,0,940
47,0.7256245368740992,0,960
48,0.7241953798914339,0,980
49,0.722944593204375,0,1000
50,0.7219823595060488,0,1020
