current_A_assumption,cell,fit_kind,seed,objective,success,selected,solver_failures,parameter_0,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,full_V_RMSE,full_T_RMSE,full_coverage,prefix_fit_V_RMSE,prefix_fit_T_RMSE,prefix_fit_coverage,suffix_forecast_V_RMSE,suffix_forecast_T_RMSE,suffix_forecast_coverage,prediction_solver_failure
4.0,2,full_fit,47,1.8040118937517087,True,False,0,6.0,4.465336017749625,3.98,4.18,4.67226742722424,4.274775848383655,5.0,1.1421745157093524,0.02150651929186241,0.34145737152199385,1.0,0.022819099566038437,0.2979584948759706,1.0,0.015166202221407056,0.4772312253069815,1.0,
4.0,2,prefix_fit,7,0.8575467231914093,True,False,0,6.0,5.0,3.98,4.18,4.5,4.329923523542549,16.561230948025784,0.8686192557770204,0.0634752442603805,0.35829010575666104,0.9661680911680912,0.021644785475346463,0.1740845150762448,1.0,0.14544270911675655,0.774605962383656,0.8309608540925267,
4.0,2,prefix_fit,17,0.8481228311329516,True,True,0,6.0,4.207684251462079,3.98,4.18,4.500426260652758,4.334378996701877,17.04091227506057,0.8470068822111348,0.06494561959328542,0.3590993927513997,0.9647435897435898,0.021507448677747575,0.17347344330348655,1.0,0.1497834928509778,0.7800745146634761,0.8238434163701067,
4.0,2,prefix_fit,27,0.8499114045298446,True,False,0,6.0,4.421276848792166,3.98,4.18,4.5,4.331384600577626,17.02859148221086,0.8491028877705978,0.06460588001818106,0.3609889745159232,0.9650997150997151,0.021545256662032053,0.1734641064685408,1.0,0.14876454998484404,0.7845032682010582,0.8256227758007118,
4.0,2,prefix_fit,37,1.3417459714900686,True,False,0,5.272687479644042,4.635693249653038,3.98,4.18,6.684756951292428,4.0,14.2048890703562,0.7653672554860337,0.13492333850446517,0.5607182015932739,1.0,0.029989660881710477,0.17583084038019395,1.0,0.29557136863170413,1.203058483490159,1.0,
4.0,2,prefix_fit,47,1.1949528341726567,True,False,0,6.0,4.324435797214955,3.98,4.18,5.08130683728291,4.0,16.195535179956394,0.8254663381248208,0.08173507958014008,0.5294478651778887,1.0,0.027767001311476174,0.17468353791828875,1.0,0.1740633794268848,1.1307647348380439,1.0,
4.0,3,full_fit,7,2.5982000059763903,True,False,0,6.0,4.0,3.98,4.18,4.5,4.0,5.0,1.2502727868339556,0.025346860221489943,0.411944323106285,1.0,0.022641420999512923,0.3323510630366888,1.0,0.03407424509746929,0.6374403016052345,1.0,
4.0,3,full_fit,17,2.5981999513629246,True,False,0,6.0,4.0,3.98,4.18,4.5,4.0,5.0,1.2502294533361467,0.02534684349279666,0.4119443810435818,1.0,0.022641386120618143,0.33237339878980404,1.0,0.034074275521701856,0.6373939685363452,1.0,
4.0,3,full_fit,27,2.572455981303415,True,True,0,6.0,4.0,3.98,4.18,4.5,4.053105045031039,5.0,1.2480454361705495,0.024844346612965158,0.41218245063236647,1.0,0.021442388034216955,0.3318792018669309,1.0,0.03530187583726946,0.6391887199399114,1.0,
4.0,3,full_fit,37,2.572456133588225,True,False,0,6.0,4.0,3.98,4.18,4.5,4.0531385424653426,5.0,1.2479894576977797,0.024844344769359667,0.4121824494122507,1.0,0.021441891691493867,0.33190703542729416,1.0,0.03530307355142826,0.639130984967537,1.0,
