current_A_assumption,cell,model_evaluation,segment,V_RMSE,V_bias,T_RMSE,T_bias,coverage_fraction,full_coverage
4.0,1,SPMe_full_fit,full,0.01928652905077453,-0.0035827606239761957,0.4050972107761283,-0.022986072960021742,1.0,True
4.0,1,SPMe_full_fit,early_0_20pct,0.033278304002739366,-0.029681523527383093,0.17157767957748732,-0.027107160752269675,1.0,True
4.0,1,SPMe_full_fit,middle_20_80pct,0.014012606825576424,0.001172186118812747,0.3389858373206765,0.03973756331767232,1.0,True
4.0,1,SPMe_full_fit,late_80_100pct,0.012746118975432624,0.008275056255801501,0.6679060258012917,-0.20672069984870664,1.0,True
4.0,1,SPMe_full_fit,prefix_fit,0.020601280273190657,-0.006550943717153255,0.30580450506221213,0.023005361946705685,1.0,True
4.0,1,SPMe_full_fit,suffix_forecast,0.012746118975432624,0.008275056255801501,0.6679060258012917,-0.20672069984870664,1.0,True
4.0,1,SPMe_prefix_forecast,full,0.07822693725927,-0.027784850336795276,0.3058368347044134,-0.06669104061574434,0.9396378269617707,False
4.0,1,SPMe_prefix_forecast,early_0_20pct,0.031041920789565403,-0.025694913533207388,0.20026332802747043,0.16200281939192454,1.0,True
4.0,1,SPMe_prefix_forecast,middle_20_80pct,0.010613169686375457,0.002610763157312054,0.1345732719543,-0.023229462847090477,1.0,True
4.0,1,SPMe_prefix_forecast,late_80_100pct,0.19813301495493268,-0.16110631124616184,0.7024533990275923,-0.5804549146563472,0.6984924623115578,False
4.0,1,SPMe_prefix_forecast,prefix_fit,0.018045701361225536,-0.004474557171509792,0.15367413928502094,0.023136856858021467,1.0,True
4.0,1,SPMe_prefix_forecast,suffix_forecast,0.19813301495493268,-0.16110631124616184,0.7024533990275923,-0.5804549146563472,0.6984924623115578,False
4.0,1,SPM_same_parameters,full,0.027372665938065824,0.020018959775274663,0.9102120014861299,-0.743528902800372,1.0,True
4.0,1,SPM_same_parameters,early_0_20pct,0.016451537531811337,-0.00546520865034054,0.3183447399079458,-0.19017734254806773,1.0,True
4.0,1,SPM_same_parameters,middle_20_80pct,0.02845844645857836,0.02490313839887362,0.714842700870231,-0.7010634563749986,1.0,True
4.0,1,SPM_same_parameters,late_80_100pct,0.0323468115262108,0.030875135941266865,1.5831899436972359,-1.4240634081256536,1.0,True
4.0,1,SPM_same_parameters,prefix_fit,0.025978954630758663,0.017301501841900515,0.6391064744871936,-0.5731812719076285,1.0,True
4.0,1,SPM_same_parameters,suffix_forecast,0.0323468115262108,0.030875135941266865,1.5831899436972359,-1.4240634081256536,1.0,True
4.0,2,SPMe_full_fit,full,0.021472772596837515,-0.00475072690965685,0.34160703650233787,-0.023124428126201604,1.0,True
4.0,2,SPMe_full_fit,early_0_20pct,0.03815415281172257,-0.03430106058683306,0.170707671057705,-0.007604452476537286,1.0,True
4.0,2,SPMe_full_fit,middle_20_80pct,0.014347406304034995,0.004778003827346281,0.33008238580962324,0.008511736696439634,1.0,True
4.0,2,SPMe_full_fit,late_80_100pct,0.015205523229342576,-0.003752675369692865,0.4769119790103006,-0.13344031402733897,1.0,True
4.0,2,SPMe_full_fit,prefix_fit,0.022772771970551588,-0.005000461978873129,0.298300679576366,0.0044791016495950116,1.0,True
4.0,2,SPMe_full_fit,suffix_forecast,0.015205523229342576,-0.003752675369692865,0.4769119790103006,-0.13344031402733897,1.0,True
4.0,2,SPMe_prefix_forecast,full,0.06494561959328542,-0.02494861151916807,0.3590993927513997,-0.09529102769119653,0.9647435897435898,False
4.0,2,SPMe_prefix_forecast,early_0_20pct,0.03808163365185802,-0.033784065900920826,0.2135372648531312,0.1711204192849965,1.0,True
4.0,2,SPMe_prefix_forecast,middle_20_80pct,0.01153108267866462,0.0027830920487476973,0.15785601456606535,-0.023983162900803247,1.0,True
4.0,2,SPMe_prefix_forecast,late_80_100pct,0.1497834928509778,-0.11508827338920073,0.7800745146634761,-0.6780246724161266,0.8238434163701067,False
4.0,2,SPMe_prefix_forecast,prefix_fit,0.021507448677747575,-0.006366837945782005,0.17347344330348655,0.024836166212473445,1.0,True
4.0,2,SPMe_prefix_forecast,suffix_forecast,0.1497834928509778,-0.11508827338920073,0.7800745146634761,-0.6780246724161266,0.8238434163701067,False
4.0,2,SPM_same_parameters,full,0.028170414986726153,0.018954531181865648,0.7460824530571784,-0.6127884324408646,1.0,True
4.0,2,SPM_same_parameters,early_0_20pct,0.01993450790125979,-0.010088893164532394,0.2730550203797489,-0.1374731554400008,1.0,True
4.0,2,SPM_same_parameters,middle_20_80pct,0.03156704535554756,0.028615259870192568,0.6197095094877603,-0.5951714641846563,1.0,True
4.0,2,SPM_same_parameters,late_80_100pct,0.024119780794695612,0.019050149280679118,1.2473580998827527,-1.140891920373143,1.0,True
4.0,2,SPM_same_parameters,prefix_fit,0.029095902574613426,0.018930605370853552,0.5537154252418997,-0.4806449951221022,1.0,True
4.0,2,SPM_same_parameters,suffix_forecast,0.024119780794695612,0.019050149280679118,1.2473580998827527,-1.140891920373143,1.0,True
4.0,3,SPMe_full_fit,full,0.024844346612965158,-0.005076418540700975,0.41218245063236647,-0.025013901476499994,1.0,True
4.0,3,SPMe_full_fit,early_0_20pct,0.0341527909997743,-0.031173733746146272,0.14490240888524256,-0.03176485429271073,1.0,True
4.0,3,SPMe_full_fit,middle_20_80pct,0.014959613055411415,-0.0009584210858193974,0.3740521980123238,0.03773425659123891,1.0,True
