time_s,measured_V,fitted_V,measured_C,fitted_C,model_covers_time
0.000000000000000000e+00,4.123199999999999754e+00,4.041392143928888459e+00,2.489999999999999858e+01,2.489999999999997726e+01,1.000000000000000000e+00
1.000000000000000000e+00,4.123199999999999754e+00,4.038556424078006302e+00,2.489999999999999858e+01,2.490275914034077687e+01,1.000000000000000000e+00
2.000000000000000000e+00,4.117600000000000371e+00,4.035817925571413944e+00,2.489999999999999858e+01,2.490551248410804419e+01,1.000000000000000000e+00
3.000000000000000000e+00,4.113599999999999923e+00,4.033192725768904197e+00,2.489999999999999858e+01,2.490826128821049679e+01,1.000000000000000000e+00
4.000000000000000000e+00,4.110199999999999854e+00,4.030684720199362303e+00,2.489999999999999858e+01,2.491100636519502132e+01,1.000000000000000000e+00
5.000000000000000000e+00,4.107400000000000162e+00,4.028292099659441128e+00,2.469999999999999929e+01,2.491374827901131539e+01,1.000000000000000000e+00
6.000000000000000000e+00,4.104599999999999582e+00,4.026010294195092598e+00,2.489999999999999858e+01,2.491648743646209141e+01,1.000000000000000000e+00
7.000000000000000000e+00,4.102100000000000080e+00,4.023833527239082386e+00,2.489999999999999858e+01,2.491922414331651225e+01,1.000000000000000000e+00
8.000000000000000000e+00,4.099999999999999645e+00,4.021755791516218537e+00,2.489999999999999858e+01,2.492195864390816951e+01,1.000000000000000000e+00
9.000000000000000000e+00,4.098099999999999632e+00,4.019771219355961378e+00,2.469999999999999929e+01,2.492469114071337799e+01,1.000000000000000000e+00
1.000000000000000000e+01,4.095900000000000318e+00,4.017874131402066062e+00,2.489999999999999858e+01,2.492742180100327687e+01,1.000000000000000000e+00
1.100000000000000000e+01,4.094400000000000261e+00,4.016059111319988162e+00,2.489999999999999858e+01,2.493015076520350704e+01,1.000000000000000000e+00
1.200000000000000000e+01,4.092500000000000249e+00,4.014321034312386516e+00,2.489999999999999858e+01,2.493287814826726390e+01,1.000000000000000000e+00
1.300000000000000000e+01,4.091300000000000381e+00,4.012655143758275145e+00,2.489999999999999858e+01,2.493560404865587543e+01,1.000000000000000000e+00
1.400000000000000000e+01,4.089100000000000179e+00,4.011057046338597942e+00,2.489999999999999858e+01,2.493832855234984436e+01,1.000000000000000000e+00
1.500000000000000000e+01,4.087900000000000311e+00,4.009522667306050003e+00,2.489999999999999858e+01,2.494105173095567807e+01,1.000000000000000000e+00
1.600000000000000000e+01,4.086299999999999599e+00,4.008048269831522070e+00,2.489999999999999858e+01,2.494377364932432783e+01,1.000000000000000000e+00
1.700000000000000000e+01,4.084800000000000431e+00,4.006630384224948216e+00,2.489999999999999858e+01,2.494649436327711101e+01,1.000000000000000000e+00
1.800000000000000000e+01,4.083800000000000097e+00,4.005265803550317472e+00,2.489999999999999858e+01,2.494921392071489663e+01,1.000000000000000000e+00
1.900000000000000000e+01,4.082300000000000040e+00,4.003951554143255542e+00,2.489999999999999858e+01,2.495193236357181377e+01,1.000000000000000000e+00
2.000000000000000000e+01,4.081100000000000172e+00,4.002684875267247477e+00,2.489999999999999858e+01,2.495464972876726506e+01,1.000000000000000000e+00
2.100000000000000000e+01,4.079799999999999649e+00,4.001463270073843503e+00,2.489999999999999858e+01,2.495736604320552487e+01,1.000000000000000000e+00
2.200000000000000000e+01,4.078599999999999781e+00,4.000284320178694841e+00,2.489999999999999858e+01,2.496008133958201824e+01,1.000000000000000000e+00
2.300000000000000000e+01,4.077600000000000335e+00,3.999145924881763570e+00,2.489999999999999858e+01,2.496279563415970415e+01,1.000000000000000000e+00
2.400000000000000000e+01,4.076399999999999579e+00,3.998046065000200766e+00,2.489999999999999858e+01,2.496550894619480232e+01,1.000000000000000000e+00
2.500000000000000000e+01,4.075499999999999901e+00,3.996982833458392115e+00,2.489999999999999858e+01,2.496822129508797161e+01,1.000000000000000000e+00
2.600000000000000000e+01,4.074200000000000266e+00,3.995954570930748240e+00,2.489999999999999858e+01,2.497093268886982287e+01,1.000000000000000000e+00
2.700000000000000000e+01,4.072700000000000209e+00,3.994959569374056052e+00,2.489999999999999858e+01,2.497364314448822142e+01,1.000000000000000000e+00
2.800000000000000000e+01,4.071799999999999642e+00,3.993996383360719271e+00,2.489999999999999858e+01,2.497635266780247321e+01,1.000000000000000000e+00
2.900000000000000000e+01,4.070800000000000196e+00,3.993063593928696697e+00,2.489999999999999858e+01,2.497906126672995697e+01,1.000000000000000000e+00
3.000000000000000000e+01,4.069600000000000328e+00,3.992159857276238011e+00,2.489999999999999858e+01,2.498176894839451734e+01,1.000000000000000000e+00
3.100000000000000000e+01,4.068699999999999761e+00,3.991283974328778239e+00,2.489999999999999858e+01,2.498447571583335503e+01,1.000000000000000000e+00
3.200000000000000000e+01,4.067999999999999616e+00,3.990434697647624596e+00,2.489999999999999858e+01,2.498718157541901519e+01,1.000000000000000000e+00
3.300000000000000000e+01,4.066799999999999748e+00,3.989611000675192365e+00,2.489999999999999858e+01,2.498988652694009716e+01,1.000000000000000000e+00
3.400000000000000000e+01,4.066200000000000259e+00,3.988811904884382198e+00,2.489999999999999858e+01,2.499259056960380576e+01,1.000000000000000000e+00
