current_A_assumption,cell,fit_kind,seed,objective,success,selected,solver_failures,optimizer_reused,objective_mesh,parameter_0,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,full_V_RMSE,full_T_RMSE,full_coverage,prefix_fit_V_RMSE,prefix_fit_T_RMSE,prefix_fit_coverage,suffix_forecast_V_RMSE,suffix_forecast_T_RMSE,suffix_forecast_coverage,prediction_solver_failure
4.0,3,full_fit,7,2.5982000059763903,True,False,0,True,"{""x_n"": 30, ""x_s"": 30, ""x_p"": 30, ""r_n"": 10, ""r_p"": 10}",6.0,4.0,3.98,4.18,4.5,4.0,5.0,1.2502727868339556,0.02579461881946779,0.4113897764725846,1.0,0.023343848008355688,0.33322326094297505,1.0,0.03385848207569499,0.6338225357487273,1.0,
4.0,3,full_fit,17,2.5981999513629246,True,False,0,True,"{""x_n"": 30, ""x_s"": 30, ""x_p"": 30, ""r_n"": 10, ""r_p"": 10}",6.0,4.0,3.98,4.18,4.5,4.0,5.0,1.2502294533361467,0.025794599699825584,0.4113903880397068,1.0,0.02334381199251648,0.33324575678596086,1.0,0.033858508512980015,0.6337772737471844,1.0,
4.0,3,full_fit,27,2.572455981303415,True,True,0,True,"{""x_n"": 30, ""x_s"": 30, ""x_p"": 30, ""r_n"": 10, ""r_p"": 10}",6.0,4.0,3.98,4.18,4.5,4.053105045031039,5.0,1.2480454361705495,0.025221017098686627,0.4116279959556745,1.0,0.022104265789772638,0.3329034086313346,1.0,0.03500398101608012,0.6352647164202615,1.0,
4.0,3,full_fit,37,2.572456133588225,True,False,0,True,"{""x_n"": 30, ""x_s"": 30, ""x_p"": 30, ""r_n"": 10, ""r_p"": 10}",6.0,4.0,3.98,4.18,4.5,4.0531385424653426,5.0,1.2479894576977797,0.025220962233789546,0.41162872972598447,1.0,0.022103732471081185,0.3329315215631699,1.0,0.03500512877908557,0.6352082394256857,1.0,
4.0,3,full_fit,47,2.598199957068556,True,False,0,True,"{""x_n"": 30, ""x_s"": 30, ""x_p"": 30, ""r_n"": 10, ""r_p"": 10}",6.0,4.0,3.98,4.18,4.5,4.0,5.0,1.2502441967297528,0.025794606204929082,0.4113901779310309,1.0,0.023343824246385488,0.33323810126362546,1.0,0.033858499517790214,0.6337926710605046,1.0,
4.0,3,prefix_fit,7,0.8452382800202494,True,False,0,True,"{""x_n"": 30, ""x_s"": 30, ""x_p"": 30, ""r_n"": 10, ""r_p"": 10}",6.0,4.0,3.98,4.18,4.5,4.0,22.156639913188446,0.865654020271612,0.025533161268970938,0.6205762886851102,1.0,0.02306282787476469,0.16174377424474504,1.0,0.033637235194267964,1.3486739361797244,1.0,
4.0,3,prefix_fit,17,0.779152112607205,True,True,0,True,"{""x_n"": 30, ""x_s"": 30, ""x_p"": 30, ""r_n"": 10, ""r_p"": 10}",6.0,5.0,3.98,4.18,4.5,4.096293497150698,22.040323411385273,0.8668193633545515,0.027125506042834292,0.6237298706244301,1.0,0.0215872805476886,0.1617930854432114,1.0,0.04258418354882679,1.3558966788853914,1.0,
4.0,3,prefix_fit,27,0.8487341875113152,True,False,0,True,"{""x_n"": 30, ""x_s"": 30, ""x_p"": 30, ""r_n"": 10, ""r_p"": 10}",6.0,4.801957671794344,3.98,4.18,4.5,4.0,22.112984696532163,0.8678203500135889,0.02675689324814006,0.6209924482014821,1.0,0.02312945375848989,0.16176232695234577,1.0,0.03793095467592193,1.3496214185345006,1.0,
4.0,3,prefix_fit,37,0.8419265323031302,True,False,0,True,"{""x_n"": 30, ""x_s"": 30, ""x_p"": 30, ""r_n"": 10, ""r_p"": 10}",6.0,4.0,3.98,4.18,4.544344368246181,4.0,21.958528678909342,0.8661574645848779,0.03376598501979997,0.6229998969120691,1.0,0.022974562212639923,0.16176650307360174,1.0,0.05988288212179581,1.354232200747867,1.0,
4.0,3,prefix_fit,47,0.8439830592003115,True,False,0,True,"{""x_n"": 30, ""x_s"": 30, ""x_p"": 30, ""r_n"": 10, ""r_p"": 10}",6.0,4.313182541760285,3.98,4.18,4.541254978543071,4.0,21.939531784251816,0.8665614411993823,0.0338895673600293,0.6222710115655989,1.0,0.023014639492337053,0.16179058870645685,1.0,0.060169392214319925,1.3525459350603264,1.0,
5.0,1,full_fit,7,2.3156941039104764,True,False,0,True,"{""x_n"": 30, ""x_s"": 30, ""x_p"": 30, ""r_n"": 10, ""r_p"": 10}",6.0,4.571383961776707,3.98,4.18,6.195307018428818,5.425004525735671,7.697153209705473,1.2410054600043328,0.020649119147889642,0.4082719574483402,0.999664654594232,0.022297756846598973,0.2998671661721338,1.0,0.011960433435760132,0.6883876003149182,0.998324958123953,
5.0,1,full_fit,17,2.3507463443766943,True,False,0,True,"{""x_n"": 30, ""x_s"": 30, ""x_p"": 30, ""r_n"": 10, ""r_p"": 10}",5.488386117204862,4.550510951426903,3.98,4.18,6.194986083282028,5.465281816379039,7.392147474364544,1.2440513251715444,0.02152988699548688,0.4081358452037039,0.999664654594232,0.023262766707142325,0.3079947840293165,1.0,0.012366271683006686,0.6734623362766194,0.998324958123953,
