iteration,best_objective,solver_failures,evaluations
0,3.6765378478293362,0,20
1,3.6765378478293362,0,40
2,3.2985786920626228,0,60
3,0.9815300495051149,0,80
4,0.9815300495051149,0,100
5,0.863315780527769,0,120
6,0.863315780527769,0,140
7,0.863315780527769,0,160
8,0.863315780527769,0,180
9,0.8585347226234997,0,200
10,0.8436947869056688,0,220
11,0.8356386039382424,0,240
12,0.8356386039382424,0,260
13,0.8285669315958589,0,280
14,0.8285669315958589,0,300
15,0.8199721243739133,0,320
16,0.8123528097688066,0,340
17,0.8123528097688066,0,360
18,0.8123528097688066,0,380
19,0.8123528097688066,0,400
20,0.8123528097688066,0,420
21,0.8123528097688066,0,440
22,0.811411374382671,0,460
23,0.803741847225387,0,480
24,0.803741847225387,0,500
25,0.8022899158157135,0,520
26,0.8008498258709599,0,540
27,0.797993908337943,0,560
28,0.7945374877267721,0,580
29,0.7862416538243377,0,600
30,0.7810525698262573,0,620
31,0.7802717013806626,0,640
32,0.7802717013806626,0,660
33,0.7798453952574521,0,680
34,0.7796065818244459,0,700
35,0.7796065818244459,0,720
36,0.7795660085926164,0,740
37,0.7791861121096704,0,760
38,0.7791861121096704,0,780
39,0.7791861121096704,0,800
40,0.779175798385032,0,820
41,0.779175798385032,0,840
42,0.7791748836876178,0,860
43,0.7791729067424553,0,880
44,0.7791729067424553,0,900
45,0.7791729067424553,0,920
46,0.779152112607205,0,940
47,0.779152112607205,0,960
48,0.779152112607205,0,980
49,0.779152112607205,0,1000
50,0.779152112607205,0,1020
