iteration,best_objective,solver_failures,evaluations
0,9.68773745298984,0,20
1,4.487327767701332,0,40
2,4.487327767701332,0,60
3,4.487327767701332,0,80
4,4.487327767701332,0,100
5,4.487327767701332,0,120
6,4.349798903139452,0,140
7,2.9398753514164797,0,160
8,2.78424521348966,0,180
9,2.78424521348966,0,200
10,2.761380924977088,0,220
11,2.761380924977088,0,240
12,2.761380924977088,0,260
13,2.6716245764188526,0,280
14,2.6716245764188526,0,300
15,2.6716245764188526,0,320
16,2.6716245764188526,0,340
17,2.6716245764188526,0,360
18,2.6716245764188526,0,380
19,2.6716245764188526,0,400
20,2.6716245764188526,0,420
21,2.615290102977946,0,440
22,2.4961843390887775,0,460
23,2.4961843390887775,0,480
24,2.4790355288510613,0,500
25,2.454475736945762,0,520
26,2.426377057428575,0,540
27,2.3839140189309207,0,560
28,2.368749788087661,0,580
29,2.3463398426270468,0,600
30,2.33658185697511,0,620
31,2.329839401225363,0,640
32,2.3261524953401076,0,660
33,2.324108882112849,0,680
34,2.3229757359895133,0,700
35,2.3229757359895133,0,720
36,2.3228085726270815,0,740
37,2.3228085726270815,0,760
38,2.32264129503684,0,780
39,2.3226045608453054,0,800
40,2.3225014937537916,0,820
41,2.3225014937537916,0,840
42,2.3222746070705726,0,860
43,2.3222746070705726,0,880
44,2.3220329227269296,0,900
45,2.321986292508737,0,920
46,2.321986292508737,0,940
47,2.3180460527755526,0,960
48,2.3180460527755526,0,980
49,2.3180150772155654,0,1000
50,2.3156941039104764,0,1020
