method,scenario,seed,first_balance_time_s,balance_maintained_after_first,balanced_target90_time_s,target_reached,final_time_s,final_soc_1,final_soc_2,final_soc_3,final_soc_std,positive_charge_Ah,discharged_Ah,terminal_input_energy_Wh,max_voltage_V,max_temperature_K,safety_filter_interventions,full_charging_comparison_valid
MBA_RL_reconstructed,A,7,,False,,False,900.0,0.15674234916773008,0.4689281238078556,0.5598202303996094,0.1726245480376167,2.4499999999999993,-0.0,9.25020221871404,3.9734986033699182,301.70915002360704,0,False
CC_then_balancing_reconstructed,A,7,,False,,False,900.0,0.33891515439044695,0.43904722116253864,0.5389151543904451,0.08164968182782363,3.000000000000001,-0.0,11.203239265520082,3.93915245849316,301.13317001793763,0,False
MBA_RL_reconstructed,B,7,,False,,False,900.0,0.5986439429880577,0.583666527406884,0.8642541686434255,0.12888519411772495,2.2875000000000005,-0.0,9.092215968762195,4.198803429070397,302.4102870917876,6,False
CC_then_balancing_reconstructed,B,7,,False,,False,900.0,0.48814568408247594,0.5239047221162506,0.5656102256553641,0.03165581046830928,1.0375,0.7125000000000001,3.9635433617231826,4.120041248642829,300.13141075865724,0,False
