iteration,best_objective,solver_failures,evaluations
0,1.8873748227873337,0,20
1,1.8873748227873337,0,40
2,1.251164912340693,0,60
3,0.9728395567643491,0,80
4,0.9473975293185206,0,100
5,0.8730693462442274,0,120
6,0.8327503288653552,0,140
7,0.8327503288653552,0,160
8,0.8327503288653552,0,180
9,0.8327503288653552,0,200
10,0.8327503288653552,0,220
11,0.8270592442893178,0,240
12,0.8015969104074758,0,260
13,0.8015969104074758,0,280
14,0.8015969104074758,0,300
15,0.7928511624863577,0,320
16,0.7928511624863577,0,340
17,0.7928511624863577,0,360
18,0.7928511624863577,0,380
19,0.7928511624863577,0,400
20,0.7865208418182102,0,420
21,0.7865208418182102,0,440
22,0.7844525121824106,0,460
23,0.7844525121824106,0,480
24,0.7844525121824106,0,500
25,0.7813972259232185,0,520
26,0.7813972259232185,0,540
27,0.7789251821803109,0,560
28,0.7786308070544683,0,580
29,0.7786308070544683,0,600
30,0.7786308070544683,0,620
31,0.7782872015082081,0,640
32,0.7782872015082081,0,660
33,0.7781838303694203,0,680
34,0.7781838296521267,0,700
35,0.7781140461405007,0,720
36,0.7781140461405007,0,740
37,0.7779436934104769,0,760
38,0.7779436934104769,0,780
39,0.7779436934104769,0,800
40,0.7778635057032168,0,820
41,0.7777991267545006,0,840
42,0.7777384487543739,0,860
43,0.7777384487543739,0,880
44,0.777645999786472,0,900
45,0.777645999786472,0,920
46,0.7774517426062564,0,940
47,0.7773279546412776,0,960
48,0.7773213493583284,0,980
49,0.7772962790379843,0,1000
50,0.7772962790379843,0,1020
