time_s,measured_V,fitted_V,measured_C,fitted_C,model_covers_time
0.0,4.1232,4.0780535414985,24.9,24.899999999999977,True
1.0,4.1232,4.074881667675866,24.9,24.905278964654883,True
2.0,4.1176,4.071836682636382,24.9,24.910566767531463,True
3.0,4.1136,4.068914790923168,24.9,24.91586397183727,True
4.0,4.1102,4.066112810872995,24.9,24.921170736716192,True
5.0,4.1074,4.063425850884098,24.7,24.926486976503497,True
6.0,4.1046,4.060848079193932,24.9,24.931812455300303,True
7.0,4.1021,4.058373399037354,24.9,24.937146857111713,True
8.0,4.1,4.055995860419324,24.9,24.94248982761559,True
9.0,4.0981,4.053709783502077,24.7,24.94784098602952,True
10.0,4.0959,4.051509786555351,24.9,24.953199934744703,True
11.0,4.0944,4.049390815550039,24.9,24.958566263041973,True
12.0,4.0925,4.04734815956503,24.9,24.963939556564867,True
13.0,4.0913,4.045377454635605,24.9,24.969319403461782,True
14.0,4.0891,4.043474654338933,24.9,24.974705394878924,True
15.0,4.0879,4.041636020741632,24.9,24.980097126175508,True
16.0,4.0863,4.039858075038537,24.9,24.985494200025926,True
17.0,4.0848,4.038137566047911,24.9,24.990896225156746,True
18.0,4.0838,4.036471537802746,24.9,24.99630281582853,True
19.0,4.0823,4.034857162004362,24.9,25.00171359670037,True
20.0,4.0811,4.033291920506012,24.9,25.007128196829854,True
21.0,4.0798,4.031773351379717,24.9,25.01254625868239,True
22.0,4.0786,4.030299270316313,24.9,25.017967429520354,True
23.0,4.0776,4.028867500141071,24.9,25.02339137036404,True
24.0,4.0764,4.027476151206761,24.9,25.028817747449068,True
25.0,4.0755,4.0261234569528135,24.9,25.034246236573267,True
26.0,4.0742,4.024807575560259,24.9,25.03967652565848,True
27.0,4.0727,4.023527023700096,24.9,25.045108307755356,True
28.0,4.0718,4.022280378276749,24.9,25.05054128550222,True
29.0,4.0708,4.021066107249723,24.9,25.05597517256865,True
30.0,4.0696,4.019882978588082,24.9,25.061409688919525,True
31.0,4.0687,4.018729779159954,24.9,25.06684456379179,True
32.0,4.068,4.017605311024995,24.9,25.072279534222446,True
33.0,4.0668,4.016508482884962,24.9,25.077714346049845,True
34.0,4.0662,4.015438241544092,24.9,25.083148753144428,True
35.0,4.0649,4.014393639757319,24.7,25.08858251523162,True
36.0,4.064,4.013373737725037,24.9,25.094015400876117,True
37.0,4.0631,4.012377639934272,24.9,25.09944718589111,True
38.0,4.0625,4.0114045458422565,24.9,25.104877652039647,True
39.0,4.0615,4.010453676739083,24.9,25.110306588188962,True
40.0,4.0606,4.0095242854049,24.9,25.11573378985264,True
41.0,4.06,4.008615681376417,24.9,25.121159059447393,True
42.0,4.059,4.007727206027967,24.9,25.126582205207114,True
43.0,4.0584,4.006858228301046,24.9,25.13200304086422,True
44.0,4.0572,4.0060081493107775,24.9,25.137421385955122,True
45.0,4.0566,4.0051763965891976,24.9,25.142837065396975,True
46.0,4.0556,4.004362445216471,24.9,25.14824991331335,True
47.0,4.055,4.003565766482212,24.9,25.153659764693828,True
48.0,4.0541,4.002785857724228,24.9,25.159066460601082,True
49.0,4.0535,4.002022234146384,24.9,25.164469847029977,True
50.0,4.0525,4.001274436250086,24.9,25.169869775080542,True
51.0,4.0519,4.000542090087231,24.9,25.17526610402524,True
52.0,4.0513,3.9998247370056093,24.9,25.180658692441853,True
53.0,4.0507,3.9991219676672034,24.9,25.186047405008935,True
54.0,4.0494,3.9984333837854664,24.9,25.191432110455082,True
55.0,4.0488,3.9977586303472026,24.9,25.196812682610982,True
56.0,4.0482,3.9970974025002755,24.9,25.202189000590693,True
57.0,4.0476,3.996449322736242,24.7,25.207560944192267,True
58.0,4.0469,3.9958140594609444,24.9,25.212928398075235,True
59.0,4.0463,3.9951912910313454,24.9,25.21829125034543,True
60.0,4.0457,3.9945807369879573,24.9,25.2236493941229,True
61.0,4.0451,3.993982118856653,24.9,25.229002725396924,True
62.0,4.0442,3.99339514397163,24.9,25.234351142034313,True
63.0,4.0438,3.9928195427103703,24.9,25.239694545667362,True
64.0,4.0432,3.992255054345335,24.9,25.245032840844885,True
65.0,4.0426,3.9917014376752724,24.9,25.25036593742209,True
66.0,4.0417,3.99115844951463,25.0,25.25569374581272,True
67.0,4.0411,3.9906258550312494,24.9,25.26101617927918,True
68.0,4.0404,3.9901034280405017,24.9,25.266333154015626,True
69.0,4.0398,3.98959094968976,25.0,25.27164458894987,True
70.0,4.0395,3.989088221237887,24.9,25.27695041024947,True
71.0,4.0389,3.9885950302820947,25.0,25.282250539723066,True
72.0,4.0383,3.9881111767884074,25.0,25.2875449038566,True
73.0,4.038,3.9876364654436034,24.9,25.292833431235806,True
74.0,4.0373,3.9871707051445884,24.9,25.298116052422415,True
75.0,4.0367,3.9867137085026108,24.9,25.303392699829203,True
76.0,4.0364,3.9862652913621957,25.0,25.30866330759602,True
77.0,4.0358,3.985825321031905,24.9,25.313927821336165,True
78.0,4.0352,3.9853936361300772,25.0,25.319186182061742,True
79.0,4.0349,3.9849700490383833,24.9,25.32443832646169,True
80.0,4.0339,3.9845543971852933,25.0,25.329684197276606,True
81.0,4.0333,3.984146520436553,25.0,25.334923738712916,True
82.0,4.033,3.9837462607239025,24.9,25.34015689633344,True
83.0,4.0324,3.983353461685334,25.0,25.345383616948766,True
84.0,4.0318,3.9829679877003215,25.0,25.350603852492156,True
85.0,4.0314,3.982589787709967,24.9,25.35581757330891,True
86.0,4.0311,3.9822186601825007,25.0,25.361024719742716,True
87.0,4.0305,3.9818544705838295,25.0,25.366225246655972,True
88.0,4.0302,3.9814970866616766,25.0,25.371419110182387,True
89.0,4.0296,3.981146378225293,25.0,25.376606267650686,True
90.0,4.0293,3.980802216931139,25.0,25.38178667750782,True
91.0,4.0287,3.9804644760744705,25.0,25.386960299242503,True
92.0,4.0283,3.9801330914126347,25.0,25.392127107778606,True
93.0,4.0277,3.9798079384917426,24.9,25.397287064626937,True
94.0,4.0274,3.9794888901240735,25.0,25.40244013120315,True
95.0,4.0268,3.9791758373716974,24.9,25.40758627383684,True
96.0,4.0259,3.978868673517104,25.2,25.41272545997242,True
97.0,4.0256,3.9785672939416883,25.0,25.417857658118862,True
98.0,4.0252,3.9782715960067025,25.0,25.422982837798543,True
99.0,4.0246,3.9779814847248445,25.0,25.428100971814217,True
100.0,4.0243,3.9776968755415747,25.0,25.43321203741715,True
101.0,4.024,3.9774176641230636,25.0,25.43831600417377,True
102.0,4.0234,3.9771437579202327,25.0,25.44341284657412,True
103.0,4.0231,3.9768750662193146,25.0,25.44850254006326,True
104.0,4.0228,3.976611500054546,25.0,25.453585061001093,True
105.0,4.0221,3.9763529721227076,25.0,25.458660386623592,True
106.0,4.0218,3.9760993966994342,25.0,25.463728495003295,True
107.0,4.0212,3.975850690000119,25.0,25.468789368054786,True
