episode,environment_steps,epsilon,reward,loss,charging_target_reached,charge_phase_constraints_satisfied,failure_reason,initial_soc,elapsed_wall_s
1,38,0.5,-145.9919583844824,,True,False,,"[0.1, 0.2, 0.3]",11.954025300000012
2,73,0.49145,-212.615543337648,,True,False,,"[0.3, 0.5, 0.7]",22.265544699999964
3,110,0.483575,-242.05896388858451,,True,False,,"[0.20504336472595097, 0.11185774668732996, 0.5061029358935236]",33.231609100000014
4,151,0.47525,-224.07152886613656,,True,False,,"[0.21558032736681548, 0.4035457972594211, 0.14497732303202765]",45.79881219999993
5,188,0.466025,-105.00686621307237,5.423226356506348,True,False,,"[0.1, 0.2, 0.3]",57.636767899999995
6,237,0.4577,-287.82047707878496,4.42784309387207,True,False,,"[0.3, 0.5, 0.7]",70.71015659999989
7,268,0.446675,-184.63611152070874,4.115537166595459,True,False,,"[0.17568645746169254, 0.5647175215990091, 0.29559678396418865]",80.63249489999998
8,328,0.4397,-448.81940071694606,6.53216028213501,False,False,,"[0.5488077092733465, 0.3897114472027201, 0.15897728752485943]",97.14742479999995
9,380,0.4262,-311.3766205473841,3.934767246246338,True,False,,"[0.1, 0.2, 0.3]",111.39379229999986
10,394,0.4145,-2134.9768688827485,,False,False,event: Maximum voltage [V],"[0.3, 0.5, 0.7]",117.56601729999988
11,452,0.41135,-220.1825872541226,8920.2509765625,True,False,,"[0.280709298650612, 0.24472184976234732, 0.28784414680246884]",132.74665349999987
12,506,0.3983,-351.00898264987916,7951.32568359375,True,False,,"[0.465710074097918, 0.2035209132539057, 0.56907474880237]",146.3834428
13,566,0.38615,-331.8436392122009,7092.7021484375,False,False,,"[0.1, 0.2, 0.3]",162.59672849999993
14,614,0.37265000000000004,-2291.8765229689966,13043.06640625,False,False,event: Maximum voltage [V],"[0.3, 0.5, 0.7]",175.91226549999988
15,666,0.36185,-398.81144740656345,11997.3310546875,True,False,,"[0.18077386560583603, 0.6670527697612295, 0.7300513313800335]",188.42624499999988
16,690,0.35014999999999996,-62.04662406734145,,True,False,,"[0.6918906373333122, 0.7171826215250795, 0.6394256311371908]",196.40314869999997
17,750,0.34475,-259.9418625343809,10603.5537109375,False,False,,"[0.1, 0.2, 0.3]",211.1651781999999
18,801,0.33125,-296.7824354653697,9902.6953125,True,False,,"[0.3, 0.5, 0.7]",224.258284
19,861,0.319775,-340.97998404835954,9188.71875,False,False,,"[0.30991572167162484, 0.6445849642685075, 0.21943834263148043]",238.55941519999988
20,921,0.30627499999999996,-453.3243631498537,8569.181640625,True,False,,"[0.7161519505949545, 0.27085749109775226, 0.6605236397152257]",251.82073179999998
21,981,0.292775,-262.9245037972322,8024.98876953125,False,False,,"[0.1, 0.2, 0.3]",266.30928489999997
22,1016,0.279275,-196.73024217360467,7732.19775390625,True,False,,"[0.3, 0.5, 0.7]",277.00477060000003
23,1060,0.2714,-234.02436574449902,7396.923828125,True,False,,"[0.36899621604480715, 0.194940368016349, 0.5222122153812255]",371.60705259999986
24,1120,0.26149999999999995,-479.2413805180878,6994.58056640625,False,False,,"[0.3627906690128956, 0.12048490989269933, 0.494699400582545]",389.2396250999998
25,1166,0.24799999999999994,-170.17463815530652,6711.91259765625,True,False,,"[0.1, 0.2, 0.3]",404.3481970999999
26,1206,0.23765000000000003,-221.627511126274,6484.013671875,True,False,,"[0.3, 0.5, 0.7]",418.90468829999986
27,1252,0.22865000000000002,-181.4212570550371,6241.23876953125,True,False,,"[0.1302560615636161, 0.14416024369906985, 0.3284040343910733]",437.02887570000007
28,1286,0.2183,-64.06521274893711,,True,False,,"[0.41032962321418387, 0.5494731515711324, 0.5533593894328583]",451.50524299999984
29,1346,0.21065,-211.28520385892784,5802.47314453125,False,False,,"[0.1, 0.2, 0.3]",471.6968137000001
30,1369,0.19715,-2172.653113684933,8555.033203125,False,False,event: Maximum voltage [V],"[0.3, 0.5, 0.7]",482.298712
31,1418,0.191975,-294.74497594170947,8243.1162109375,True,False,,"[0.15348114214835964, 0.4530315788432344, 0.7129182404582636]",497.9302302999997
32,1452,0.18095,-150.67493229701589,8037.37548828125,True,False,,"[0.21327400716937037, 0.5213498380460827, 0.1645406213381951]",511.3140384999999
33,1510,0.1733,-134.25985376641694,8026.27978515625,True,False,,"[0.1, 0.2, 0.3]",529.9944927999998
34,1552,0.16025,-219.42297901890507,5269.88037109375,True,False,,"[0.3, 0.5, 0.7]",543.8021292000001
35,1583,0.1508,-33.66142153692422,,True,False,,"[0.603261692926837, 0.5968103223031496, 0.6463261712420059]",555.0909401000001
36,1603,0.14382499999999998,-2143.9714961107197,11213.734375,False,False,event: Maximum voltage [V],"[0.5043329695537582, 0.33678163361368524, 0.7471079844369316]",564.5940217
37,1649,0.13932499999999998,-150.71077722247068,,True,False,,"[0.1, 0.2, 0.3]",581.8170591999999
38,1686,0.128975,-200.77797891078342,11111.857421875,True,False,,"[0.3, 0.5, 0.7]",594.5642243
39,1746,0.12064999999999998,-425.5142854812103,11068.080078125,False,False,,"[0.10916864303364508, 0.49416224591542124, 0.23461615798217794]",612.8504219999998
