time_s,cell,soc,soc_std,voltage_V,temperature_K,current_A,interval_mean_voltage_V,interval_max_voltage_V,interval_max_temperature_K,reward_time,reward_balance,reward_voltage,reward_temperature
0.0,1,0.10000000000000007,0.08164965809277272,3.294285117503761,298.15,0.0,3.294285117503761,3.294285117503761,298.15,0.0,0.0,0.0,0.0
0.0,2,0.1999999999999999,0.08164965809277272,3.503547969306337,298.15,0.0,3.503547969306337,3.503547969306337,298.15,0.0,0.0,0.0,0.0
0.0,3,0.3000000000000004,0.08164965809277272,3.603529591032297,298.15,0.0,3.603529591032297,3.603529591032297,298.15,0.0,0.0,0.0,0.0
90.0,1,0.12646852588357088,0.08415252630023556,3.552575037504319,298.3867808453902,4.5,3.5028780672826327,3.552575037504319,298.3867808453902,-0.75,-3.207626315011778,-0.0,-0.0
90.0,2,0.2280038875149668,0.08415252630023556,3.677694941188057,298.3500083939973,4.5,3.6554856526712234,3.677694941188057,298.3500083939973,-0.75,-3.207626315011778,-0.0,-0.0
90.0,3,0.3325917419273048,0.08415252630023556,3.804575740783109,298.3482313683759,5.0,3.7740466756190916,3.804575740783109,298.3482313683759,-0.75,-3.207626315011778,-0.0,-0.0
180.0,1,0.16175989372833188,0.06986597286126223,3.649503677930769,298.7758513274264,6.0,3.622497667499958,3.649503677930769,298.7758513274264,-0.75,-2.493298643063111,-0.0,-0.0
180.0,2,0.25600777502993366,0.06986597286126223,3.7080841716015223,298.5523127379266,4.5,3.693008905722205,3.7080841716015223,298.5523127379266,-0.75,-2.493298643063111,-0.0,-0.0
180.0,3,0.3325917419273054,0.06986597286126223,3.6422846406000233,298.34667529672595,0.0,3.6508500152295382,3.674688392083186,298.3482313683759,-0.75,-2.493298643063111,-0.0,-0.0
270.0,1,0.18822841961190281,0.0599770535468948,3.632577803813668,299.00375599588875,4.5,3.62548058361942,3.632577803813668,299.00375599588875,-0.75,-1.9988526773447404,-0.0,-0.0
270.0,2,0.2840116625449007,0.0599770535468948,3.7389021269107916,298.7483507775607,4.5,3.7234407085044774,3.7389021269107916,298.7483507775607,-0.75,-1.9988526773447404,-0.0,-0.0
270.0,3,0.3325917419273068,0.0599770535468948,3.6387606945274715,298.3451314403406,0.0,3.6401668411841848,3.6422846406000233,298.34667529672595,-0.75,-1.9988526773447404,-0.0,-0.0
360.0,1,0.2235197874566638,0.048390039378182405,3.6987586427214802,299.3680900621523,6.0,3.681045304509879,3.6987586427214802,299.3680900621523,-0.75,-1.4195019689091202,-0.0,-0.0
360.0,2,0.31823863617430453,0.048390039378182405,3.8034560568256026,299.02295170453107,5.5,3.7823281608761596,3.8034560568256026,299.02295170453107,-0.75,-1.4195019689091202,-0.0,-0.0
360.0,3,0.33259174192730756,0.048390039378182405,3.637487031969272,298.34359972025544,0.0,3.638039747113142,3.6387606945274715,298.3451314403406,-0.75,-1.4195019689091202,-0.0,-0.0
450.0,1,0.25881115530142496,0.04317155834734921,3.7331088685248632,299.7254111840513,6.0,3.7155525069039474,3.7331088685248632,299.7254111840513,-0.75,-1.1585779173674604,-0.0,-0.0
450.0,2,0.3306848084031788,0.04317155834734921,3.7112301784710287,299.0538978045853,2.0,3.714037270798305,3.7320315225381036,299.0538978045853,-0.75,-1.1585779173674604,-0.0,-0.0
450.0,3,0.36192430966188194,0.04317155834734921,3.817147146582477,298.50443385810405,4.5,3.7906268964695014,3.817147146582477,298.50443385810405,-0.75,-1.1585779173674604,-0.0,-0.0
540.0,1,0.28527968118499597,0.032616221489206176,3.7201692153833066,299.92544418083,4.5,3.7103894368337387,3.7201692153833066,299.92544418083,-0.75,-0.6308110744603088,-0.0,-0.0
540.0,2,0.3431309806320527,0.032616221489206176,3.7189217121996068,299.0813680178537,2.0,3.714773256523354,3.7189217121996068,299.0813680178537,-0.75,-0.6308110744603088,-0.0,-0.0
540.0,3,0.3619243096618833,0.032616221489206176,3.668387471075694,298.50165163204747,0.0,3.6767116536424167,3.6988795264098098,298.50443385810405,-0.75,-0.6308110744603088,-0.0,-0.0
630.0,1,0.31174820706856665,0.02230820516755786,3.74564338117607,300.11595407404894,4.5,3.732908794685768,3.74564338117607,300.11595407404894,-0.75,-0.11541025837789304,-0.0,-0.0
630.0,2,0.35557715286092667,0.02230820516755786,3.7283205363727223,299.10802357395454,2.0,3.7235722583388227,3.7283205363727223,299.10802357395454,-0.75,-0.11541025837789304,-0.0,-0.0
