time_s,cell,soc,soc_std,voltage_V,temperature_K,current_A,interval_mean_voltage_V,interval_max_voltage_V,interval_max_temperature_K,reward_time,reward_balance,reward_voltage,reward_temperature
2160.0,2,0.7289623197271484,0.07763838863167978,4.1564685160079655,300.66536854128134,4.5,4.142136983711602,4.1564685160079655,300.66536854128134,-0.75,-2.881919431583989,-0.0,-0.0
2160.0,3,0.7693210837532085,0.07763838863167978,4.164722176393756,299.90406992059127,3.5,4.1515803005328715,4.164722176393756,299.90406992059127,-0.75,-2.881919431583989,-0.0,-0.0
2250.0,1,0.6087838864286452,0.07749465900789802,3.967516972043566,300.960055435739,3.5,3.956626848257096,3.967516972043566,300.960055435739,-0.75,-2.874732950394901,-0.0,-0.0
2250.0,2,0.7569662072421159,0.07749465900789802,4.182316152241821,300.8152480069285,4.5,4.169718565111309,4.182316152241821,300.8152480069285,-0.75,-2.874732950394901,-0.0,-0.0
2250.0,3,0.7856169547168629,0.07749465900789802,4.14608979656937,299.9482075356047,2.5,4.142425254694713,4.14608979656937,299.9482075356047,-0.75,-2.874732950394901,-0.0,-0.0
2340.0,1,0.6293705176714227,0.07765245404542025,3.988364033473494,301.04909006779343,3.5,3.9776620568259307,3.988364033473494,301.04909006779343,-0.75,-2.882622702271012,-0.05429318671607675,-0.0
2340.0,2,0.7849700947570822,0.07765245404542025,4.202714659335804,300.96400590483415,4.5,4.193084499312921,4.202714659335804,300.96400590483415,-0.75,-2.882622702271012,-0.05429318671607675,-0.0
2340.0,3,0.8019128256805164,0.07765245404542025,4.156105808570365,299.9916058429396,2.5,4.151160726163508,4.156105808570365,299.9916058429396,-0.75,-2.882622702271012,-0.05429318671607675,-0.0
2430.0,1,0.6499571489142011,0.0732534393740758,4.01363520908653,301.1371903596165,3.5,4.00063128980196,4.01363520908653,301.1371903596165,-0.75,-2.66267196870379,-0.0,-0.0
2430.0,2,0.7880816378143012,0.0732534393740758,4.073754999454785,300.9190875205172,0.5,4.0832825792549805,4.104868494085451,300.96400590483415,-0.75,-2.66267196870379,-0.0,-0.0
2430.0,3,0.8182086966441708,0.0732534393740758,4.164468860218253,300.03513235240655,2.5,4.160469063368136,4.164468860218253,300.03513235240655,-0.75,-2.66267196870379,-0.0,-0.0
2520.0,1,0.6646618855161851,0.0749347656641071,4.001432911684546,301.1651022216028,2.5,3.9948465970786513,4.001432911684546,301.1651022216028,-0.75,-2.746738283205355,-0.0,-0.0
2520.0,2,0.8098624392148301,0.0749347656641071,4.183823966556355,300.9902760154909,3.5,4.170980304371637,4.183823966556355,300.9902760154909,-0.75,-2.746738283205355,-0.0,-0.0
