iteration,best_objective,solver_failures,evaluations
0,46.32079416873142,0,20
1,46.32079416873142,0,40
2,38.46516929248321,0,60
3,18.151576650902154,0,80
4,13.341796861040898,0,100
5,13.217914440219893,0,120
6,8.50892708983665,0,140
7,5.42977380964634,0,160
8,5.42977380964634,0,180
9,3.0130389970220692,0,200
10,2.8666442082216577,0,220
11,2.3540994113878453,0,240
12,2.3540994113878453,0,260
13,2.3540994113878453,0,280
14,2.3540994113878453,0,300
15,2.3540994113878453,0,320
16,2.3540994113878453,0,340
17,2.3540994113878453,0,360
18,2.3540994113878453,0,380
19,2.3540994113878453,0,400
20,2.3540994113878453,0,420
21,2.3540994113878453,0,440
22,2.3540994113878453,0,460
23,2.3540994113878453,0,480
24,2.314809417278012,0,500
25,2.310235428565882,0,520
26,2.283017861835715,0,540
27,2.283017861835715,0,560
28,2.283017861835715,0,580
29,2.283017861835715,0,600
30,2.2807218975608428,0,620
31,2.2807218975608428,0,640
32,2.2807218975608428,0,660
33,2.2807218975608428,0,680
34,2.2807218975608428,0,700
35,2.2776227928227866,0,720
36,2.275875732006398,0,740
37,2.275875732006398,0,760
38,2.275875732006398,0,780
39,2.2758675160618065,0,800
40,2.275352007911125,0,820
41,2.275352007911125,0,840
42,2.275352007911125,0,860
43,2.275205431842672,0,880
44,2.275205431842672,0,900
45,2.2742918906263645,0,920
46,2.274285253168059,0,940
47,2.274285253168059,0,960
48,2.2742793919997504,0,980
49,2.2742793919997504,0,1000
50,2.2742793919997504,0,1020
