iteration,best_objective,solver_failures,evaluations
0,21.64542201495157,0,20
1,13.45576948433658,0,40
2,5.235154979935004,0,60
3,4.826556839047442,0,80
4,4.826556839047442,0,100
5,4.826556839047442,0,120
6,4.826556839047442,0,140
7,4.309442260226304,0,160
8,2.7556266470806006,0,180
9,2.7556266470806006,0,200
10,2.7556266470806006,0,220
11,2.7556266470806006,0,240
12,2.7556266470806006,0,260
13,2.7556266470806006,0,280
14,2.7556266470806006,0,300
15,2.68716567803574,0,320
16,2.68716567803574,0,340
17,2.68716567803574,0,360
18,2.68716567803574,0,380
19,2.68716567803574,0,400
20,2.68716567803574,0,420
21,2.68716567803574,0,440
22,2.68716567803574,0,460
23,2.68716567803574,0,480
24,2.6437956065901687,0,500
25,2.6437956065901687,0,520
26,2.6435759220800072,0,540
27,2.611342971631574,0,560
28,2.5269303442571953,0,580
29,2.5260999248818043,0,600
30,2.5260999248818043,0,620
31,2.5130130620776354,0,640
32,2.4894943271527428,0,660
33,2.4894943271527428,0,680
34,2.4581126753516074,0,700
35,2.4581126753516074,0,720
36,2.4340268098802778,0,740
37,2.4065073098017136,0,760
38,2.38188741822382,0,780
39,2.3733535513339246,0,800
40,2.370096602916625,0,820
41,2.3687408782910326,0,840
42,2.364172452498787,0,860
43,2.36246393078964,0,880
44,2.36246393078964,0,900
45,2.36246393078964,0,920
46,2.3574229482345785,0,940
47,2.3559713972424423,0,960
48,2.3559085285951142,0,980
49,2.3532338886908,0,1000
50,2.3507463443766943,0,1020
