iteration,best_objective,solver_failures,evaluations
0,30.466579803300256,0,20
1,20.25068381585924,0,40
2,12.76288770214714,0,60
3,4.789866672543559,0,80
4,4.451763502601052,0,100
5,3.028203648547793,0,120
6,3.028203648547793,0,140
7,3.028203648547793,0,160
8,2.964057927639974,0,180
9,2.964057927639974,0,200
10,2.964057927639974,0,220
11,2.964057927639974,0,240
12,2.9363792470186088,0,260
13,2.9363792470186088,0,280
14,2.9341939889065687,0,300
15,2.583144329274692,0,320
16,2.495989270940697,0,340
17,2.4902362528540776,0,360
18,2.47833317527022,0,380
19,2.3486972565928306,0,400
20,2.3486972565928306,0,420
21,2.3486972565928306,0,440
22,2.3486972565928306,0,460
23,2.323155909145195,0,480
24,2.323155909145195,0,500
25,2.248539552413347,0,520
26,2.248539552413347,0,540
27,2.248539552413347,0,560
28,2.248539552413347,0,580
29,2.248539552413347,0,600
30,2.248539552413347,0,620
31,2.248539552413347,0,640
32,2.248539552413347,0,660
33,2.246733431052458,0,680
34,2.2409514938423487,0,700
35,2.2409514938423487,0,720
36,2.2409514938423487,0,740
37,2.2388333982216846,0,760
38,2.237577124258068,0,780
39,2.2358102436653886,0,800
40,2.2342488995134495,0,820
41,2.2304540535462634,0,840
42,2.2292917331324,0,860
43,2.2292917331324,0,880
44,2.2292917331324,0,900
45,2.2292917331324,0,920
46,2.2292917331324,0,940
47,2.2289992257563025,0,960
48,2.228993491388256,0,980
49,2.2287238272380794,0,1000
50,2.2286130902472667,0,1020
