iteration,best_objective,solver_failures,evaluations
0,3.860560613036349,0,20
1,3.860560613036349,0,40
2,3.860560613036349,0,60
3,3.860560613036349,0,80
4,3.860560613036349,0,100
5,3.860560613036349,0,120
6,3.860560613036349,0,140
7,3.775417437583567,0,160
8,3.0808531174914595,0,180
9,2.807084196899369,0,200
10,2.5675230096904387,0,220
11,2.5675230096904387,0,240
12,2.5675230096904387,0,260
13,2.5675230096904387,0,280
14,2.5675230096904387,0,300
15,2.5675230096904387,0,320
16,2.5675230096904387,0,340
17,2.5675230096904387,0,360
18,2.5631371577776134,0,380
19,2.5114579929726633,0,400
20,2.5114579929726633,0,420
21,2.469267727834774,0,440
22,2.469267727834774,0,460
23,2.469267727834774,0,480
24,2.469267727834774,0,500
25,2.469267727834774,0,520
26,2.469267727834774,0,540
27,2.469267727834774,0,560
28,2.4628411500449046,0,580
29,2.4628411500449046,0,600
30,2.4628411500449046,0,620
31,2.4628411500449046,0,640
32,2.4628411500449046,0,660
33,2.4628411500449046,0,680
34,2.4628411500449046,0,700
35,2.4628411500449046,0,720
36,2.4628411500449046,0,740
37,2.461838809392118,0,760
38,2.461838809392118,0,780
39,2.461838809392118,0,800
40,2.461411239684284,0,820
41,2.4604680783029194,0,840
42,2.4604680783029194,0,860
43,2.46018100476865,0,880
44,2.4592503623583903,0,900
45,2.4589226467638663,0,920
46,2.4587242847656077,0,940
47,2.4587242847656077,0,960
48,2.4582985683342784,0,980
49,2.4550947488322077,0,1000
50,2.45377929006752,0,1020
