episode,environment_steps,epsilon,reward,loss,charging_target_reached,charge_phase_constraints_satisfied,failure_reason,initial_soc,elapsed_wall_s
22,834,0.322025,-188.34553905556584,2.322544813156128,True,True,,"[0.3, 0.5, 0.7]",1808.2373074000006
23,884,0.31235,-260.9428477794497,2.4494268894195557,True,True,,"[0.1932040359069614, 0.5702505717867393, 0.22913821320470326]",1895.7513885000008
24,917,0.30110000000000003,-209.87257607878516,2.3422114849090576,True,True,,"[0.1723422343453126, 0.6212002436741526, 0.7378771379663854]",1987.0623785999996
25,955,0.293675,-87.621321227152,2.4260687828063965,True,True,,"[0.1, 0.2, 0.3]",2057.9538113
26,979,0.285125,-79.58039797351543,,True,True,,"[0.3, 0.5, 0.7]",2115.4746237
27,1008,0.279725,-35.07740509700584,2.3484246730804443,True,True,,"[0.3847790935359694, 0.32664280301003334, 0.47701342007638836]",2180.171286999999
28,1042,0.2732,-137.6238327476445,,True,True,,"[0.6860083615504786, 0.27629403719410167, 0.6558643699832581]",2801.8070085
29,1091,0.26554999999999995,-173.2178927054861,2.4928650856018066,True,True,,"[0.1, 0.2, 0.3]",2888.5743865000004
30,1115,0.254525,-90.58429151037103,2.2765908241271973,True,True,,"[0.3, 0.5, 0.7]",2955.8606703999994
31,1155,0.24912499999999999,-166.24073640154054,2.5040626525878906,True,True,,"[0.5811630473043455, 0.5552784343480713, 0.4198248242690332]",3049.3153899999998
32,1187,0.24012499999999998,-185.27445378523012,,True,True,,"[0.13928816339882133, 0.6949752391425295, 0.1757267862856305]",3141.7000518000004
33,1218,0.232925,-87.33978457342116,2.4595842361450195,True,True,,"[0.1, 0.2, 0.3]",3217.3183114999993
34,1254,0.22594999999999998,-226.50802992334965,2.565385103225708,True,True,,"[0.3, 0.5, 0.7]",3298.3932772999997
35,1288,0.21785,-93.48617823961227,,True,True,,"[0.32814732922660106, 0.3864855514384138, 0.21577082858497482]",3394.3513292000007
36,1318,0.2102,-129.66583312783914,2.4851298332214355,True,True,,"[0.7085441649788516, 0.656401759218639, 0.38267430090942]",3473.8804944000003
37,1369,0.20344999999999996,-199.5355798503049,2.3108975887298584,True,True,,"[0.1, 0.2, 0.3]",3575.7908363999995
38,1424,0.191975,-392.6176688442541,2.540666103363037,True,True,,"[0.3, 0.5, 0.7]",3704.8269593000005
39,1449,0.17959999999999998,-48.45066789819184,,True,True,,"[0.3253585232882634, 0.4400170586666484, 0.3472138291970027]",3764.0450710999994
40,1475,0.173975,-97.92512823179668,2.373929738998413,True,True,,"[0.31450624039822767, 0.4071027639745216, 0.636027305219212]",3829.9961666
41,1511,0.16812499999999997,-98.74395304362679,2.22808837890625,True,True,,"[0.1, 0.2, 0.3]",3906.3067530000008
42,1538,0.16002500000000003,-114.74318400759162,,True,True,,"[0.3, 0.5, 0.7]",3972.8936636
43,1564,0.15394999999999998,-98.8053859229372,2.5665597915649414,True,True,,"[0.7428860951063534, 0.5338893083694767, 0.35740727275159356]",4034.4156263999994
44,1597,0.14809999999999995,-120.96791541274983,,True,True,,"[0.583287895624245, 0.6124054599698976, 0.4084634516133675]",4114.8731324
45,1635,0.140675,-110.41720263560869,2.03022837638855,True,True,,"[0.1, 0.2, 0.3]",4193.4722105
46,1660,0.132125,-102.62163958151046,2.1172666549682617,True,True,,"[0.3, 0.5, 0.7]",4252.9301569
47,1690,0.1265,-166.11708715201289,,True,True,,"[0.6883120033242561, 0.2415189385406855, 0.7287302090722335]",4318.505445000001
48,1728,0.11975000000000002,-124.16630023342864,2.414487838745117,True,True,,"[0.313190064471083, 0.10110788278942653, 0.44369781139768194]",4393.054743999999
49,1769,0.11120000000000002,-137.7830666354586,2.2859549522399902,True,True,,"[0.1, 0.2, 0.3]",4469.903274099999
50,1795,0.10197500000000004,-104.3931679214148,,True,True,,"[0.3, 0.5, 0.7]",4524.218018400001
51,1825,0.09612500000000002,-114.02848945639147,16.185483932495117,True,True,,"[0.23751096909078828, 0.6630067428366705, 0.4464704253127665]",4581.4915126
52,1851,0.08937499999999998,-85.02775845021195,14.62783145904541,True,True,,"[0.24077776332495154, 0.22980764788214347, 0.60903197982685]",4629.828944700001
53,1895,0.08352500000000002,-177.86949815993094,,True,True,,"[0.1, 0.2, 0.3]",4707.9395387
54,1921,0.073625,-96.81256069239498,11.082843780517578,True,True,,"[0.3, 0.5, 0.7]",4752.088251900001
55,1951,0.06777499999999997,-151.43160379127275,8.985311508178711,True,True,,"[0.25030187126630077, 0.5835195433129978, 0.629651239739126]",4816.2437558
56,1989,0.061024999999999996,-244.05534073689498,,True,True,,"[0.1242923725490937, 0.4442520835868703, 0.677872256074317]",4892.9608274
57,2029,0.052474999999999994,-127.51867112070873,6.620290279388428,True,True,,"[0.1, 0.2, 0.3]",4972.395303199999
58,2059,0.04999999999999999,-136.1213024707417,6.1064324378967285,True,True,,"[0.3, 0.5, 0.7]",5703.002567399999
59,2100,0.04999999999999999,-272.6972348005393,4.148205280303955,True,True,,"[0.19844217385674973, 0.12214937452059592, 0.735859245637539]",5798.717333100001
60,2134,0.04999999999999999,-106.10262789293957,,True,True,,"[0.44557298878630736, 0.4023823585381088, 0.23513842336394702]",5882.146086299999
61,2175,0.04999999999999999,-132.83445907765343,4.559247970581055,True,True,,"[0.1, 0.2, 0.3]",5958.804940400001
62,2208,0.04999999999999999,-116.35506175503231,4.01242208480835,True,True,,"[0.3, 0.5, 0.7]",6017.2988559000005
63,2234,0.04999999999999999,-67.07341306819544,,True,True,,"[0.6810637545334645, 0.6317994155745756, 0.5887481763130898]",6061.768029499999
64,2278,0.04999999999999999,-119.85355638575201,3.347198247909546,True,True,,"[0.18798387761522667, 0.33679067878681124, 0.4836801579800033]",6131.7108032
65,2337,0.04999999999999999,-172.36077141995094,2.792267322540283,True,True,,"[0.1, 0.2, 0.3]",6225.373556300001
66,2369,0.04999999999999999,-112.16025211910006,3.049696445465088,True,True,,"[0.3, 0.5, 0.7]",6285.908870899999
67,2425,0.04999999999999999,-201.54692492404524,2.7691540718078613,True,True,,"[0.12963197019128708, 0.21075044539327556, 0.38405815908944874]",6379.7408708
68,2458,0.04999999999999999,-63.08712118182491,2.6884772777557373,True,True,,"[0.3718536045755114, 0.5095906508874498, 0.4552012039406754]",6448.2965191
69,2500,0.04999999999999999,-139.0352271719466,2.8672099113464355,False,True,,"[0.1, 0.2, 0.3]",6519.193030999999
