episode,environment_steps,epsilon,reward,loss,charging_target_reached,charge_phase_constraints_satisfied,failure_reason,initial_soc,elapsed_wall_s
1,56,0.5,-229.98274884182183,,True,True,,"[0.1, 0.2, 0.3]",104.75795189999917
2,91,0.4874,-162.38957719752545,,True,True,,"[0.3, 0.5, 0.7]",174.3253208999995
3,132,0.479525,-158.84854170798698,,True,True,,"[0.32561231318912914, 0.4063845806576716, 0.6345231735100809]",258.6804890000003
4,167,0.4703,-60.59690495181299,,True,True,,"[0.5343376221426156, 0.27859489562125817, 0.49581732573642423]",319.8142721999993
5,221,0.462425,-197.1410982894353,4.324925899505615,True,True,,"[0.1, 0.2, 0.3]",412.05681840000034
6,247,0.450275,-107.27855219053872,,True,True,,"[0.3, 0.5, 0.7]",484.1440899999998
7,271,0.444425,-46.656736046477185,3.9467556476593018,True,True,,"[0.5489838850518934, 0.4541060566874727, 0.3681318402923305]",547.4718216000001
8,303,0.439025,-99.58278352431539,3.0949435234069824,True,True,,"[0.23912983722117473, 0.1448254586272495, 0.3956992595944807]",626.7106643000006
9,342,0.431825,-157.45124074314106,,True,True,,"[0.1, 0.2, 0.3]",721.8524966000004
10,369,0.42305,-109.54696266406874,3.3696844577789307,True,True,,"[0.3, 0.5, 0.7]",792.5282618000001
11,408,0.416975,-165.98943606535855,2.433958053588867,True,True,,"[0.28667699706609817, 0.5794463272623215, 0.6124176908456039]",894.1110191000007
12,429,0.4082,-17.06905036224374,,True,True,,"[0.5058442475212321, 0.4547873048362654, 0.5121079469440012]",948.7833042000002
13,486,0.40347500000000003,-319.75270981243875,3.709942579269409,True,True,,"[0.1, 0.2, 0.3]",1081.5041710999994
14,523,0.39065,-168.5220385861398,2.675229549407959,True,True,,"[0.3, 0.5, 0.7]",1159.5424650000004
15,549,0.382325,-98.36622066706867,,True,True,,"[0.323200753526572, 0.4289567649735341, 0.7169596706620548]",1225.3623707999996
16,596,0.376475,-239.83900872741646,3.4453494548797607,True,True,,"[0.5089730630409277, 0.2685995282584751, 0.11923868313309434]",1337.7452006999993
17,648,0.3659,-224.3326291780081,2.6793582439422607,True,True,,"[0.1, 0.2, 0.3]",1439.1269413999999
18,677,0.35419999999999996,-113.4040464877904,2.824575662612915,True,True,,"[0.3, 0.5, 0.7]",1502.2975005999997
19,720,0.34767499999999996,-167.41535388320645,2.4266695976257324,True,True,,"[0.36454230085264006, 0.28411143268164274, 0.6067823703868317]",1580.786462
20,745,0.33799999999999997,-37.44681946230783,,True,True,,"[0.561718147078697, 0.42240405390070457, 0.5764528036863048]",1633.8778261000007
21,791,0.332375,-136.74657853433465,2.461636543273926,True,True,,"[0.1, 0.2, 0.3]",1716.6457040000005
