time_s,cell,phase,soc,voltage_V,temperature_K,current_A,decision_index
0.0,1,charge,0.29999999999999977,3.5788994799971157,298.15,0.0,-1
0.0,2,charge,0.4999999999999998,3.7739392611813876,298.15,0.0,-1
0.0,3,charge,0.7000000000000027,3.9628450045283854,298.15,0.0,-1
0.0,1,charge,0.29999999999999977,3.5788994799971157,298.15,7.5,0
0.0,1,charge,0.29999999999999977,3.7334391361624446,298.15,7.5,0
0.0,2,charge,0.4999999999999998,3.7739392611813876,298.15,7.0,0
0.0,2,charge,0.5000000000000013,3.9185248273290387,298.15,7.0,0
0.0,3,charge,0.7000000000000027,3.9628450045283854,298.15,3.0,0
0.0,3,charge,0.7000000000000025,4.042449343587624,298.15,3.0,0
0.9999999999999999,1,charge,0.30048933536237815,3.739894912351373,298.15520321872896,7.5,0
0.9999999999999999,2,charge,0.5004838358345238,3.925937101909017,298.1539233246675,7.0,0
0.9999999999999999,3,charge,0.7002171201089441,4.0457374831022115,298.15079225892157,3.0,0
2.0,1,charge,0.3009786707247559,3.7439474121799625,298.1604310006801,7.5,0
2.0,2,charge,0.5009676716690505,3.9308138730289546,298.157868668555,7.0,0
2.0,3,charge,0.7004342402178816,4.047860826056301,298.1515883319815,3.0,0
3.0,1,charge,0.3014680060871343,3.7472343816579405,298.1656839145205,7.5,0
3.0,2,charge,0.5014515075035766,3.9346666795783367,298.1618353014041,7.0,0
3.0,3,charge,0.7006513603268224,4.049550415300807,298.1523879355093,3.0,0
4.0,1,charge,0.3019573414495127,3.7501179720364117,298.17096182639904,7.5,0
4.0,2,charge,0.5019353433380989,3.9379757485514766,298.1658226555848,7.0,0
4.0,3,charge,0.7008684804357609,4.051008903498975,298.15319089257724,3.0,0
5.0,1,charge,0.3024466768118905,3.7527459872480593,298.1762644984742,7.5,0
5.0,2,charge,0.5024191791726257,3.940941762470656,298.16983026564833,7.0,0
5.0,3,charge,0.7010856005447015,4.0523201934069455,298.1539970638809,3.0,0
6.0,1,charge,0.3029360121742689,3.7551936130389127,298.181591671009,7.5,0
6.0,2,charge,0.5029030150071481,3.9436660174101057,298.1738577310348,7.0,0
6.0,3,charge,0.70130272065364,4.053527125570792,298.1548063308929,3.0,0
7.0,1,charge,0.3034253475366473,3.7575048623363903,298.18694308120445,7.5,0
7.0,2,charge,0.5033868508416741,3.946207909169379,298.1779046939514,7.0,0
7.0,3,charge,0.7015198407625804,4.054654655904731,298.1556185885439,3.0,0
7.999999999999999,1,charge,0.30391468289902507,3.7597078480556805,298.19231846612354,7.5,0
7.999999999999999,2,charge,0.5038706866762008,3.9486053095190847,298.1819708250523,7.0,0
7.999999999999999,3,charge,0.7017369608715213,4.055719006854799,298.15643374114325,3.0,0
9.0,1,charge,0.3044040182614035,3.7618216681294543,298.19771756105763,7.5,0
9.0,2,charge,0.5043545225107233,3.950884029190444,298.1860558133915,7.0,0
9.0,3,charge,0.7019540809804599,4.05673112335349,298.15725170001855,3.0,0
10.0,1,charge,0.3048933536237819,3.7638600004016407,298.20314009671887,7.5,0
10.0,2,charge,0.5048383583452489,3.9530625323637825,298.19015935907225,7.0,0
10.0,3,charge,0.7021712010894003,4.057698917530459,298.15807238185386,3.0,0
11.0,1,charge,0.30538268898615967,3.7658329003338515,298.20858579623496,7.5,0
11.0,2,charge,0.5053221941797759,3.955154524079523,298.19428116787935,7.0,0
11.0,3,charge,0.7023883211983388,4.058628387584193,298.1588957075355,3.0,0
12.0,1,charge,0.30587202434853805,3.7677480090932365,298.21405437267043,7.5,0
12.0,2,charge,0.505806030014298,3.9571704070403078,298.1984209472852,7.0,0
12.0,3,charge,0.7026054413072764,4.059524106197863,298.1597216013874,3.0,0
13.0,1,charge,0.30636135971091644,3.7696112418953094,298.2195455271279,7.5,0
13.0,2,charge,0.5062898658488241,3.9591183334310127,298.2025784034488,7.0,0
13.0,3,charge,0.7028225614162172,4.0603897164389515,298.16054999056524,3.0,0
14.0,1,charge,0.3068506950732943,3.7714272403701647,298.2250589475596,7.5,0
14.0,2,charge,0.5067737016833499,3.961004819196228,298.2067532392577,7.0,0
14.0,3,charge,0.7030396815251587,4.061228171359502,298.1613808046167,3.0,0
15.0,1,charge,0.3073400304356727,3.773199732112819,298.23059430809957,7.5,0
15.0,2,charge,0.5072575375178732,3.962835114215436,298.21094515313547,7.0,0
15.0,3,charge,0.7032568016340994,4.0620418917094625,298.1622139751732,3.0,0
16.0,1,charge,0.30782936579805104,3.77493175290767,298.23615126894583,7.5,0
16.0,2,charge,0.5077413733523991,3.964613521317305,298.21515383825687,7.0,0
16.0,3,charge,0.703473921743038,4.062832891884922,298.163049435727,3.0,0
17.0,1,charge,0.30831870116042887,3.776625804320015,298.24172947666926,7.5,0
17.0,2,charge,0.508225209186925,3.9663436450504457,298.21937898220943,7.0,0
17.0,3,charge,0.7036910418519785,4.0636028851971115,298.16388712144345,3.0,0
18.0,1,charge,0.3088080365228073,3.7782839801923433,298.2473285648522,7.5,0
18.0,2,charge,0.5087090450214483,3.968028546075853,298.22362026703877,7.0,0
18.0,3,charge,0.7039081619609171,4.064353344304498,298.16472696902616,3.0,0
19.0,1,charge,0.30929737188518563,3.779908057748566,298.25294815497966,7.5,0
19.0,2,charge,0.5091928808559743,3.9696708361833037,298.22787736957656,7.0,0
19.0,3,charge,0.7041252820698546,4.065085544788623,298.1655689166277,3.0,0
20.0,1,charge,0.30978670724756346,3.781499564536003,298.2585878575039,7.5,0
20.0,2,charge,0.5096767166905,3.9712727746665912,298.2321499619077,7.0,0
20.0,3,charge,0.7043424021787954,4.065800604396436,298.16641290378317,3.0,0
21.0,1,charge,0.31027604260994185,3.7830598336915036,298.2642472730067,7.5,0
21.0,2,charge,0.5101605525250235,3.972836346800977,298.2364377119564,7.0,0
21.0,3,charge,0.7045595222877369,4.066499511483116,298.1672588713604,3.0,0
22.0,1,charge,0.31076537797232023,3.784590043985896,298.2699259934559,7.5,0
22.0,2,charge,0.5106443883595494,3.974363313568519,298.2407402841737,7.0,0
22.0,3,charge,0.7047766423966774,4.06718314771555,298.1681067615208,3.0,0
23.0,1,charge,0.3112547133346982,3.786091248730436,298.2756236035109,7.5,0
23.0,2,charge,0.511128224194075,3.9758552476085818,298.24505734027343,7.0,0
23.0,3,charge,0.7049937625056159,4.067852311208835,298.1689565176819,3.0,0
24.0,1,charge,0.31174404869707645,3.7875643997899298,298.28133968180026,7.5,0
24.0,2,charge,0.5116120600285975,3.9773135691928827,298.24938853998225,7.0,0
24.0,3,charge,0.7052108826145568,4.068507719951443,298.1698080845153,3.0,0
25.0,1,charge,0.3122333840594547,3.7890103683454157,298.28707380215775,7.5,0
25.0,2,charge,0.5120958958631242,3.978739574416796,298.25373354178447,7.0,0
25.0,3,charge,0.7054280027234953,4.069150027764309,298.1706614079266,3.0,0
26.0,1,charge,0.3127227194218328,3.790429961175688,298.2928255348214,7.5,0
26.0,2,charge,0.5125797316976466,3.980134454397213,298.25809200365643,7.0,0
26.0,3,charge,0.7056451228324329,4.069779834927612,298.17151643504116,3.0,0
27.0,1,charge,0.31321205478421105,3.791823932252907,298.29859444759336,7.5,0
27.0,2,charge,0.5130635675321725,3.981499310835508,298.2624635837796,7.0,0
27.0,3,charge,0.7058622429413736,4.070397690801649,298.17237311420445,3.0,0
28.0,1,charge,0.3137013901465893,3.7931929912919324,298.30438010694064,7.5,0
28.0,2,charge,0.5135474033666992,3.9828351705674656,298.2668479412133,7.0,0
28.0,3,charge,0.7060793630503148,4.071004105160377,298.17323139496216,3.0,0
29.0,1,charge,0.3141907255089673,3.794537810939233,298.3101820790209,7.5,0
29.0,2,charge,0.5140312392012217,3.984142996813109,298.2712447365273,7.0,0
29.0,3,charge,0.7062964831592556,4.071599549269612,298.1740912280545,3.0,0
30.0,1,charge,0.3146800608713456,3.7958590330427286,298.31599993063196,7.5,0
30.0,2,charge,0.5145150750357474,3.9854236970985797,298.2756536323873,7.0,0
30.0,3,charge,0.7065136032681939,4.0721844687386515,298.1749525654037,3.0,0
