iteration,best_objective,solver_failures,evaluations
0,3.418122360141175,0,20
1,3.418122360141175,0,40
2,0.9738793304575899,0,60
3,0.8949266880700819,0,80
4,0.8949266880700819,0,100
5,0.7756139021225836,0,120
6,0.7756139021225836,0,140
7,0.7756139021225836,0,160
8,0.7756139021225836,0,180
9,0.7610662547048552,0,200
10,0.7610662547048552,0,220
11,0.7610662547048552,0,240
12,0.7610662547048552,0,260
13,0.7610662547048552,0,280
14,0.7610662547048552,0,300
15,0.7510666899237681,0,320
16,0.7213920661645818,0,340
17,0.7213920661645818,0,360
18,0.7213920661645818,0,380
19,0.7213920661645818,0,400
20,0.702466025838934,0,420
21,0.702466025838934,0,440
22,0.702466025838934,0,460
23,0.702466025838934,0,480
24,0.7022645920105369,0,500
25,0.7022645920105369,0,520
26,0.7022645920105369,0,540
27,0.7022645920105369,0,560
28,0.7021357328661539,0,580
29,0.7021357328661539,0,600
30,0.7021357328661539,0,620
31,0.7020203898778108,0,640
32,0.7018946356274451,0,660
33,0.7014200599909957,0,680
34,0.7013628176181257,0,700
35,0.7013628176181257,0,720
36,0.7013628176181257,0,740
37,0.7013628176181257,0,760
38,0.7013628176181257,0,780
39,0.7013628176181257,0,800
40,0.7013259765746216,0,820
41,0.7013259765746216,0,840
42,0.7011758700542804,0,860
43,0.7011758700542804,0,880
44,0.7011357335578314,0,900
45,0.7011357335578314,0,920
46,0.7011357335578314,0,940
47,0.701097881858427,0,960
48,0.701020108601234,0,980
49,0.7009981544958559,0,1000
50,0.7009642867316309,0,1020
