iteration,best_objective,solver_failures,evaluations
0,2.2428691791785087,0,20
1,2.2428691791785087,0,40
2,2.2428691791785087,0,60
3,1.1475899959136093,0,80
4,1.073645032209209,0,100
5,1.0093325392458417,0,120
6,1.0093325392458417,0,140
7,0.900569859681446,0,160
8,0.900569859681446,0,180
9,0.900569859681446,0,200
10,0.8936755199497388,0,220
11,0.8936755199497388,0,240
12,0.8128963748009943,0,260
13,0.8128963748009943,0,280
14,0.8128963748009943,0,300
15,0.7690805186743527,0,320
16,0.7690805186743527,0,340
17,0.7690805186743527,0,360
18,0.747085907099154,0,380
19,0.7441489626220035,0,400
20,0.7441489626220035,0,420
21,0.7441489626220035,0,440
22,0.7441489626220035,0,460
23,0.7441489626220035,0,480
24,0.7441489626220035,0,500
25,0.7441489626220035,0,520
26,0.7441489626220035,0,540
27,0.7406262478823925,0,560
28,0.7406262478823925,0,580
29,0.7406262478823925,0,600
30,0.7406262478823925,0,620
31,0.7406262478823925,0,640
32,0.740519003909863,0,660
33,0.740519003909863,0,680
34,0.740519003909863,0,700
35,0.740519003909863,0,720
36,0.740519003909863,0,740
37,0.740519003909863,0,760
38,0.740519003909863,0,780
39,0.740519003909863,0,800
40,0.7404550756676819,0,820
41,0.7396216941696028,0,840
42,0.7386686442170998,0,860
43,0.7382646821718641,0,880
44,0.737489244030275,0,900
45,0.7371276940408868,0,920
46,0.7360189889874529,0,940
47,0.7356568879060187,0,960
48,0.7342788910982045,0,980
49,0.7327095964579284,0,1000
50,0.7309046961681934,0,1020
