iteration,best_objective,solver_failures,evaluations
0,3.860560613036349,0,20
1,3.860560613036349,0,40
2,3.860560613036349,0,60
3,3.860560613036349,0,80
4,3.0035046297567964,0,100
5,3.0035046297567964,0,120
6,3.0035046297567964,0,140
7,3.0035046297567964,0,160
8,2.715267885225702,0,180
9,2.715267885225702,0,200
10,2.715267885225702,0,220
11,2.715267885225702,0,240
12,2.623815612007655,0,260
13,2.623815612007655,0,280
14,2.594212025187052,0,300
15,2.594212025187052,0,320
16,2.594212025187052,0,340
17,2.592200261514654,0,360
18,2.592200261514654,0,380
19,2.592200261514654,0,400
20,2.5639186494384982,0,420
21,2.531413204327266,0,440
22,2.531413204327266,0,460
23,2.5290994825652575,0,480
24,2.5264935298181332,0,500
25,2.4798500827995156,0,520
26,2.4798500827995156,0,540
27,2.4756830342495135,0,560
28,2.4756830342495135,0,580
29,2.4756830342495135,0,600
30,2.475539990181918,0,620
31,2.473581886127276,0,640
32,2.470152560480899,0,660
33,2.470152560480899,0,680
34,2.4576917989927773,0,700
35,2.4576917989927773,0,720
36,2.4563290485203866,0,740
37,2.4563290485203866,0,760
38,2.4563290485203866,0,780
39,2.4563290485203866,0,800
40,2.4563290485203866,0,820
41,2.4563290485203866,0,840
42,2.4563290485203866,0,860
43,2.4563290485203866,0,880
44,2.4563085426591664,0,900
45,2.456210471197091,0,920
46,2.456156877744383,0,940
47,2.453979558751733,0,960
48,2.451183034413309,0,980
49,2.4505134621246536,0,1000
50,2.4505134621246536,0,1020
