episode,environment_steps,epsilon,reward,loss,charging_target_reached,charge_phase_constraints_satisfied,failure_reason,initial_soc,elapsed_wall_s
55,2413,0.477771875,-123.097767854193,5360.91552734375,True,False,,"[0.6215959686618642, 0.3399144304917875, 0.34227512708390606]",885.3455832999998
56,2473,0.477378125,-332.0010485863588,2805.4921875,False,False,,"[0.5137454952630202, 0.39148500506937056, 0.28666272213488664]",905.7898682000005
57,2533,0.476815625,-379.24863842265717,2621.006591796875,False,False,,"[0.1, 0.2, 0.3]",925.8007283000006
58,2577,0.476253125,-245.51429454415796,8532.8603515625,True,False,,"[0.3, 0.5, 0.7]",939.9606942999999
59,2619,0.475840625,-312.5627681959792,5617.978515625,True,False,,"[0.22561784548685498, 0.5930786180138383, 0.5829381653954275]",952.9903529000003
60,2679,0.475446875,-613.2081816925474,8137.73291015625,False,False,,"[0.43735965333522, 0.6511546625467985, 0.1586202475818797]",969.3593972999997
61,2729,0.474884375,-251.19213327714775,8087.9072265625,True,False,,"[0.1, 0.2, 0.3]",984.8251900000005
62,2767,0.474415625,-208.18769312140444,5630.61474609375,True,False,,"[0.3, 0.5, 0.7]",996.8218311
63,2805,0.474059375,-286.4753418424897,5355.037109375,True,False,,"[0.4879198799392396, 0.20198776328545015, 0.745762883639607]",1008.3589818999999
64,2839,0.473703125,-154.59248341628467,,True,False,,"[0.5627566850388065, 0.24298160888422357, 0.354516379639362]",1019.4564010000004
65,2899,0.473384375,-336.7278914588571,2539.643798828125,False,False,,"[0.1, 0.2, 0.3]",1036.6061846000002
66,2945,0.472821875,-297.8193476421387,5413.15869140625,True,False,,"[0.3, 0.5, 0.7]",1049.7304603000002
67,2995,0.472390625,-160.89250852138522,8133.81591796875,True,False,,"[0.38392577424542373, 0.451004770546266, 0.26445675654194756]",1064.5925416999999
68,3036,0.471921875,-269.9783532115102,5579.08251953125,True,False,,"[0.5920904564245776, 0.10811667566187758, 0.1411981846213156]",1077.1863746999998
69,3091,0.4715375,-296.8155324691136,2677.40771484375,True,False,,"[0.1, 0.2, 0.3]",1094.4734048
70,3133,0.471021875,-217.56951665337766,2616.4990234375,True,False,,"[0.3, 0.5, 0.7]",1107.1148619000005
71,3184,0.470628125,-401.06381269474105,5394.03564453125,True,False,,"[0.6059189830819284, 0.5509874852143132, 0.1677333240956697]",1121.8828719000003
72,3244,0.47015,-521.7988437003788,72.18583679199219,False,False,,"[0.1677745142793896, 0.37995888374336395, 0.5838220262163303]",1137.4883157000004
73,3304,0.4695875,-281.94243932470926,5286.33154296875,False,False,,"[0.1, 0.2, 0.3]",1155.7598678000004
74,3342,0.469025,-207.01001087915213,,True,False,,"[0.3, 0.5, 0.7]",1167.9370896
75,3402,0.46866874999999997,-555.7739093826036,5382.1982421875,False,False,,"[0.6232612372248885, 0.49479078089511275, 0.17662870797176627]",1183.6578743
76,3450,0.46810625,-309.67512503753113,5531.89404296875,True,False,,"[0.6794117131766007, 0.46639818165764324, 0.28101201711260765]",1199.1426006000002
77,3501,0.46765625,-294.5168616673427,5312.76953125,True,False,,"[0.1, 0.2, 0.3]",1217.2926236000003
78,3544,0.467178125,-271.4205021658377,,True,False,,"[0.3, 0.5, 0.7]",1232.5368740000004
79,3588,0.466775,-179.85531493414126,2620.129638671875,True,False,,"[0.6065894112788277, 0.1619749454548556, 0.4666861232532846]",1248.9908397
80,3620,0.4663625,-186.5719240820753,5082.53955078125,True,False,,"[0.30517959422716523, 0.6458026247034191, 0.31432408581724414]",1261.1704148
81,3677,0.4660625,-333.46686100140664,2577.6533203125,True,False,,"[0.1, 0.2, 0.3]",1280.2921038000004
82,3716,0.465528125,-239.13745421244548,2745.4951171875,True,False,,"[0.3, 0.5, 0.7]",1294.7403794000002
83,3776,0.4651625,-476.28564645966117,5169.87939453125,True,False,,"[0.29018252305997316, 0.6894634425067749, 0.6032514550966744]",1311.7534464
84,3828,0.4646,-415.67712478505456,5241.0546875,True,False,,"[0.16661502217734203, 0.6870992812457449, 0.5590894503455176]",1327.9101607000002
85,3882,0.4641125,-232.32868100139993,79.78974151611328,True,False,,"[0.1, 0.2, 0.3]",1346.0690481000001
86,3929,0.46360625,-297.09550578199037,5428.09375,True,False,,"[0.3, 0.5, 0.7]",1361.1838888000002
87,3983,0.463165625,-226.50875876809647,2575.500244140625,True,False,,"[0.5273967600815463, 0.5488916902087465, 0.381751614250358]",1377.7891946999998
88,4017,0.462659375,-124.81732599032159,2723.748046875,True,False,,"[0.49919367575045825, 0.3145335337531763, 0.5291765057724921]",1390.9467957000006
89,4074,0.462340625,-228.69348565875936,2622.423828125,True,False,,"[0.1, 0.2, 0.3]",1410.1561026
90,4115,0.46180625,-253.4062696353761,2719.241455078125,True,False,,"[0.3, 0.5, 0.7]",1425.8815304
91,4173,0.461421875,-176.97332387204136,8010.95654296875,True,False,,"[0.24951215802800122, 0.1698879489386273, 0.1423813773830187]",1448.5320409000005
92,4218,0.460878125,-277.6653130680984,5451.30322265625,True,False,,"[0.4673702809640382, 0.13603639576685556, 0.7096866240485598]",1462.3334747
93,4261,0.46045625,-154.37785268799814,2688.57568359375,True,False,,"[0.1, 0.2, 0.3]",1476.3967704000006
94,4295,0.460053125,-197.29689418162562,,True,False,,"[0.3, 0.5, 0.7]",1487.8014382000001
95,4321,0.45973437500000003,-64.13328049499411,5072.0380859375,True,False,,"[0.735527777147833, 0.6024636196506853, 0.6450847159738093]",1497.9685178
96,4343,0.459490625,-66.35750572539438,,True,False,,"[0.6704971407955683, 0.6387502544181545, 0.5211140608765593]",1507.3476274000004
97,4380,0.459284375,-84.20742952972137,8346.6005859375,True,False,,"[0.1, 0.2, 0.3]",1520.9416281000003
98,4421,0.4589375,-275.00624560668695,5389.86328125,True,False,,"[0.3, 0.5, 0.7]",1533.4665612999997
99,4461,0.458553125,-2313.861806029167,2592.5908203125,False,False,event: Maximum voltage [V],"[0.6937554691995145, 0.20513253429773676, 0.22039219189088632]",1547.0878594000005
100,4504,0.458178125,-290.6269535039048,8198.8408203125,True,False,,"[0.7145936802454784, 0.24987689873842153, 0.7389595374550457]",1559.6218648000004
101,4543,0.457775,-93.7029447731047,,True,False,,"[0.1, 0.2, 0.3]",1573.2318530000002
102,4586,0.457409375,-260.20926186692753,2576.32666015625,True,False,,"[0.3, 0.5, 0.7]",1587.2514429000003
103,4626,0.45700625,-206.20762159663815,2764.197509765625,True,False,,"[0.14943383696748558, 0.6147005644606169, 0.48503733795205517]",1601.7335508000006
104,4671,0.45663125,-126.6199648569611,10809.4365234375,True,False,,"[0.5724152487835418, 0.46042175155829934, 0.4630888092107812]",1617.7657048
105,4712,0.45620937500000003,-142.54284925756915,2483.349365234375,True,False,,"[0.1, 0.2, 0.3]",1634.3567565000003
106,4747,0.455825,-175.31231706089636,,True,False,,"[0.3, 0.5, 0.7]",1646.9572383000004
107,4785,0.455496875,-180.23410585385312,57.425777435302734,True,False,,"[0.20362896349850945, 0.5132969874738461, 0.60815649200288]",1662.4425105
108,4821,0.455140625,-143.28347533307576,5469.66845703125,True,False,,"[0.15534939851334828, 0.19302724245130226, 0.4760728632367349]",1675.6979785000003
109,4859,0.454803125,-2076.797978731397,10848.716796875,False,False,event: Maximum voltage [V],"[0.1, 0.2, 0.3]",1689.8220934
110,4884,0.45444687500000003,-117.35114031905994,,True,False,,"[0.3, 0.5, 0.7]",1700.0759625
111,4928,0.4542125,-67.6611163648827,8105.9296875,True,False,,"[0.1481286815837451, 0.14057526609168877, 0.15581682450772247]",1716.0425757000003
112,4972,0.4538,-255.52639565766566,5559.14599609375,True,False,,"[0.2893755412380721, 0.7266000434097071, 0.6802596299738313]",1729.7986915000001
113,5005,0.4533875,-89.06828366624326,4982.06494140625,True,False,,"[0.1, 0.2, 0.3]",1742.0840478
114,5038,0.453078125,-167.7745009611255,,True,False,,"[0.3, 0.5, 0.7]",1907.8539584999999
115,5070,0.45276875,-137.21476878351007,5259.31103515625,True,False,,"[0.318691167673123, 0.6648996843366087, 0.26523929609408636]",1923.7002057
116,5102,0.45246875,-214.2936704340194,5268.67578125,True,False,,"[0.21272205713597853, 0.6770193187873691, 0.7014101488209845]",1937.9360261000002
117,5140,0.45216875,-135.66135916156784,,True,False,,"[0.1, 0.2, 0.3]",1954.6410394000004
118,5169,0.4518125,-2144.105127002721,5563.81005859375,False,False,event: Maximum voltage [V],"[0.3, 0.5, 0.7]",1969.0181801999997
119,5194,0.451540625,-100.64825905512998,,True,False,,"[0.6843107733211556, 0.4947082706841839, 0.7368542315100041]",1981.7370541999999
120,5226,0.45130625,-195.70909088095237,92.6093978881836,True,False,,"[0.19004927428527196, 0.5916234901052395, 0.6897945128761527]",1996.3466150000004
121,5255,0.45100625,-102.19544102020716,63.24321746826172,True,False,,"[0.1, 0.2, 0.3]",2011.9410152
122,5281,0.450734375,-127.49653813572742,,True,False,,"[0.3, 0.5, 0.7]",2027.5206576
123,5312,0.450490625,-91.15147582518085,2900.921630859375,True,False,,"[0.14289584913007025, 0.18289503711236352, 0.31802208451657604]",2043.6895658000003
124,5341,0.4502,-78.1566338599199,,True,False,,"[0.46865735839754785, 0.1523913909988334, 0.23084406192704865]",2059.0279536
125,5375,0.449928125,-109.77729181601536,5267.9228515625,True,False,,"[0.1, 0.2, 0.3]",2076.4082703000004
126,5409,0.449609375,-137.6383882510813,2760.62060546875,True,False,,"[0.3, 0.5, 0.7]",2093.7395584999995
127,5445,0.449290625,-152.2771268377937,,True,False,,"[0.18629609220073207, 0.28481161987208137, 0.5424115427711007]",2110.8791464000005
128,5475,0.448953125,-146.6647701203417,5583.56298828125,True,False,,"[0.211234695481838, 0.6952831567739508, 0.43786927427077826]",2125.4514308
129,5510,0.448671875,-120.0531977063618,7842.1728515625,True,False,,"[0.1, 0.2, 0.3]",2141.9281869000006
130,5539,0.44834375,-131.06034993927526,,True,False,,"[0.3, 0.5, 0.7]",2156.8624450999996
131,5577,0.448071875,-282.1789595534472,5691.19970703125,True,False,,"[0.18355224491465522, 0.1260480075155266, 0.7399597769658867]",2175.0830864
132,5613,0.447715625,-112.23485728838415,8590.37890625,True,False,,"[0.6274177575362455, 0.3570554049209862, 0.5120063148173133]",2192.4754338000002
133,5649,0.447378125,-97.04491682471432,,True,False,,"[0.1, 0.2, 0.3]",2211.3016817000007
134,5683,0.44704062499999997,-128.85033407783524,5382.38232421875,True,False,,"[0.3, 0.5, 0.7]",2228.2700705000007
135,5710,0.446721875,-55.405852779067125,112.990966796875,True,False,,"[0.5766298618226506, 0.6390090060525991, 0.4868583981601474]",2242.4610873
136,5741,0.44646874999999997,-118.77054837569888,,True,False,,"[0.4086066124051767, 0.6884794482193042, 0.40251969635739404]",2260.0017651
137,5775,0.446178125,-102.31109695375534,2752.7568359375,True,False,,"[0.1, 0.2, 0.3]",2276.9645505999997
138,5802,0.445859375,-128.6513336832427,2708.65771484375,True,False,,"[0.3, 0.5, 0.7]",2291.4457191
139,5831,0.44560625,-101.92063998924269,,True,False,,"[0.3890079851606193, 0.21183084447728023, 0.5974368170027382]",2306.7520569000008
140,5863,0.445334375,-163.27777448961302,2705.13232421875,True,False,,"[0.7131399081490558, 0.15655440509488974, 0.19948510841915912]",2323.287497200001
141,5895,0.445034375,-2118.126686080846,,False,False,event: Maximum voltage [V],"[0.1, 0.2, 0.3]",2339.8630909000003
142,5916,0.444734375,-2122.9825330125495,11893.65234375,False,False,event: Maximum voltage [V],"[0.3, 0.5, 0.7]",2353.3882255000008
143,5953,0.44453750000000003,-127.66053099432347,8837.1796875,True,False,,"[0.32981994007320137, 0.3001961490097073, 0.13192248791907052]",2371.2598447
144,5987,0.444190625,-176.97487911177916,,True,False,,"[0.24597398027611692, 0.1792108151975026, 0.5930324928930312]",2388.4736859000004
145,6022,0.443871875,-121.54903953584852,5620.9541015625,True,False,,"[0.1, 0.2, 0.3]",2406.509613800001
146,6052,0.44354375,-149.87353748050222,2728.35888671875,True,False,,"[0.3, 0.5, 0.7]",2422.2804811999995
147,6078,0.4432625,-36.50370857612952,,True,False,,"[0.40361829679657735, 0.40479631800229143, 0.4984163494740772]",2436.7465828999993
148,6126,0.44301875,-173.9301158307055,85.4536361694336,True,False,,"[0.27516288713261106, 0.6504420280676692, 0.22151602362140815]",2456.5288887000006
149,6161,0.44256875,-125.3720214736261,5496.03173828125,True,False,,"[0.1, 0.2, 0.3]",2474.6667412999996
150,6190,0.442240625,-123.59584731549418,,True,False,,"[0.3, 0.5, 0.7]",2490.062881400001
151,6229,0.44196875,-174.5327191787701,8343.7626953125,True,False,,"[0.11152817306654153, 0.25767406106038326, 0.6760496801167032]",2509.0462293
152,6258,0.441603125,-174.51498707633235,2863.259033203125,True,False,,"[0.5185051007011375, 0.11329264784730185, 0.7095077274960551]",2524.3104571000003
153,6290,0.44133125,-78.89836824418671,,True,False,,"[0.1, 0.2, 0.3]",2539.2352567
154,6321,0.44103125,-99.35484569546671,2753.4638671875,True,False,,"[0.3, 0.5, 0.7]",2554.8968545999996
155,6356,0.440740625,-136.71620220688177,5762.35693359375,True,False,,"[0.22960627639721967, 0.5695641713558514, 0.7220694258833743]",2571.1248715
156,6392,0.4404125,-92.70950841013769,,True,False,,"[0.5737082071254578, 0.36894149304470203, 0.37441276040899696]",2587.2086602
157,6431,0.440075,-115.10110761991696,5166.20703125,True,False,,"[0.1, 0.2, 0.3]",2605.341564800001
158,6465,0.439709375,-158.946097464715,8029.17919921875,True,False,,"[0.3, 0.5, 0.7]",2622.685219500001
159,6503,0.43939062500000003,-95.11255898257906,8332.798828125,True,False,,"[0.5697935889512156, 0.344203610998956, 0.33334374200008554]",2640.0894709999993
160,6537,0.439034375,-175.17169249202175,,True,False,,"[0.3239159445804538, 0.7221941668496119, 0.21710412776452742]",2656.4594565999996
161,6569,0.438715625,-65.3523944662998,8959.638671875,True,False,,"[0.1, 0.2, 0.3]",2672.9788367
162,6592,0.438415625,-2109.973447963378,,False,False,event: Maximum voltage [V],"[0.3, 0.5, 0.7]",2685.7108387999997
163,6629,0.4382,-187.77990424789778,5780.3984375,True,False,,"[0.6077351003885291, 0.6544015654246563, 0.19317208984418793]",2703.3631337000006
164,6664,0.437853125,-94.53448044161624,11059.26953125,True,False,,"[0.3803818765806152, 0.16949767237985996, 0.39117346626420313]",2720.8706858000005
165,6717,0.437525,-143.94060955348422,143.33258056640625,True,False,,"[0.1, 0.2, 0.3]",2742.109413
166,6746,0.437028125,-89.07706843999219,,True,False,,"[0.3, 0.5, 0.7]",2756.5205967
167,6780,0.43675625,-111.76298769825075,5493.5908203125,True,False,,"[0.7279677497875556, 0.46830295073178463, 0.4075550716214328]",2771.7477641000005
168,6814,0.43643750000000003,-92.42302593279807,6272.89990234375,True,False,,"[0.31715124785836374, 0.4639331159719795, 0.561075904609042]",2787.769299400001
169,6853,0.43611875,-106.0554317792106,5604.3671875,True,False,,"[0.1, 0.2, 0.3]",2805.9551728999995
170,6890,0.43575312499999996,-108.51060445616699,,True,False,,"[0.3, 0.5, 0.7]",2823.1642818
171,6928,0.43540625,-69.20439799385649,5843.6259765625,True,False,,"[0.5092457979626671, 0.3299145248559164, 0.5092970901925572]",2841.7668242
172,6969,0.43505,-111.95435618225231,9260.6884765625,True,False,,"[0.23848104020801134, 0.30437547375059304, 0.48590775034854605]",2861.1222880000005
173,7002,0.434665625,-156.07288942935975,130.1790313720703,True,False,,"[0.1, 0.2, 0.3]",2878.4715880000003
174,7030,0.43435625,-71.70370980798606,,True,False,,"[0.3, 0.5, 0.7]",2891.677124400001
175,7066,0.43409375,-253.94080703021976,2918.3857421875,True,False,,"[0.1250333883116612, 0.6356958081113893, 0.7266663193267878]",2908.250282500001
176,7108,0.43375625,-114.92885047979874,5586.2509765625,True,False,,"[0.4900998933296501, 0.6846694704084709, 0.6326099002343434]",2925.6220632000004
177,7139,0.4333625,-67.54053728845186,,True,False,,"[0.1, 0.2, 0.3]",2942.3194881
178,7171,0.433071875,-97.4778068054286,5913.84375,True,False,,"[0.3, 0.5, 0.7]",2957.9803315999998
179,7207,0.43277187500000003,-188.5220236605705,5519.22412109375,True,False,,"[0.5411712212211947, 0.6603697138810172, 0.14780317862473927]",2975.4295984
180,7231,0.432434375,-126.30421691734094,,True,False,,"[0.6627837275959974, 0.24017336304228773, 0.7158089002978597]",2988.7250483000007
181,7260,0.432209375,-90.94967350426789,3009.672119140625,True,False,,"[0.1, 0.2, 0.3]",3004.4782777
182,7285,0.4319375,-100.05099663363629,,True,False,,"[0.3, 0.5, 0.7]",3017.7221331
183,7316,0.431703125,-142.09141483346588,8625.73828125,True,False,,"[0.2646252476057094, 0.5548311287898045, 0.6919072173231439]",3033.4178445
184,7350,0.4314125,-158.09464581575457,11618.982421875,True,False,,"[0.24125230010765233, 0.4799432046970583, 0.10050902201536108]",3050.6695891
185,7382,0.43109375,-98.4361834015441,,True,False,,"[0.1, 0.2, 0.3]",3066.696970500001
186,7414,0.43079375,-112.67112906683795,186.84942626953125,True,False,,"[0.3, 0.5, 0.7]",3082.3375701999994
187,7447,0.43049375,-210.52958211403512,,True,False,,"[0.11584650246761265, 0.1413315004725425, 0.6684077816527376]",3097.8951481000004
188,7485,0.430184375,-115.95355883475695,127.68083953857422,True,False,,"[0.5995566826420748, 0.38356429841981043, 0.3058481243239819]",3115.6196686000003
189,7522,0.429828125,-151.02654538591216,2920.222412109375,True,False,,"[0.1, 0.2, 0.3]",3134.013293
190,7546,0.42948125,-94.25396579894887,,True,False,,"[0.3, 0.5, 0.7]",3147.275856800001
191,7590,0.42925625,-103.30941494721898,5815.35595703125,True,False,,"[0.24468903803877315, 0.36510755377850634, 0.13559938561575838]",3166.2323306
192,7622,0.42884375,-194.62906531192397,15319.8271484375,True,False,,"[0.10920296377484531, 0.19255287054188772, 0.7061968581113514]",3181.7669764
193,7653,0.42854375,-95.31786992401112,5702.31982421875,True,False,,"[0.1, 0.2, 0.3]",3198.5350512999994
194,7672,0.428253125,-2114.305911619495,,False,False,event: Maximum voltage [V],"[0.3, 0.5, 0.7]",3209.9944988999996
195,7707,0.428075,-109.26536059992434,3009.30078125,True,False,,"[0.14263407546228912, 0.211745460675207, 0.38814866376978574]",3226.7854955000003
196,7739,0.42774687499999997,-203.31653265221945,,True,False,,"[0.7224813557703852, 0.1475214392191524, 0.38518330535827794]",3242.164924300001
197,7768,0.427446875,-68.97881899690096,2999.704833984375,True,False,,"[0.1, 0.2, 0.3]",3257.6539778999995
198,7795,0.42717499999999997,-125.51762416927679,,True,False,,"[0.3, 0.5, 0.7]",3271.6505168000003
199,7823,0.426921875,-65.07203892348473,2981.12890625,True,False,,"[0.2948662538117762, 0.48835792631444985, 0.5346199270832338]",3286.7780638999993
200,7848,0.426659375,-34.58176787174448,,True,False,,"[0.3942379608756361, 0.40043169662348743, 0.41949566977260155]",3300.8327491
201,7881,0.426425,-113.62494681791196,9027.228515625,True,False,,"[0.1, 0.2, 0.3]",3317.3230306999994
202,7918,0.426115625,-114.92634573348712,3185.644775390625,True,False,,"[0.3, 0.5, 0.7]",3334.6198440000007
203,7948,0.42576875,-135.70981631840255,,True,False,,"[0.19170217435757064, 0.26647508763121597, 0.7241975060804955]",3349.8992302999995
204,7978,0.4254875,-92.46986542546409,6148.99169921875,True,False,,"[0.14829698157747026, 0.24860815218124369, 0.31452083685224985]",3365.4220535999993
205,8015,0.42520625,-134.29144746441824,9549.529296875,True,False,,"[0.1, 0.2, 0.3]",3384.2288209
206,8047,0.424859375,-137.43350099136748,,True,False,,"[0.3, 0.5, 0.7]",3399.2812637999996
207,8082,0.424559375,-101.72043960423055,5936.35498046875,True,False,,"[0.39576424772020535, 0.24610582182905807, 0.5121911091224057]",3417.5553323000004
208,8125,0.42423125,-125.31971981138238,6282.47021484375,True,False,,"[0.10884768815107915, 0.2617576479811976, 0.3239014174726494]",3437.0576120000005
209,8173,0.423828125,-206.94482460999023,15843.529296875,True,False,,"[0.1, 0.2, 0.3]",3458.0741937000003
210,8207,0.423378125,-123.45232905345462,6247.20947265625,True,False,,"[0.3, 0.5, 0.7]",3474.6357258999997
211,8236,0.423059375,-166.15693970091002,,True,False,,"[0.1335691115845403, 0.6880126483735385, 0.34165306317990124]",3489.0610142999994
212,8271,0.4227875,-66.4037158679328,263.54156494140625,True,False,,"[0.4880292544684214, 0.27903047309819606, 0.49295800091545283]",3507.5804549000004
213,8300,0.42245937499999997,-106.32963430831555,6167.41357421875,True,False,,"[0.1, 0.2, 0.3]",3522.3717295000006
214,8329,0.4221875,-105.40133290682361,,True,False,,"[0.3, 0.5, 0.7]",3537.0318714000005
215,8365,0.421915625,-157.02555186539357,8514.9775390625,True,False,,"[0.14109606245287862, 0.15222934487367162, 0.5164373414508997]",3555.678585400001
216,8393,0.421578125,-130.87479364079903,,True,False,,"[0.18662114808383992, 0.5538883719686347, 0.5950748323968864]",3570.4171955
