episode,environment_steps,epsilon,reward,loss,charging_target_reached,charge_phase_constraints_satisfied,failure_reason,initial_soc,elapsed_wall_s
389,13395,0.37469375000000005,-105.14166868260989,,True,False,,"[0.1, 0.2, 0.3]",6145.1404047
390,13423,0.374421875,-132.8644959174654,6334.2470703125,True,False,,"[0.3, 0.5, 0.7]",6159.0563243
391,13440,0.374159375,-35.03002639112268,,True,False,,"[0.6333272970424854, 0.7032977688433749, 0.5523615518517808]",6170.122762999999
392,13470,0.374,-63.46558002549289,347.3153381347656,True,False,,"[0.2640940736401564, 0.15170283449408936, 0.24540728272308396]",6186.087988700001
393,13503,0.37371875,-139.1835163164852,7441.7451171875,True,False,,"[0.1, 0.2, 0.3]",6203.9048513
394,13533,0.373409375,-166.12545761044586,,True,False,,"[0.3, 0.5, 0.7]",6218.0524375
395,13559,0.37312812500000003,-105.51389153683459,9999.6494140625,True,False,,"[0.4012916398940345, 0.693129645249113, 0.4857716254786866]",6231.9095452
396,13587,0.372884375,-148.3393344444641,,True,False,,"[0.15397316748683837, 0.4344186552738949, 0.5611521669343625]",6246.3374220000005
397,13615,0.372621875,-90.65294945668384,3475.218994140625,True,False,,"[0.1, 0.2, 0.3]",6261.8724406
398,13640,0.372359375,-2132.04420920253,,False,False,event: Maximum voltage [V],"[0.3, 0.5, 0.7]",6276.1952554
399,13663,0.372125,-75.23739931338429,10556.4814453125,True,False,,"[0.4666725012575751, 0.6375799486131115, 0.5957544841640378]",6289.9674479000005
400,13696,0.371909375,-63.75600513472743,,True,False,,"[0.36668155344178144, 0.261756590996722, 0.29389731796853136]",6306.357944900001
401,13728,0.3716,-2131.031902719554,9043.873046875,False,False,event: Maximum voltage [V],"[0.1, 0.2, 0.3]",6324.7328003
402,13756,0.3713,-158.63530436396647,13062.3720703125,True,False,,"[0.3, 0.5, 0.7]",6339.1571478999995
403,13787,0.3710375,-78.76386343247361,,True,False,,"[0.3282696627809926, 0.5403769027179236, 0.24696063658127276]",6355.0163484
404,13815,0.37074687500000003,-165.94783556896664,6316.07861328125,True,False,,"[0.23695883874601473, 0.23599542095265072, 0.696657266965004]",6370.1965979
405,13845,0.370484375,-119.01645185340496,,True,False,,"[0.1, 0.2, 0.3]",6386.689906199999
406,13870,0.37020312499999997,-136.71597668957742,12792.3056640625,True,False,,"[0.3, 0.5, 0.7]",6400.4710251
407,13902,0.36996875,-56.63251520388944,4079.24365234375,True,False,,"[0.4667616042098145, 0.41234643842592844, 0.48241136744528446]",6417.049288300001
408,13927,0.36966875,-2122.6670250750617,,False,False,event: Maximum voltage [V],"[0.5452926627458758, 0.6163149024409669, 0.2712328124400744]",6431.0572680000005
409,13961,0.369434375,-113.69702058593874,10359.623046875,True,False,,"[0.1, 0.2, 0.3]",6448.213279
410,13988,0.36911562499999995,-161.24990198376292,,True,False,,"[0.3, 0.5, 0.7]",6463.0146866
411,14020,0.3688625,-219.56458680310405,3623.15966796875,True,False,,"[0.7480771102998094, 0.18797293691103562, 0.28762415281571396]",6480.155527299999
412,14047,0.3685625,-170.88264498980345,,True,False,,"[0.18369270258159484, 0.748722788317513, 0.17013759076885313]",6493.0387875
413,14077,0.368309375,-114.0137679493926,6831.615234375,True,False,,"[0.1, 0.2, 0.3]",6509.307207899999
414,14103,0.36802812500000004,-137.6305934538201,12074.375,True,False,,"[0.3, 0.5, 0.7]",6523.4555009
415,14130,0.367784375,-120.82065255646013,,True,False,,"[0.6434202338471904, 0.4525059659033527, 0.16649611626787958]",6537.969128799999
416,14159,0.36753125,-149.5810637579281,3125.878173828125,True,False,,"[0.7423318640456859, 0.36707729196131, 0.29010415233584314]",6553.862136199999
417,14193,0.367259375,-129.88195823799632,,True,False,,"[0.1, 0.2, 0.3]",6570.6805368000005
418,14218,0.366940625,-111.61498332266144,6424.8232421875,True,False,,"[0.3, 0.5, 0.7]",6584.2005291000005
419,14247,0.36670625,-96.17564166727453,,True,False,,"[0.43147477039493, 0.6718092514426681, 0.5801353052903279]",6597.6441552
420,14276,0.366434375,-75.75035092021065,23396.888671875,True,False,,"[0.45328390765637994, 0.20534092951509256, 0.3328152087000266]",6614.073667300001
421,14307,0.3661625,-86.19704194307684,13264.5390625,True,False,,"[0.1, 0.2, 0.3]",6630.7873414000005
422,14332,0.36587187499999996,-132.09460246072328,,True,False,,"[0.3, 0.5, 0.7]",6643.4911348000005
423,14359,0.3656375,-96.29241979444174,13874.9140625,True,False,,"[0.38064004234062465, 0.25352583943534035, 0.5971894844208884]",6658.113960000001
424,14395,0.365384375,-169.55955177344117,,True,False,,"[0.304285839256713, 0.3248318169383242, 0.6138982881552213]",6674.0934667
425,14426,0.365046875,-2109.4332464550994,15328.8349609375,False,False,event: Maximum voltage [V],"[0.1, 0.2, 0.3]",6691.382316000001
426,14452,0.36475625,-142.17045810568422,12654.74609375,True,False,,"[0.3, 0.5, 0.7]",6704.9709076
427,14482,0.3645125,-149.07704722322276,,True,False,,"[0.2202806210007618, 0.3985538655350086, 0.5128063757359909]",6720.190343800001
428,14509,0.36423125,-117.87483196084614,6647.1005859375,True,False,,"[0.16335429935993134, 0.48752823403453993, 0.5681673309601716]",6735.3072761
429,14541,0.36397812500000004,-83.59493202586587,,True,False,,"[0.1, 0.2, 0.3]",6751.9415995
430,14569,0.36367812499999996,-141.07240439183897,6923.69921875,True,False,,"[0.3, 0.5, 0.7]",6766.999544300001
431,14595,0.363415625,-48.897205497793436,,True,False,,"[0.37595385990786045, 0.46718778177635567, 0.5243836974744344]",6780.9995982
432,14622,0.363171875,-65.8878742050374,10292.9755859375,True,False,,"[0.4131313348492768, 0.5914657689074009, 0.6886697193864629]",6794.7137389
433,14658,0.36291875,-111.05516996765648,10135.611328125,True,False,,"[0.1, 0.2, 0.3]",6812.506123900001
434,14686,0.36258124999999997,-143.41635173090128,,True,False,,"[0.3, 0.5, 0.7]",6826.8565143
435,14713,0.36231875,-149.7378658872266,6582.39794921875,True,False,,"[0.5067502021709077, 0.14629986029101488, 0.6290433370088053]",6840.9664232
436,14742,0.36206562499999995,-147.91176523332592,,True,False,,"[0.12628528055064475, 0.2261571256306975, 0.5534745237854309]",6855.9991309
437,14772,0.36179375,-113.8063727393984,10483.6162109375,True,False,,"[0.1, 0.2, 0.3]",6873.1013717999995
438,14797,0.3615125,-127.7455300372048,,True,False,,"[0.3, 0.5, 0.7]",6886.2544831
439,14829,0.361278125,-110.99470536291328,3541.46484375,True,False,,"[0.4498695706695083, 0.38347196269176076, 0.18861844177933157]",6901.9606002
440,14856,0.36097812500000004,-142.86431100830336,20170.703125,True,False,,"[0.4757476316808358, 0.24984584762770984, 0.7404313198271133]",6916.2669774999995
441,14889,0.36072499999999996,-120.61340078357672,,True,False,,"[0.1, 0.2, 0.3]",6933.373355600001
442,14914,0.360415625,-111.39967109255605,12439.357421875,True,False,,"[0.3, 0.5, 0.7]",6947.316286700001
443,14944,0.36018125,-132.27988185357,,True,False,,"[0.17186859226098072, 0.5164072262981795, 0.2547744590470229]",6961.183285000001
444,14979,0.3599,-158.17520148434676,12187.396484375,True,False,,"[0.4645137596588038, 0.597592566355377, 0.12733333029880003]",6976.914194700001
445,15009,0.359571875,-80.34097484850281,9231.4892578125,True,False,,"[0.1, 0.2, 0.3]",6992.555614700001
446,15034,0.359290625,-133.23948031997259,,True,False,,"[0.3, 0.5, 0.7]",7131.598015199999
447,15064,0.35905624999999997,-80.25381740694479,12858.349609375,True,False,,"[0.3315699330487728, 0.4992293933992671, 0.14689478789152025]",7146.626786700001
448,15094,0.35877499999999996,-92.22363757771151,,True,False,,"[0.5645794579192005, 0.6447105907314702, 0.3590661552032284]",7160.6724777
449,15130,0.35849375,-81.75910465831059,6346.22021484375,True,False,,"[0.1, 0.2, 0.3]",7179.1443248
450,15156,0.35815625,-116.73977717007475,3752.25927734375,True,False,,"[0.3, 0.5, 0.7]",7193.1688909
451,15190,0.35791249999999997,-228.34752607569445,,True,False,,"[0.6572474150030065, 0.13008027590392182, 0.3830690794134095]",7209.3101582
452,15206,0.35759375,-2081.4381633602497,9781.7177734375,False,False,event: Maximum voltage [V],"[0.48352912197006803, 0.5390693924542825, 0.7384002450267371]",7220.1914185000005
453,15241,0.35744374999999995,-91.88419126288113,,True,False,,"[0.1, 0.2, 0.3]",7237.045682399999
454,15274,0.35711562500000005,-133.5526782217877,21454.302734375,True,False,,"[0.3, 0.5, 0.7]",7253.662156100001
455,15305,0.35680625,-174.51738987106467,3758.100830078125,True,False,,"[0.5679210875381323, 0.10925883321677834, 0.5471452451369907]",7269.5704731000005
456,15327,0.356515625,-2052.943639889375,,False,False,event: Maximum voltage [V],"[0.5649520819825896, 0.49448112051275284, 0.4026721050210579]",7281.5228711
457,15357,0.356309375,-78.46943671455762,10358.345703125,True,False,,"[0.1, 0.2, 0.3]",7298.0976787
458,15382,0.35602812500000003,-116.31097904673396,,True,False,,"[0.3, 0.5, 0.7]",7311.9094434
459,15411,0.35579375,-72.38940289195006,15477.6279296875,True,False,,"[0.536526402083087, 0.3710987457845014, 0.42312322618482445]",7327.1594363
460,15430,0.355521875,-65.51810438358208,,True,False,,"[0.5432542150027966, 0.7418882445256119, 0.7227352285547338]",7337.8151564
461,15467,0.35534374999999996,-92.89699023773294,9665.9208984375,True,False,,"[0.1, 0.2, 0.3]",7356.0417137
462,15492,0.354996875,-125.24014703888747,,True,False,,"[0.3, 0.5, 0.7]",7369.1460806
463,15521,0.3547625,-179.6056421754229,10179.9482421875,True,False,,"[0.21890411748918645, 0.7332954336284372, 0.19664774476108593]",7384.043956699999
464,15548,0.354490625,-52.67820586252355,,True,False,,"[0.2314191554531432, 0.30695888184428943, 0.36416099739673524]",7398.3666041
465,15580,0.3542375,-70.03968843904819,13111.44140625,True,False,,"[0.1, 0.2, 0.3]",7415.9049787
466,15607,0.3539375,-130.98208878885023,3786.63720703125,True,False,,"[0.3, 0.5, 0.7]",7430.1847567
467,15634,0.353684375,-76.64525309520366,,True,False,,"[0.5236817069985739, 0.5370988524094819, 0.3083338955084257]",7444.2894526
468,15664,0.35343125,-157.54229498644585,6537.5908203125,True,False,,"[0.17233953370976063, 0.564827318534952, 0.5319231533054911]",7458.8240829999995
469,15698,0.35315,-84.45203597730985,,True,False,,"[0.1, 0.2, 0.3]",7476.5986551000005
470,15724,0.35283125,-100.60145308426897,6793.78076171875,True,False,,"[0.3, 0.5, 0.7]",7490.3795114
471,15750,0.3525875,-80.23475636840924,3710.07373046875,True,False,,"[0.16193596131203705, 0.32295938398344504, 0.38664196504333925]",7505.538256899999
472,15776,0.35234374999999996,-158.7163604120406,,True,False,,"[0.23970909708402238, 0.7110355410776225, 0.5564790514187572]",7519.0000399
473,15807,0.35209999999999997,-71.63587449746605,6084.77490234375,True,False,,"[0.1, 0.2, 0.3]",7535.816948900001
474,15832,0.351809375,-119.07121315297084,,True,False,,"[0.3, 0.5, 0.7]",7549.2477973000005
475,15854,0.35157499999999997,-54.397806533937285,3380.91796875,True,False,,"[0.6345702393963668, 0.5369755078330958, 0.6062023046955171]",7561.627780500001
476,15880,0.35136875,-139.68396670185015,,True,False,,"[0.34410336475155984, 0.15733922725669325, 0.6340558097291565]",7575.317611800001
477,15910,0.351125,-84.88983407579417,472.5413513183594,True,False,,"[0.1, 0.2, 0.3]",7591.4839149
478,15935,0.35084375,-120.56349682203974,,True,False,,"[0.3, 0.5, 0.7]",7604.7136381
479,15959,0.350609375,-61.85984495892441,387.1544494628906,True,False,,"[0.4554038605355716, 0.5915449592020848, 0.5383867228351403]",7618.721420100001
480,15984,0.35038437499999997,-146.11083380211028,,True,False,,"[0.15978443820239485, 0.7162846340126587, 0.5048939327462693]",7630.3724162
481,16012,0.35014999999999996,-93.21530003155284,3620.370849609375,True,False,,"[0.1, 0.2, 0.3]",7644.266169
482,16039,0.3498875,-139.75919768054962,,True,False,,"[0.3, 0.5, 0.7]",7657.2789361
483,16069,0.349634375,-180.1765530357276,6523.64013671875,True,False,,"[0.22845051459422955, 0.660942204991671, 0.6666274472896433]",7671.2089357
484,16098,0.349353125,-86.96731210921976,,True,False,,"[0.5881183459402001, 0.5491695755443146, 0.7148746404609186]",7683.710692300001
485,16130,0.34908125,-105.65064140424384,3693.089599609375,True,False,,"[0.1, 0.2, 0.3]",7699.8299259
486,16156,0.34878125,-143.02155067593483,6944.8232421875,True,False,,"[0.3, 0.5, 0.7]",7711.241227500001
487,16185,0.3485375,-108.64586588690153,,True,False,,"[0.47060917621782894, 0.5037215786127712, 0.677569851024753]",7723.7654422
488,16214,0.348265625,-123.69984261600202,4195.99365234375,True,False,,"[0.6411153201704852, 0.5720472501436505, 0.20484145728764952]",7737.596554600001
489,16242,0.34799375,-108.6860696729127,,True,False,,"[0.1, 0.2, 0.3]",7750.947477600001
490,16269,0.34773125,-133.92913825644703,13273.412109375,True,False,,"[0.3, 0.5, 0.7]",7763.8470732000005
491,16300,0.34747812499999997,-121.19279966842844,615.5172729492188,True,False,,"[0.23672922642455302, 0.5189301585643415, 0.4604301808510399]",7777.863984900001
492,16327,0.3471875,-99.53492836423328,,True,False,,"[0.6957349641797331, 0.48524367691547177, 0.6204705881440804]",7790.6538375
493,16357,0.346934375,-104.55267940114783,3689.9208984375,True,False,,"[0.1, 0.2, 0.3]",7805.421516
494,16387,0.346653125,-125.23872491048907,,True,False,,"[0.3, 0.5, 0.7]",7817.9835079
495,16415,0.346371875,-144.75798062204615,3450.83935546875,True,False,,"[0.6504915638535905, 0.6241035328916428, 0.18847031188398103]",7831.8080892
496,16450,0.346109375,-174.7077608387954,12517.2822265625,True,False,,"[0.6457559664034468, 0.3535322024558135, 0.16847817155516362]",7846.9957617
497,16485,0.34578125,-140.17315399475325,,True,False,,"[0.1, 0.2, 0.3]",7862.8244959
498,16516,0.345453125,-140.20422891807536,6308.6591796875,True,False,,"[0.3, 0.5, 0.7]",7876.1612792
499,16548,0.3451625,-96.80953298239997,,True,False,,"[0.48179590736293887, 0.15329483033958086, 0.32103568567826934]",7889.331685499999
500,16578,0.34486249999999996,-105.10875482554808,9629.6435546875,True,False,,"[0.38884965141160244, 0.32521490257173324, 0.13549067495769707]",7903.7882518999995
501,16607,0.34458125,-68.96970152109907,347.05419921875,True,False,,"[0.1, 0.2, 0.3]",7918.1989803
502,16631,0.34430937500000003,-122.04304335976116,,True,False,,"[0.3, 0.5, 0.7]",7929.9181446
503,16660,0.344084375,-70.3937140851766,7325.6591796875,True,False,,"[0.3809468105367825, 0.30195615307157053, 0.1272979581599718]",7944.2798225999995
504,16683,0.34381249999999997,-99.08693500525641,,True,False,,"[0.4428015975825935, 0.7266571634769254, 0.7153992331051302]",7955.3735861000005
505,16715,0.343596875,-87.76442683583757,3858.8427734375,True,False,,"[0.1, 0.2, 0.3]",7970.3291414
506,16742,0.343296875,-139.42084476351357,,True,False,,"[0.3, 0.5, 0.7]",7982.606492700001
507,16764,0.34304375,-59.88394762202924,12519.41796875,True,False,,"[0.5978370161487141, 0.6133284469917176, 0.7013619335589572]",7993.255494500001
508,16805,0.3428375,-170.29768116496948,6609.3251953125,True,False,,"[0.7127835022519892, 0.4613365878451272, 0.1986381828667685]",8008.653046699999
509,16837,0.342453125,-2074.2161210325903,,False,False,event: Maximum voltage [V],"[0.1, 0.2, 0.3]",8023.492547100001
510,16870,0.342153125,-142.32843415986636,14890.5380859375,True,False,,"[0.3, 0.5, 0.7]",8037.2737468
511,16898,0.34184375,-131.3799353712764,,True,False,,"[0.3576381064340297, 0.7306893097267966, 0.6377901504768551]",8049.6286779
512,16933,0.34158125,-149.3697180853884,16655.91015625,True,False,,"[0.4271682366819073, 0.525488732557997, 0.15096426654603382]",8064.1196886
513,16967,0.34125312500000005,-96.03807554803743,4142.44140625,True,False,,"[0.1, 0.2, 0.3]",8077.686491099999
514,16992,0.340934375,-118.41162287617591,,True,False,,"[0.3, 0.5, 0.7]",8089.2438122
515,17022,0.3407,-48.64060685123132,3614.72607421875,True,False,,"[0.29553572052195, 0.42691377935498487, 0.22244537523336338]",8102.2227907
516,17055,0.34041875,-164.5214346472947,3713.94580078125,True,False,,"[0.592860720686122, 0.5499260649685173, 0.15652417120451823]",8114.016401299999
517,17088,0.34010937500000005,-115.34733262784772,,True,False,,"[0.1, 0.2, 0.3]",8127.4763774
518,17115,0.3398,-137.98277455896363,13643.333984375,True,False,,"[0.3, 0.5, 0.7]",8137.5410954
519,17149,0.339546875,-85.94455449935305,,True,False,,"[0.2329892631802379, 0.46246842080303974, 0.2482747977855705]",8149.0526248999995
520,17176,0.339228125,-134.71191570801548,863.7321166992188,True,False,,"[0.7428990974842271, 0.6840251531303746, 0.18680073664970098]",8157.9707662
521,17211,0.338975,-90.75870630816202,3814.525146484375,True,False,,"[0.1, 0.2, 0.3]",8170.206567700001
522,17229,0.338646875,-2119.903795148028,,False,False,event: Maximum voltage [V],"[0.3, 0.5, 0.7]",8177.7815611000005
523,17258,0.33847812499999996,-126.81599782054103,9504.7490234375,True,False,,"[0.24899027858159142, 0.1330922964010574, 0.4148860859136616]",8188.5528426
524,17288,0.33820625000000004,-117.86199337239796,,True,False,,"[0.5524908525847065, 0.6635994772570426, 0.280673401361193]",8198.5423385
525,17318,0.337925,-120.37431343216106,7088.50732421875,True,False,,"[0.1, 0.2, 0.3]",8209.0027451
526,17343,0.33764375,-137.35715257473723,,True,False,,"[0.3, 0.5, 0.7]",8217.8976913
527,17376,0.337409375,-220.4988941699477,6166.3603515625,True,False,,"[0.6519125502016163, 0.12701196314511717, 0.7294667070916747]",8228.5395267
528,17404,0.3371,-79.53833934656315,6424.47705078125,True,False,,"[0.6150579872969765, 0.5215487985684275, 0.3205403637394071]",8238.321309500001
529,17435,0.3368375,-122.43005784274445,,True,False,,"[0.1, 0.2, 0.3]",8249.13879
530,17459,0.336546875,-121.77999158684283,3892.685302734375,True,False,,"[0.3, 0.5, 0.7]",8258.074175
531,17492,0.336321875,-161.0959149464966,,True,False,,"[0.19004513479084578, 0.613061263039249, 0.40741357155312874]",8268.7029171
532,17526,0.3360125,-90.30987713742931,3472.892333984375,True,False,,"[0.4146551049674777, 0.45712704621375577, 0.5941631207205832]",8279.4168346
533,17554,0.33569375,-70.61044527666965,7928.771484375,True,False,,"[0.1, 0.2, 0.3]",8290.0722595
534,17581,0.33543124999999996,-139.01320382458712,,True,False,,"[0.3, 0.5, 0.7]",8299.5050548
535,17612,0.335178125,-138.5262907308596,3872.24169921875,True,False,,"[0.11799560815503364, 0.21050917175025688, 0.4585157413827208]",8310.7693452
536,17645,0.3348875,-57.582398267299446,,True,False,,"[0.31296857163431857, 0.2831764232386549, 0.34286007615634645]",8321.2962615
537,17677,0.334578125,-96.36681442786764,9261.486328125,True,False,,"[0.1, 0.2, 0.3]",8332.6039519
538,17702,0.334278125,-111.36117261186254,9538.9931640625,True,False,,"[0.3, 0.5, 0.7]",8341.6476702
539,17733,0.33404375,-98.83413161231529,,True,False,,"[0.15223971542593293, 0.41863140195803905, 0.2633163047115531]",8352.4009489
540,17761,0.333753125,-75.38653578635464,6165.63525390625,True,False,,"[0.33165823840985653, 0.3672454653798414, 0.4605586754817813]",8362.4748858
541,17793,0.333490625,-100.1733386649732,,True,False,,"[0.1, 0.2, 0.3]",8373.8950317
542,17819,0.33319062499999996,-134.33580743847412,12663.7744140625,True,False,,"[0.3, 0.5, 0.7]",8383.1192955
543,17855,0.332946875,-157.20587337384814,6913.8720703125,True,False,,"[0.10464638080933503, 0.4043357664841999, 0.264986605124159]",8394.9505022
544,17884,0.332609375,-48.58758344291558,,True,False,,"[0.32891995589159384, 0.15311463455234267, 0.24355990346827977]",8405.3154595
545,17920,0.3323375,-68.97491516335516,3694.47265625,True,False,,"[0.1, 0.2, 0.3]",8417.3006436
546,17950,0.33199999999999996,-124.05693171954503,6478.345703125,True,False,,"[0.3, 0.5, 0.7]",8427.2850569
547,17985,0.33171875,-249.83314070888625,,True,False,,"[0.13247580845865764, 0.747153801894899, 0.133751628517159]",8437.9295829
548,18022,0.331390625,-130.39393628670123,732.0319213867188,True,False,,"[0.32185209782370583, 0.5570525149699402, 0.19608041133558532]",8450.1815146
549,18051,0.33104374999999997,-85.68589743755048,3350.699951171875,True,False,,"[0.1, 0.2, 0.3]",8460.5625848
550,18080,0.330771875,-127.74698180807417,,True,False,,"[0.3, 0.5, 0.7]",8471.1595118
551,18110,0.3305,-85.86778520736878,12616.5078125,True,False,,"[0.301668538136169, 0.4903797287871654, 0.18842317610659326]",8481.9870088
552,18136,0.33021875,-129.54087478545867,,True,False,,"[0.2757985929174555, 0.6852320521340436, 0.6142290417638048]",8491.8048411
553,18166,0.329975,-89.06225833151329,9752.2998046875,True,False,,"[0.1, 0.2, 0.3]",8508.7544456
554,18193,0.32969375,-145.09787102254245,,True,False,,"[0.3, 0.5, 0.7]",8522.7311778
555,18222,0.32944062500000004,-41.62626095819595,6464.2919921875,True,False,,"[0.505736009793728, 0.40504076998556005, 0.33324567357896484]",8539.1166547
556,18251,0.32916875,-141.05488105064234,3723.794189453125,True,False,,"[0.5284156671005831, 0.10988469868881465, 0.4502540203147074]",8555.1161619
557,18284,0.328896875,-115.39264938661776,,True,False,,"[0.1, 0.2, 0.3]",8572.9254198
558,18308,0.3285875,-118.55428438579884,4368.37060546875,True,False,,"[0.3, 0.5, 0.7]",8586.8443868
559,18340,0.3283625,-128.33927673107604,,True,False,,"[0.5374054622697387, 0.3221615760279053, 0.16569514146308245]",8603.504371
560,18368,0.32806250000000003,-52.42474855125055,14641.0439453125,True,False,,"[0.3727905966149928, 0.23165043485213752, 0.2113921862029725]",8619.7731387
561,18400,0.3278,-91.6968747172526,464.38372802734375,True,False,,"[0.1, 0.2, 0.3]",8636.200639
562,18424,0.3275,-106.17673021719902,,True,False,,"[0.3, 0.5, 0.7]",8649.1123699
563,18449,0.327275,-122.00297054955172,,True,False,,"[0.673174059554132, 0.2106648708979026, 0.5498505039309544]",8663.034179100001
564,18481,0.327040625,-182.17144868582074,3508.177490234375,True,False,,"[0.13675773515977022, 0.4698616331581318, 0.670454498356564]",8679.1986937
565,18510,0.326740625,-68.10889743112706,4118.3330078125,True,False,,"[0.1, 0.2, 0.3]",8694.3290915
566,18537,0.32646875,-133.101432239294,,True,False,,"[0.3, 0.5, 0.7]",8707.9496137
567,18563,0.326215625,-79.5162513947206,6170.1728515625,True,False,,"[0.44588307012998274, 0.5326513836163527, 0.7083527013471786]",8721.7791725
568,18593,0.325971875,-97.61876605410397,,True,False,,"[0.518368016502142, 0.5156122314198847, 0.17912862120248674]",8737.5795235
569,18624,0.325690625,-74.7063626029058,3621.7724609375,True,False,,"[0.1, 0.2, 0.3]",8753.4612546
570,18650,0.3254,-142.6387629344917,6663.87890625,True,False,,"[0.3, 0.5, 0.7]",8766.8129062
571,18678,0.32515625,-78.21400694472825,,True,False,,"[0.22574290877499895, 0.3161754678158158, 0.4949664633505937]",8781.8992927
572,18704,0.32489375,-52.29638666398267,539.8763427734375,True,False,,"[0.28243091693468225, 0.46643642964735155, 0.2896954557029815]",8795.9517946
573,18734,0.32465,-79.24111306026391,,True,False,,"[0.1, 0.2, 0.3]",8811.644794400001
574,18761,0.32436875,-144.828255368443,3919.918701171875,True,False,,"[0.3, 0.5, 0.7]",8825.7283079
575,18792,0.324115625,-198.1877549183307,,True,False,,"[0.741072641286639, 0.10181688125553603, 0.3964109186916406]",8841.3506362
576,18829,0.32382500000000003,-120.20237281942791,6605.724609375,True,False,,"[0.12046334666366365, 0.18812436078603736, 0.19285319025745973]",8859.4606848
577,18856,0.32347812499999995,-72.02076245890815,10125.12109375,True,False,,"[0.1, 0.2, 0.3]",8874.3413268
578,18874,0.323225,-2112.4505204479606,,False,False,event: Maximum voltage [V],"[0.3, 0.5, 0.7]",8885.2167981
579,18905,0.32305625,-63.427969093600716,693.552734375,True,False,,"[0.30833265257964626, 0.16419652645187321, 0.10220771952330157]",8901.5403938
580,18934,0.322765625,-121.28103933876861,,True,False,,"[0.543442315787236, 0.2149617218191029, 0.531091792984561]",8916.0260242
581,18965,0.32249375,-76.12598944334152,9915.0166015625,True,False,,"[0.1, 0.2, 0.3]",8932.6859589
582,18989,0.32220312500000003,-109.48446793390589,,True,False,,"[0.3, 0.5, 0.7]",8946.1630319
583,19022,0.321978125,-143.92073668986632,9885.8134765625,True,False,,"[0.15590610849204226, 0.4900841651390845, 0.57615723341941]",8961.8489539
584,19042,0.32166875,-2129.94456201598,,False,False,event: Maximum voltage [V],"[0.5569114218856536, 0.13503093600636593, 0.5474294128622003]",8974.4029326
585,19073,0.32148125,-99.93154416970384,12206.8544921875,True,False,,"[0.1, 0.2, 0.3]",8990.6703516
586,19100,0.32119062499999995,-139.88642791405184,16786.8515625,True,False,,"[0.3, 0.5, 0.7]",9005.0518318
587,19135,0.3209375,-196.13029844702942,,True,False,,"[0.45728180926599715, 0.6705823192084692, 0.1587240671261286]",9021.078395
588,19162,0.320609375,-51.78841878293054,12673.7392578125,True,False,,"[0.27350553286476986, 0.21432712889345168, 0.3602350786564791]",9036.175761800001
589,19191,0.32035625,-79.40095835252076,,True,False,,"[0.1, 0.2, 0.3]",9052.5581179
590,19214,0.320084375,-118.6541916987655,6645.09033203125,True,False,,"[0.3, 0.5, 0.7]",9065.3733576
591,19239,0.31986875000000003,-107.57931053661406,,True,False,,"[0.4467063315119434, 0.39998582532847116, 0.6139485165454314]",9078.5738604
592,19268,0.319634375,-127.30527844787771,3950.98486328125,True,False,,"[0.4690765698690491, 0.5589780571499156, 0.7496282198795848]",9093.1493242
593,19295,0.3193625,-59.930032960842475,,True,False,,"[0.1, 0.2, 0.3]",9107.1797875
594,19321,0.31910937500000003,-141.68199907413126,6569.3486328125,True,False,,"[0.3, 0.5, 0.7]",9121.6125776
595,19347,0.318865625,-126.90393507110682,,True,False,,"[0.5972390637831446, 0.3041952293984213, 0.7315012448865108]",9134.909867800001
596,19385,0.318621875,-155.38356859394304,6360.2685546875,True,False,,"[0.4866288627706209, 0.3707988642870709, 0.12284916384402735]",9153.640077
597,19418,0.318265625,-134.73216372980468,3857.4775390625,True,False,,"[0.1, 0.2, 0.3]",9170.3797579
598,19445,0.31795625,-137.84287005402783,,True,False,,"[0.3, 0.5, 0.7]",9183.604302400001
599,19470,0.317703125,-140.8405457709247,9490.4990234375,True,False,,"[0.10439811861922217, 0.15240364319275715, 0.5436170671865079]",9195.739151
600,19494,0.31746874999999997,-29.944726299332366,,True,False,,"[0.4144154601751222, 0.3112755544553616, 0.3241274611962175]",9209.124043
601,19525,0.31724375,-105.75435804183074,4426.85693359375,True,False,,"[0.1, 0.2, 0.3]",9226.1197665
602,19553,0.31695312499999995,-133.8313906646275,9545.025390625,True,False,,"[0.3, 0.5, 0.7]",9240.632048
603,19585,0.316690625,-175.2983608912169,,True,False,,"[0.10548788343603005, 0.6413155571152424, 0.24100523688075653]",9255.3263276
604,19616,0.31639062500000004,-116.39335682229992,10019.0107421875,True,False,,"[0.37368639715581653, 0.44206224134176253, 0.12904315927482216]",9271.3766722
605,19644,0.3161,-73.29527909245965,,True,False,,"[0.1, 0.2, 0.3]",9286.8235321
606,19674,0.3158375,-142.5162981696099,7399.92822265625,True,False,,"[0.3, 0.5, 0.7]",9302.2671664
607,19709,0.31555625,-60.88696660582372,7044.59814453125,True,False,,"[0.2542580814983215, 0.10018074629906905, 0.1412718658766619]",9319.6027144
608,19725,0.31522812499999997,-2135.590747872906,,False,False,event: Maximum voltage [V],"[0.2279061483406153, 0.7481384862910283, 0.3610889149943727]",9330.4478446
609,19755,0.315078125,-79.95323161775484,6241.26806640625,True,False,,"[0.1, 0.2, 0.3]",9347.108046
610,19780,0.314796875,-131.95944045476503,,True,False,,"[0.3, 0.5, 0.7]",9360.0449154
