iteration,best_objective,solver_failures,evaluations
0,9.967665684116762,0,20
1,9.593870781183131,0,40
2,8.298054593281952,0,60
3,7.056561610973519,0,80
4,7.056561610973519,0,100
5,6.634790186298084,0,120
6,5.547727233486744,0,140
7,5.460315968366309,0,160
8,4.902862824622658,0,180
9,4.064946511410066,0,200
10,4.064946511410066,0,220
11,3.486502719621173,0,240
12,2.927517511359975,0,260
13,2.886873685128461,0,280
14,2.886873685128461,0,300
15,2.886873685128461,0,320
16,2.886873685128461,0,340
17,2.886873685128461,0,360
18,2.400791371662435,0,380
19,2.400791371662435,0,400
20,2.400791371662435,0,420
21,2.400791371662435,0,440
22,2.400791371662435,0,460
23,2.400791371662435,0,480
24,2.3957592099989347,0,500
25,2.3957592099989347,0,520
26,2.391665233561933,0,540
27,2.391665233561933,0,560
28,2.384213387160629,0,580
29,2.384213387160629,0,600
30,2.383076165743412,0,620
31,2.383076165743412,0,640
32,2.383076165743412,0,660
33,2.3814062765350403,0,680
34,2.3814062765350403,0,700
35,2.3814062765350403,0,720
36,2.3813439713681017,0,740
37,2.3813439713681017,0,760
38,2.3813439713681017,0,780
39,2.3810775490843805,0,800
40,2.380403445745607,0,820
41,2.3768687404846087,0,840
42,2.3768687404846087,0,860
43,2.3748461266336243,0,880
44,2.367781795490071,0,900
45,2.362100608377661,0,920
46,2.3566934256041696,0,940
47,2.3526355800280068,0,960
48,2.3484906135224835,0,980
49,2.3456080863400794,0,1000
50,2.341939452104069,0,1020
