iteration,best_objective,solver_failures,evaluations
0,1.553365050857028,0,20
1,1.553365050857028,0,40
2,1.4727603254016912,0,60
3,1.3821789237562996,0,80
4,1.3821789237562996,0,100
5,1.3821789237562996,0,120
6,1.3821789237562996,0,140
7,1.3670708950905759,0,160
8,1.3670708950905759,0,180
9,1.3282824495576133,0,200
10,1.3282824495576133,0,220
11,1.222361923199018,0,240
12,0.9172934261187768,0,260
13,0.8844321082082528,0,280
14,0.8844321082082528,0,300
15,0.8844321082082528,0,320
16,0.8471097176307664,0,340
17,0.8471097176307664,0,360
18,0.8471097176307664,0,380
19,0.8471097176307664,0,400
20,0.8471097176307664,0,420
21,0.8243207828011317,0,440
22,0.8243207828011317,0,460
23,0.8243207828011317,0,480
24,0.8243207828011317,0,500
25,0.8243207828011317,0,520
26,0.8243207828011317,0,540
27,0.8197239147764372,0,560
28,0.8197239147764372,0,580
29,0.8173964894902279,0,600
30,0.8173964894902279,0,620
31,0.8173964894902279,0,640
32,0.8167932807458725,0,660
33,0.815137531642702,0,680
34,0.815137531642702,0,700
35,0.815137531642702,0,720
36,0.8148126973033387,0,740
37,0.8147870932361498,0,760
38,0.8147870932361498,0,780
39,0.8147870932361498,0,800
40,0.8116065043005867,0,820
41,0.8106976442083277,0,840
42,0.8078870396368123,0,860
43,0.8059978214973451,0,880
44,0.8043306303961408,0,900
45,0.800997645255348,0,920
46,0.7975370089389295,0,940
47,0.7956706572904532,0,960
48,0.7924442465518133,0,980
49,0.791129542462039,0,1000
50,0.7899376693006952,0,1020
