episode,environment_steps,epsilon,reward,loss,charging_target_reached,charge_phase_constraints_satisfied,failure_reason,initial_soc,elapsed_wall_s
1,54,0.5,-240.58950752904374,,True,False,,"[0.1, 0.2, 0.3]",15.3608576000006
2,97,0.48785,-248.178416486291,,True,False,,"[0.3, 0.5, 0.7]",27.033489600000394
3,137,0.478175,-195.96719817990376,,True,False,,"[0.32561231318912914, 0.4063845806576716, 0.6345231735100809]",38.722657100001015
4,178,0.469175,-168.6335376233265,,True,False,,"[0.5343376221426156, 0.27859489562125817, 0.49581732573642423]",50.80016940000132
5,233,0.45994999999999997,-249.66467935085043,3.082073211669922,True,False,,"[0.1, 0.2, 0.3]",66.46124200000122
6,267,0.447575,-161.08290934813303,3.7006683349609375,True,False,,"[0.3, 0.5, 0.7]",76.99320930000067
7,297,0.439925,-86.75695498547023,,True,False,,"[0.5200588773335083, 0.6380887682537844, 0.5761522734309922]",86.62969110000085
8,352,0.433175,-253.54599512286887,3.0478408336639404,True,False,,"[0.22624981524503535, 0.23912983722117473, 0.1448254586272495]",102.2609835000003
9,404,0.4208,-250.82791144730743,1.9643135070800781,True,False,,"[0.1, 0.2, 0.3]",117.62254980000034
10,460,0.4091,-431.2694169174025,4.825697898864746,True,False,,"[0.3, 0.5, 0.7]",131.64089430000058
11,502,0.39649999999999996,-187.71474041213554,2.809089422225952,True,False,,"[0.4547873048362654, 0.5121079469440012, 0.20646439291851032]",144.86397250000118
12,534,0.38705,-144.2757414926557,,True,False,,"[0.6947150087985208, 0.4500979508527956, 0.318245191849693]",155.0286229000012
13,594,0.37985,-327.99767168668257,2.313180923461914,True,False,,"[0.1, 0.2, 0.3]",171.67869260000043
14,645,0.36635,-325.4005681398514,2.886904239654541,True,False,,"[0.3, 0.5, 0.7]",183.9484021999997
15,695,0.354875,-316.15438550369913,2.3238534927368164,True,False,,"[0.1691804157998774, 0.24420635761887322, 0.5654765132029246]",197.61663920000137
16,740,0.343625,-239.45667348606185,2.456977128982544,True,False,,"[0.662025277231603, 0.3727842522163657, 0.3156782248070543]",209.83431380000002
17,791,0.3335,-160.4503523598175,2.302424430847168,True,False,,"[0.1, 0.2, 0.3]",224.79056540000056
18,834,0.322025,-235.33063312950338,2.3992230892181396,True,False,,"[0.3, 0.5, 0.7]",236.4677231000005
19,880,0.31235,-283.40109665298746,2.538550615310669,True,False,,"[0.712211865760364, 0.12041623913092445, 0.47270876320082855]",248.45646130000023
20,920,0.302,-149.26834445604257,2.6618824005126953,True,False,,"[0.41677843734202924, 0.5146827374867171, 0.6440428139900989]",259.59651980000126
21,977,0.293,-197.14912089271198,2.3698012828826904,True,False,,"[0.1, 0.2, 0.3]",274.5990109000013
22,1037,0.280175,-404.6031983797902,2.4873390197753906,False,False,,"[0.3, 0.5, 0.7]",287.67849060000117
23,1092,0.266675,-387.1532327949796,2.5449728965759277,True,False,,"[0.21608030878722706, 0.172828435684296, 0.6466161639068572]",386.0748213000006
24,1140,0.25429999999999997,-76.9538620697745,3.068112850189209,True,False,,"[0.3496534988966426, 0.27661242145302134, 0.34116228337609056]",398.8739088000002
25,1200,0.2435,-159.66353713076523,2.879401445388794,True,False,,"[0.1, 0.2, 0.3]",413.0905048000004
26,1244,0.22999999999999998,-276.55202532000686,,True,False,,"[0.3, 0.5, 0.7]",424.8125510000009
27,1294,0.22010000000000002,-298.93211156148544,2.5375401973724365,True,False,,"[0.2190943195939465, 0.44523600045828726, 0.7016554568717609]",436.50414570000066
28,1335,0.20884999999999998,-191.45246818068327,2.62345814704895,True,False,,"[0.4234660313197529, 0.5674945337785048, 0.3670543764873616]",447.62004140000136
29,1388,0.199625,-212.7481833162581,2.3817155361175537,True,False,,"[0.1, 0.2, 0.3]",461.20529420000094
30,1431,0.18770000000000003,-216.36519250249762,2.402270793914795,True,False,,"[0.3, 0.5, 0.7]",471.2827586000003
31,1478,0.178025,-229.33230340125817,2.3453547954559326,True,False,,"[0.6099703745681322, 0.32814732922660106, 0.3864855514384138]",482.8560243000011
32,1520,0.16745,-170.6196669506778,2.284240961074829,True,False,,"[0.31660211203776956, 0.3981001905620135, 0.282301133541742]",494.43432980000034
33,1576,0.15799999999999997,-195.6466327609798,2.2464945316314697,True,False,,"[0.1, 0.2, 0.3]",506.96311120000064
34,1616,0.14539999999999997,-224.7396411768797,2.2254538536071777,True,False,,"[0.3, 0.5, 0.7]",517.6275892000012
35,1666,0.13639999999999997,-264.7520117153887,2.258552074432373,True,False,,"[0.14238379609203944, 0.41329977052249633, 0.6767970588756642]",528.8781856000005
36,1701,0.12514999999999998,-169.21469731822424,2.2302987575531006,True,False,,"[0.6512423567375267, 0.24235750185316476, 0.6735079682929828]",538.0537767000005
37,1756,0.11727499999999996,-147.47002133573753,1.8882861137390137,True,False,,"[0.1, 0.2, 0.3]",550.4012160000002
38,1793,0.1049,-147.30626359929565,,True,False,,"[0.3, 0.5, 0.7]",559.4365100000014
39,1829,0.09657500000000002,-76.0473898291784,2.156581401824951,True,False,,"[0.48972953165558997, 0.5571196835341258, 0.5532110019378563]",568.5893762000014
40,1885,0.08847500000000003,-248.62813959692133,2.2121312618255615,True,False,,"[0.4619780244115539, 0.1570835977340119, 0.26620285575942526]",581.1770125000003
41,1945,0.07587499999999997,-210.89755487253677,2.1828131675720215,True,False,,"[0.1, 0.2, 0.3]",592.8847225999998
42,2005,0.06237499999999996,-357.5549523044345,1.9782158136367798,False,False,,"[0.3, 0.5, 0.7]",604.2702946999998
43,2054,0.04999999999999999,-233.60605696293837,2.0974366664886475,True,False,,"[0.470678258946315, 0.6126125553624356, 0.29874311420562055]",699.2236305000006
44,2073,0.04999999999999999,-41.655290215648236,,True,False,,"[0.5980443758088302, 0.7097326954095561, 0.7076646461369206]",705.6118691000011
45,2125,0.04999999999999999,-152.63045730744875,2.1150436401367188,True,False,,"[0.1, 0.2, 0.3]",716.6659869000014
46,2181,0.04999999999999999,-310.08316007189956,1.8702476024627686,True,False,,"[0.3, 0.5, 0.7]",728.2710215000006
47,2223,0.04999999999999999,-194.610117473897,1.5970903635025024,True,False,,"[0.1885672726388115, 0.44174676630321397, 0.5708668314808656]",738.4986624000012
48,2251,0.04999999999999999,-88.82315680102866,1.573081374168396,True,False,,"[0.5245919373852693, 0.38135175180912384, 0.699291339950784]",746.7684485000009
49,2294,0.04999999999999999,-101.70972043225095,,True,False,,"[0.1, 0.2, 0.3]",760.3679582000004
50,2328,0.04999999999999999,-149.29180556066848,1.9369797706604004,True,False,,"[0.3, 0.5, 0.7]",773.0688618000004
51,2388,0.04999999999999999,-476.8277932759829,25.64054298400879,False,False,,"[0.2200145183761807, 0.7391726748654182, 0.19819868884240505]",791.0134304000003
52,2423,0.04999999999999999,-169.9970631627512,18.191566467285156,True,False,,"[0.26813838454107525, 0.40529213503528494, 0.7257079737898197]",804.4593150000001
53,2465,0.04999999999999999,-96.28124030133779,11.73099422454834,True,False,,"[0.1, 0.2, 0.3]",819.6016190000009
54,2498,0.04999999999999999,-133.6169763933407,,True,False,,"[0.3, 0.5, 0.7]",833.6600494000013
55,2500,0.04999999999999999,-18.02170496652359,7.281749248504639,False,True,,"[0.5954240190173149, 0.3711128024391195, 0.1391378346726263]",838.7294419000009
