iteration,best_objective,solver_failures,evaluations
0,4.146549094734175,0,20
1,4.146549094734175,0,40
2,4.146549094734175,0,60
3,3.940704298357349,0,80
4,3.940704298357349,0,100
5,3.940704298357349,0,120
6,3.31811923450804,0,140
7,3.31811923450804,0,160
8,3.31811923450804,0,180
9,2.052084760357342,0,200
10,2.052084760357342,0,220
11,2.052084760357342,0,240
12,1.994735225291502,0,260
13,1.994735225291502,0,280
14,1.9629818906663503,0,300
15,1.9629818906663503,0,320
16,1.9091086548164529,0,340
17,1.9068807157158425,0,360
18,1.9068807157158425,0,380
19,1.8272340984417337,0,400
20,1.8272340984417337,0,420
21,1.8272340984417337,0,440
22,1.8272340984417337,0,460
23,1.8272340984417337,0,480
24,1.8272340984417337,0,500
25,1.8272340984417337,0,520
26,1.8267092607404627,0,540
27,1.8239788765803784,0,560
28,1.8216623961379983,0,580
29,1.8216623961379983,0,600
30,1.8216623961379983,0,620
31,1.8200503093017186,0,640
32,1.8196913965384511,0,660
33,1.8196913965384511,0,680
34,1.8196453520024067,0,700
35,1.819095110007197,0,720
36,1.819095110007197,0,740
37,1.8178967942730244,0,760
38,1.815874372633031,0,780
39,1.809677468668407,0,800
40,1.8069726370089483,0,820
41,1.8030792100726192,0,840
42,1.8028831176201794,0,860
43,1.8028643758877552,0,880
44,1.802806363612437,0,900
45,1.802806363612437,0,920
46,1.802805178190992,0,940
47,1.8027649868000557,0,960
48,1.8027512870820872,0,980
49,1.8027384884109292,0,1000
50,1.8027384884109292,0,1020
