time_s,cell,soc,voltage_V,temperature_K,requested_current_A,applied_current_A,interval_mean_voltage_V,interval_max_voltage_V,interval_max_temperature_K,soc_std,team_reward
0.0,1,0.1,3.2403131571376047,298.15,0.0,0.0,3.2403131571376047,3.2403131571376047,298.15,0.0816496580927726,0.0
0.0,2,0.2,3.4657518487146826,298.15,0.0,0.0,3.4657518487146826,3.4657518487146826,298.15,0.0816496580927726,0.0
0.0,3,0.3,3.532250151628957,298.15,0.0,0.0,3.532250151628957,3.532250151628957,298.15,0.0816496580927726,0.0
90.0,1,0.1196790871353461,3.482304640857558,298.34537428793135,3.5,3.5,3.4343222098919965,3.482304640857558,298.34537428793135,0.07392814763088144,-3.446407381544072
90.0,2,0.22424252389621332,3.658310383737425,298.5669093384661,4.0,4.0,3.629266233277863,3.658310383737425,298.5669093384661,0.07392814763088144,-3.446407381544072
90.0,3,0.2999999999999977,3.5322501516289564,298.15,0.0,0.0,3.532250151628957,3.532250151628957,298.15,0.07392814763088144,-3.446407381544072
180.0,1,0.15341466508165447,3.637458679460406,298.8538026807822,6.0,6.0,3.5979429045431424,3.637458679460406,298.8538026807822,0.06920321669991357,-3.210160834995678
180.0,2,0.24848504779242667,3.689122242628712,298.9740565715318,4.0,4.0,3.6741775748287373,3.689122242628712,298.9740565715318,0.06920321669991357,-3.210160834995678
180.0,3,0.32249038529753576,3.720336508407973,298.3646907916426,4.0,4.0,3.690605631319827,3.720336508407973,298.3646907916426,0.06920321669991357,-3.210160834995678
270.0,1,0.18715024302796307,3.67296050144858,299.3626821222622,6.0,6.0,3.656371881068793,3.67296050144858,299.3626821222622,0.06451053261550296,-2.975526630775148
270.0,2,0.2727275716886399,3.717899623471652,299.3435039671169,4.0,4.0,3.703525386893446,3.717899623471652,299.3435039671169,0.06451053261550296,-2.975526630775148
270.0,3,0.3449807705950741,3.74754520566536,298.58566535048743,4.0,4.0,3.734796215219774,3.74754520566536,298.58566535048743,0.06451053261550296,-2.975526630775148
360.0,1,0.22088582097427156,3.7035756946427254,299.85537651332265,6.0,6.0,3.688097115994858,3.7035756946427254,299.85537651332265,0.059857680061086674,-2.7428840030543338
360.0,2,0.2969700955848532,3.7459081483024663,299.67755793915177,4.0,4.0,3.7320104343142737,3.7459081483024663,299.67755793915177,0.059857680061086674,-2.7428840030543338
