iteration,best_objective,solver_failures,evaluations
0,23.346324448175586,0,20
1,18.992438706240183,0,40
2,15.029837919161043,0,60
3,10.95323921046746,0,80
4,7.843240983210212,0,100
5,5.139429158417427,0,120
6,3.3764836757659826,0,140
7,2.61345092532287,0,160
8,1.8578827196162218,0,180
9,1.8578827196162218,0,200
10,1.8578827196162218,0,220
11,1.8578827196162218,0,240
12,1.8578827196162218,0,260
13,1.8578827196162218,0,280
14,1.8578827196162218,0,300
15,1.8365185232172996,0,320
16,1.8365185232172996,0,340
17,1.8365185232172996,0,360
18,1.8365185232172996,0,380
19,1.8365185232172996,0,400
20,1.8201720152959728,0,420
21,1.8201720152959728,0,440
22,1.8201720152959728,0,460
23,1.8201720152959728,0,480
24,1.8201720152959728,0,500
25,1.8201720152959728,0,520
26,1.8161975424175987,0,540
27,1.8161975424175987,0,560
28,1.8160095659901594,0,580
29,1.8156381005172655,0,600
30,1.8156381005172655,0,620
31,1.8152838791582155,0,640
32,1.813050194214024,0,660
33,1.8128557995523997,0,680
34,1.812054578645938,0,700
35,1.808544100687267,0,720
36,1.8068545469569726,0,740
37,1.8056719636097451,0,760
38,1.804531887625417,0,780
39,1.8042037355461127,0,800
40,1.8041736231799157,0,820
41,1.8041736231799157,0,840
42,1.804148725208525,0,860
43,1.804148725208525,0,880
44,1.804148725208525,0,900
45,1.8041235597457876,0,920
46,1.8040703483233704,0,940
47,1.8040703483233704,0,960
48,1.8040402461840293,0,980
49,1.804021690349732,0,1000
50,1.8040118937517087,0,1020
