iteration,best_objective,solver_failures,evaluations
0,13.878190724830166,0,20
1,8.542668347041865,0,40
2,6.406398881935759,0,60
3,1.9641775259481524,0,80
4,1.8918619012238935,0,100
5,0.7660371231665073,0,120
6,0.7114348298607979,0,140
7,0.7114348298607979,0,160
8,0.7114348298607979,0,180
9,0.7020756127757679,0,200
10,0.7020756127757679,0,220
11,0.7020756127757679,0,240
12,0.6983205066842976,0,260
13,0.6983205066842976,0,280
14,0.6983205066842976,0,300
15,0.6983205066842976,0,320
16,0.6983205066842976,0,340
17,0.6983205066842976,0,360
18,0.6894302140805044,0,380
19,0.6674498380281144,0,400
20,0.6674498380281144,0,420
21,0.6674498380281144,0,440
22,0.6491059244008969,0,460
23,0.6491059244008969,0,480
24,0.6484364221794673,0,500
25,0.6484364221794673,0,520
26,0.6444947136807889,0,540
27,0.6444947136807889,0,560
28,0.6444947136807889,0,580
29,0.6444947136807889,0,600
30,0.644434417846144,0,620
31,0.644434417846144,0,640
32,0.6434515093884605,0,660
33,0.6434515093884605,0,680
34,0.6423482021262452,0,700
35,0.6419381883908086,0,720
36,0.6404897648269918,0,740
37,0.6401403952265177,0,760
38,0.6401403952265177,0,780
39,0.6400472894654874,0,800
40,0.6400472894654874,0,820
41,0.6399763188335268,0,840
42,0.6399039222883932,0,860
43,0.6396180465164953,0,880
44,0.6393718450963792,0,900
45,0.6393718450963792,0,920
46,0.6393718450963792,0,940
47,0.6393579147084247,0,960
48,0.6393020076124674,0,980
49,0.6390032183447609,0,1000
50,0.6390032183447609,0,1020
