iteration,best_objective,solver_failures,evaluations
0,3.8980973137493464,0,20
1,3.8980973137493464,0,40
2,2.9927611383277037,0,60
3,1.8729882619266744,0,80
4,1.8729882619266744,0,100
5,1.8729882619266744,0,120
6,1.8729882619266744,0,140
7,1.8522818489844044,0,160
8,1.7318398587735686,0,180
9,1.7318398587735686,0,200
10,1.7318398587735686,0,220
11,1.6962349075300212,0,240
12,1.666028973694799,0,260
13,1.5738908317369957,0,280
14,1.5622950130525652,0,300
15,1.4891557762403422,0,320
16,1.4891557762403422,0,340
17,1.4786808202832655,0,360
18,1.4655195589049945,0,380
19,1.4168129221619048,0,400
20,1.2614309070579313,0,420
21,1.1561565285811286,0,440
22,1.0703406772397055,0,460
23,0.9863013792995783,0,480
24,0.9863013792995783,0,500
25,0.9863013792995783,0,520
26,0.9833004915302511,0,540
27,0.9679408719117761,0,560
28,0.9600681663786474,0,580
29,0.9456195434181864,0,600
30,0.9229995698664059,0,620
31,0.9146443950117955,0,640
32,0.8941689330245837,0,660
33,0.8722123439209593,0,680
34,0.8630636307074737,0,700
35,0.846063072734677,0,720
36,0.8442774058644094,0,740
37,0.8442774058644094,0,760
38,0.8442774058644094,0,780
39,0.8442774058644094,0,800
40,0.8441028938586108,0,820
41,0.8440691685071007,0,840
42,0.8440691685071007,0,860
43,0.8440691685071007,0,880
44,0.8440691685071007,0,900
45,0.8440691685071007,0,920
46,0.8440539150998556,0,940
47,0.8440539150998556,0,960
48,0.8440064660149449,0,980
49,0.8439949641938066,0,1000
50,0.8439830592003115,0,1020
